,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,40.0
2017-01-08,56.0
2017-01-15,30.0
2017-01-22,50.0
2017-01-29,35.0
2017-02-05,45.0
2017-02-12,28.0
2017-02-26,40.0
2017-03-05,66.0
2017-03-26,47.0
2017-04-02,52.0
2017-04-09,14.0
2017-04-23,34.0
2017-04-30,72.0
2017-05-07,93.0
2017-05-14,46.0
2017-05-21,41.0
2017-05-28,68.0
2017-06-11,48.0
2017-06-18,40.0
2017-06-25,45.0
2017-07-02,37.0
2017-07-09,21.0
2017-07-16,48.0
2017-07-23,57.0
2017-07-30,59.0
2017-08-06,33.0
2017-08-13,31.0
2017-08-20,30.0
2017-09-03,26.0
2017-09-10,47.0
2017-09-17,82.0
2017-09-24,73.0
2017-10-01,56.0
2017-10-08,18.0
2017-10-15,57.0
2017-10-29,27.0
2017-11-05,37.0
2017-11-12,53.0
2017-11-19,68.0
2017-12-03,72.0
2017-12-10,88.0
2017-12-24,48.0
2017-12-31,100.0
2018-01-07,37.855915903477964
2018-01-14,23.103640555986438
2018-01-21,85.78842455019999
2018-01-28,43.25682604247457
2018-02-04,62.18478399421355
2018-02-11,28.504550694983045
2018-02-18,18.927957951738982
2018-02-25,17.70273041698983
2018-03-04,62.18478399421355
2018-03-18,40.80637097297627
2018-03-25,14.752275347491523
2018-04-08,29.004550694983045
2018-04-22,29.504550694983045
2018-04-29,20.653185486488134
2018-05-06,50.88296371622033
2018-05-13,39.081143438227116
2018-05-20,37.855915903477964
2018-05-27,40.80637097297627
2018-06-10,29.504550694983045
2018-06-24,58.00910138996609
2018-07-01,49.15773618147118
2018-07-08,31.955005764481353
2018-07-15,52.60819125096948
2018-07-22,82.83796948070169
2018-08-05,17.70273041698983
2018-08-19,49.65773618147118
2018-08-26,42.03159850772542
2018-09-02,53.833418785718635
2018-09-09,27.279323160233893
2018-09-23,37.855915903477964
2018-09-30,42.03159850772542
2018-10-07,20.153185486488134
2018-10-14,27.279323160233893
2018-10-21,37.855915903477964
2018-11-04,49.65773618147118
2018-11-11,32.455005764481356
2018-11-18,15.977502882240676
2018-11-25,46.707281111972875
2018-12-02,20.653185486488134
2018-12-16,39.581143438227116
2018-12-23,56.78387385521694
2018-12-30,89.96410715444745
2019-01-06,89.96410715444745
2019-01-20,63.910011528962706
2019-01-27,33.18023329923051
2019-02-03,53.333418785718635
2019-02-10,47.43250864672203
2019-02-17,33.18023329923051
2019-02-24,36.13068836872881
2019-03-10,31.955005764481353
2019-03-17,56.28387385521694
2019-03-31,27.279323160233893
2019-04-07,27.779323160233893
2019-04-14,50.38296371622033
2019-04-21,30.229778229732197
2019-04-28,42.03159850772542
2019-05-05,42.03159850772542
2019-05-12,59.73432892471524
2019-05-19,17.20273041698983
2019-06-09,46.707281111972875
2019-06-16,27.779323160233893
2019-06-23,29.004550694983045
2019-06-30,33.18023329923051
2019-07-07,59.23432892471524
2019-07-14,62.18478399421355
2019-07-28,34.90546083397966
2019-08-04,49.15773618147118
2019-08-11,75.71183180695593
2019-08-18,46.207281111972875
2019-08-25,42.03159850772542
2019-09-01,49.65773618147118
2019-09-08,37.855915903477964
2019-09-15,30.229778229732197
2019-09-22,15.977502882240676
2019-09-29,24.82886809073559
2019-10-06,26.05409562548474
2019-10-13,15.977502882240676
2019-10-20,30.229778229732197
2019-10-27,27.779323160233893
2019-11-03,17.20273041698983
2019-11-10,26.05409562548474
2019-11-17,37.855915903477964
2019-11-24,58.00910138996609
2019-12-01,78.66228687645423
