,MVT_GT_Milwaukee WI
2017-01-08,30.0
2017-02-12,53.0
2017-04-16,19.0
2017-05-14,42.0
2017-05-21,29.0
2017-06-04,94.0
2017-06-11,66.0
2017-06-18,75.0
2017-06-25,42.0
2017-07-02,34.0
2017-07-30,100.0
2017-08-06,29.0
2017-09-17,37.0
2017-09-24,55.0
2017-10-08,22.0
2017-10-22,21.0
2017-11-05,26.0
2017-11-12,48.0
2017-12-10,17.0
2017-12-17,31.0
2018-02-11,17.27584180406016
2018-03-04,19.920516821981053
2018-03-18,16.012725125446234
2018-03-25,25.091425197129794
2018-04-08,13.868050107525344
2018-05-20,26.354541875743724
2018-05-27,17.27584180406016
2018-06-10,26.354541875743724
2018-07-15,56.7353171087153
2018-07-22,22.946750179208905
2018-08-12,25.091425197129794
2018-08-19,58.879992126636196
2018-09-02,14.749608446832308
2018-10-07,22.946750179208905
2018-11-04,15.131166786139271
2018-11-25,34.17012526881336
2018-12-23,34.67012526881336
2019-01-13,28.61765855435765
2019-02-10,18.157400143367127
2019-03-17,14.749608446832308
2019-04-14,28.999216893664617
2019-05-12,14.249608446832308
2019-06-16,31.143891911585506
2019-06-30,32.02545025089247
2019-09-01,21.68363350059498
2019-09-08,31.143891911585506
2019-09-22,15.631166786139271
2019-10-20,27.236100215050687
2019-10-27,24.20986685782283
2019-11-17,29.88077523297158
2019-12-01,25.591425197129794
2019-12-08,16.894283464753197
2019-12-15,21.18363350059498
2019-12-22,21.18363350059498
2019-12-29,16.894283464753197
2020-01-05,38.95947530465514
2020-02-02,18.157400143367127
2020-03-22,19.920516821981053
2020-03-29,25.97298353643676
2020-04-12,25.97298353643676
2020-04-19,16.894283464753197
2020-04-26,19.03895848267409
2020-05-10,33.788566929506395
2020-05-31,25.97298353643676
2020-06-14,30.762333572278543
2020-08-09,12.98649176821838
2020-08-16,20.802075161288016
2020-08-23,24.70986685782283
2020-09-13,17.27584180406016
2020-09-20,19.920516821981053
2020-10-18,17.27584180406016
2020-11-29,18.157400143367127
2020-12-20,30.762333572278543
2020-12-27,48.0381753763387
2021-01-24,15.131166786139271
2021-02-07,17.27584180406016
2021-02-14,34.17012526881336
2021-03-14,13.868050107525344
2021-03-21,73.12960057346851
2021-05-16,42.86726700118996
2021-05-23,76.15583393069636
2021-06-06,27.736100215050687
2021-06-13,32.02545025089247
2021-06-20,36.314800286734254
2021-06-27,41.985708661882995
2021-07-11,36.814800286734254
2021-07-18,27.236100215050687
2021-09-19,19.03895848267409
2021-09-26,54.972200430101374
2021-10-03,26.854541875743724
2021-10-17,23.82830851851587
2021-10-31,43.24882534049692
2021-11-07,29.88077523297158
2021-12-19,35.05168360812032
2021-12-26,32.02545025089247
2022-01-09,21.36726700118996
2022-01-16,19.841033643962103
2022-01-23,34.340250537626716
2022-02-06,32.05090050178494
2022-02-13,38.91895060931028
2022-02-27,36.6296005734685
2022-03-20,54.18128418158882
2022-04-03,23.65661703703174
2022-04-10,12.972983536436761
2022-04-24,29.761550465943156
2022-05-01,58.759984253272386
2022-05-15,32.05090050178494
2022-06-05,22.130383679803884
2022-06-12,18.31480028673425
2022-06-26,54.18128418158882
2022-07-03,38.91895060931028
2022-07-10,15.262333572278541
2022-07-31,19.077916965348177
2022-08-07,63.33868432495595
2022-08-28,25.945967072873522
2022-09-04,65.62803436079773
2022-09-18,50.365700788519185
2022-10-16,29.761550465943156
2022-10-30,58.759984253272386
2022-12-25,42.73453400237992
