,MVT_GT_Memphis TN
2017-01-01,58.0
2017-01-08,45.0
2017-02-05,75.0
2017-02-19,36.0
2017-04-16,27.0
2017-06-04,47.0
2017-07-02,57.0
2017-07-16,29.0
2017-08-06,27.0
2017-08-20,26.0
2017-09-17,94.0
2017-10-22,42.0
2017-10-29,79.0
2017-11-12,58.0
2017-11-26,52.0
2017-12-03,39.0
2017-12-10,65.0
2017-12-17,33.0
2018-01-28,82.30703066414657
2018-02-04,62.91661487132275
2018-03-25,25.2993616142426
2018-04-08,38.6990424213639
2018-04-22,72.57092818559278
2018-05-20,25.7993616142426
2018-07-08,46.271566571350185
2018-08-05,25.7993616142426
2018-08-19,38.1990424213639
2018-11-25,37.11725325708015
2018-12-02,79.06166317129532
2018-12-09,45.18977740706643
2019-01-20,32.29009659994513
2019-02-24,38.1990424213639
2019-03-17,72.07092818559278
2019-05-12,100.0338681284029
2019-06-09,37.11725325708015
2019-08-18,40.36262074993141
2019-08-25,32.79009659994513
2019-09-08,25.7993616142426
2019-09-15,47.85335573563394
2019-09-22,52.18051239276896
2019-10-20,43.02619907849892
2019-11-10,29.044729107093865
2019-12-29,79.06166317129532
2020-01-19,18.808626628540075
2020-01-26,49.51693406420145
2020-03-08,32.79009659994513
2020-06-07,20.472204957107582
2020-06-21,40.36262074993141
2020-07-12,23.635783285675092
2020-08-02,36.03546409279639
2020-09-20,32.79009659994513
2020-11-08,45.68977740706643
2020-12-06,58.08945821418773
2020-12-13,34.95367492851264
2021-01-24,32.29009659994513
2021-02-28,51.0987232284852
2021-03-28,45.18977740706643
2021-04-18,51.0987232284852
2021-06-20,27.96293994281011
2021-06-27,31.708307435661375
2021-07-25,63.9984040356065
2021-08-29,39.78083158564766
2021-10-31,36.03546409279639
2021-11-21,24.717572449958844
2021-12-05,31.708307435661375
2021-12-12,29.044729107093865
2022-01-09,33.74377152845776
2022-02-20,24.43514489991769
2022-02-27,45.37955481413286
2022-03-13,23.271566571350185
2022-03-20,27.92587988562022
2022-04-24,19.780831585647658
2022-05-01,24.43514489991769
2022-05-08,45.37955481413286
2022-06-12,93.08626628540074
2022-06-19,48.87028979983538
2022-06-26,51.197446456970404
2022-07-03,23.271566571350185
2022-07-10,25.598723228485202
2022-07-17,45.37955481413286
2022-08-07,44.21597648556535
2022-08-14,34.907349857025274
2022-08-21,37.234506514160294
2022-08-28,51.197446456970404
2022-09-04,70.97827804261806
2022-09-18,45.37955481413286
2022-09-25,53.524603114105425
2022-10-09,116.35783285675092
2022-10-16,24.43514489991769
2022-10-30,43.05239815699784
2022-11-06,37.234506514160294
2022-11-27,38.398084842727805
2022-12-11,41.88881982843033
