,MVT_GT_Milwaukee WI
2017-01-08,50.0
2017-01-15,23.0
2017-02-05,80.0
2017-02-19,24.0
2017-04-23,52.0
2017-05-07,59.0
2017-05-14,96.0
2017-06-18,37.0
2017-06-25,36.0
2017-07-30,27.0
2017-08-27,55.0
2017-09-03,22.0
2017-09-17,39.0
2017-10-01,46.0
2017-11-12,63.0
2017-11-26,27.0
2017-12-10,20.0
2017-12-24,48.0
2017-12-31,57.0
2018-01-07,45.54594872431751
2018-01-14,18.98950829824839
2018-03-04,38.65683861780023
2018-04-15,24.70079638346221
2018-05-06,18.98950829824839
2018-06-03,28.23426244737258
2018-06-10,68.56892308647627
2018-07-01,71.42456712908319
2018-09-02,65.03545702256591
2018-12-16,27.056440426069123
2018-12-30,48.40159276692442
2019-01-27,41.512482660407144
2019-02-03,65.71327904386936
2019-03-10,34.623372553889865
2019-04-14,36.80119457519332
2019-06-02,36.30119457519332
2019-07-28,46.04594872431751
2019-08-04,18.98950829824839
2019-08-18,35.623372553889865
2019-09-08,14.95604223433802
2019-09-22,48.40159276692442
2019-09-29,19.48950829824839
2019-10-20,20.667330319551844
2019-11-10,100.15882957645576
2019-11-17,16.133864255641477
2019-11-24,18.98950829824839
2019-12-22,16.133864255641477
2020-01-12,21.8451523408553
2020-01-26,21.8451523408553
2020-02-02,24.70079638346221
2020-02-16,17.811686276944933
2020-03-01,27.556440426069123
2020-03-22,16.633864255641477
2020-03-29,14.95604223433802
2020-04-12,13.778220213034562
2020-04-19,24.70079638346221
2020-04-26,20.167330319551844
2020-05-03,29.91208446867604
2020-07-12,16.133864255641477
2020-08-02,31.089906489979494
2020-08-23,27.056440426069123
2020-09-06,31.089906489979494
2020-09-20,43.1903046817106
2020-10-04,31.089906489979494
2020-10-18,28.73426244737258
2020-10-25,21.8451523408553
2020-11-22,21.8451523408553
2020-12-20,16.133864255641477
2020-12-27,26.556440426069123
2021-01-10,16.133864255641477
2021-01-24,33.94555053258641
2021-02-14,17.811686276944933
2021-02-28,18.98950829824839
2021-04-04,18.98950829824839
2021-04-11,16.133864255641477
2021-04-18,39.15683861780023
2021-05-09,25.378618404765668
2021-05-23,21.3451523408553
2021-06-06,24.20079638346221
2021-06-20,55.2907028734417
2021-07-04,29.91208446867604
2021-07-18,21.8451523408553
2021-08-01,32.767728511282954
2021-08-08,16.633864255641477
2021-09-05,20.167330319551844
2021-09-19,20.667330319551844
2021-09-26,25.378618404765668
2021-10-03,81.16932127820738
2021-10-10,17.311686276944933
2021-10-24,40.83466063910369
2021-10-31,23.022974362158756
2021-11-07,39.65683861780023
2021-12-05,24.70079638346221
2021-12-19,27.056440426069123
2021-12-26,29.91208446867604
2022-01-02,32.5354570225659
2022-01-16,29.824168937352077
2022-01-23,33.89110106517281
2022-02-06,61.003981917311066
2022-03-06,135.56440426069125
2022-03-13,27.11288085213825
2022-03-20,23.045948724317512
2022-04-03,21.6903046817106
2022-04-10,25.75723680953134
2022-04-17,20.33466063910369
2022-04-24,47.447541491241935
2022-05-01,39.313677235600466
2022-05-22,44.73625340602811
2022-06-05,17.623372553889862
2022-06-19,69.13784617295254
2022-06-26,47.447541491241935
2022-07-31,35.246745107779724
2022-08-07,25.75723680953134
2022-08-28,24.401592766924423
2022-09-11,23.045948724317512
2022-09-25,58.292693832097235
2022-10-16,28.468524894745162
2022-11-06,16.26772851128295
2022-11-20,16.26772851128295
2022-11-27,29.824168937352077
2022-12-04,39.313677235600466
2022-12-11,20.33466063910369
