,MVT_GT_Detroit MI
2017-01-08,20.0
2017-01-15,18.0
2017-01-22,37.0
2017-01-29,30.0
2017-02-05,25.0
2017-02-12,33.0
2017-02-19,63.0
2017-03-05,29.0
2017-03-12,18.0
2017-03-19,17.0
2017-03-26,47.0
2017-04-02,17.0
2017-04-09,36.0
2017-04-16,27.0
2017-04-23,24.0
2017-04-30,34.0
2017-05-14,50.0
2017-05-28,94.0
2017-06-04,23.0
2017-06-11,25.0
2017-06-18,88.0
2017-06-25,20.0
2017-07-02,21.0
2017-07-09,27.0
2017-07-23,40.0
2017-07-30,22.0
2017-08-13,39.0
2017-08-27,24.0
2017-10-08,28.0
2017-10-15,57.0
2017-10-29,15.0
2017-11-12,16.0
2017-11-26,34.0
2017-12-03,52.0
2017-12-10,46.0
2017-12-17,32.0
2018-01-07,57.06988838115904
2018-01-21,36.32785292376241
2018-02-18,46.17934340358187
2018-03-25,31.132580434973814
2018-04-01,50.83556139461274
2018-04-15,33.71068943048925
2018-04-22,47.718397901339586
2018-05-06,32.171634932731536
2018-05-20,20.74203545739664
2018-06-24,34.24974392824697
2018-08-12,48.2574523990973
2018-08-19,30.093525937216096
2018-08-26,51.87461589237045
2018-09-09,17.124871964123486
2018-09-16,38.90596191927784
2018-09-30,25.937307946185225
2018-10-07,33.21068943048925
2018-10-14,22.820144452912075
2018-10-21,24.39825344842751
2018-12-16,26.476362443942943
2018-12-30,17.624871964123486
2019-01-13,25.937307946185225
2019-01-20,18.163926461881204
2019-01-27,17.124871964123486
2019-02-10,28.01541694170066
2019-03-17,44.10123440806643
2019-03-31,31.132580434973814
2019-04-28,16.085817466365768
2019-05-05,38.90596191927784
2019-05-12,30.093525937216096
2019-05-19,28.01541694170066
2019-06-02,38.90596191927784
2019-06-09,29.05447143945838
2019-06-16,16.085817466365768
2019-06-30,60.18705187443219
2019-07-07,51.37461589237045
2019-07-21,28.01541694170066
2019-07-28,21.281089955154357
2019-08-11,45.14028890582415
2019-08-18,37.366907421520125
2019-08-25,30.093525937216096
2019-09-01,42.023125412550996
2019-10-13,15.046762968608048
2019-10-20,89.24152331389058
2019-10-27,30.593525937216096
2019-11-03,34.24974392824697
2019-11-10,12.968653973092612
2019-11-17,30.593525937216096
2019-11-24,18.663926461881204
2019-12-08,34.74974392824697
2019-12-29,24.89825344842751
2020-01-05,26.976362443942943
2020-01-12,29.55447143945838
2020-02-02,45.64028890582415
2020-02-09,26.976362443942943
2020-02-16,20.74203545739664
2020-03-15,27.51541694170066
2020-03-29,26.976362443942943
2020-04-12,45.14028890582415
2020-05-03,30.093525937216096
2020-05-10,21.281089955154357
2020-05-17,25.937307946185225
2020-05-24,37.866907421520125
2020-05-31,45.14028890582415
2020-06-07,25.937307946185225
2020-06-14,22.820144452912075
2020-06-21,22.820144452912075
2020-07-05,24.89825344842751
2020-07-26,21.781089955154357
2020-08-16,36.32785292376241
2020-08-23,30.093525937216096
2020-08-30,20.24203545739664
2020-09-06,22.820144452912075
2020-09-13,37.866907421520125
2020-09-20,29.05447143945838
2020-09-27,49.79650689685502
2020-10-04,38.40596191927784
2020-10-11,22.320144452912075
2020-10-18,16.085817466365768
2020-10-25,28.01541694170066
2020-11-08,28.01541694170066
2020-11-22,46.67934340358187
2020-11-29,33.21068943048925
2020-12-13,16.085817466365768
2020-12-20,25.937307946185225
2021-01-03,37.866907421520125
2021-01-10,15.046762968608048
2021-01-24,15.546762968608048
2021-02-07,43.062179910308714
2021-02-21,16.585817466365768
2021-02-28,57.06988838115904
2021-03-07,24.89825344842751
2021-03-14,40.48407091479328
2021-04-11,46.17934340358187
2021-04-18,47.718397901339586
2021-05-02,75.73381484304025
2021-05-09,100.13206829146776
2021-05-23,36.82785292376241
2021-06-06,35.28879842600469
2021-06-13,18.163926461881204
2021-07-04,40.98407091479328
2021-07-11,50.83556139461274
2021-07-25,21.781089955154357
2021-08-08,44.10123440806643
2021-08-15,30.093525937216096
2021-08-22,24.89825344842751
2021-09-05,33.71068943048925
2021-09-12,32.171634932731536
2021-09-19,39.94501641703556
2021-09-26,23.859198950669793
2021-10-03,52.91367039012817
2021-11-07,30.093525937216096
2021-11-14,25.937307946185225
2021-12-05,18.163926461881204
2022-01-02,34.499487856493936
2022-01-09,25.87461589237045
2022-02-06,37.73381484304024
2022-02-13,25.87461589237045
2022-02-20,16.171634932731532
2022-03-13,71.15519370401874
2022-03-20,38.81192383855568
2022-03-27,46.35868680716373
2022-04-10,38.81192383855568
2022-04-24,18.327852923762403
2022-05-01,39.890032834071114
2022-05-08,38.81192383855568
2022-05-15,71.15519370401874
2022-05-22,22.640288905824146
2022-05-29,14.01541694170066
2022-06-05,52.827340780256336
2022-06-12,66.842757721957
2022-06-19,107.81089955154354
2022-06-26,34.499487856493936
2022-07-03,20.484070914793275
2022-07-10,26.952724887885886
2022-07-17,36.65570584752481
2022-07-24,19.40596191927784
2022-08-07,68.99897571298787
2022-08-14,38.81192383855568
2022-08-21,64.68653973092613
2022-08-28,49.593013793710035
2022-09-04,24.796506896855018
2022-09-11,51.7492317847409
2022-09-18,25.87461589237045
2022-10-02,65.76464872644156
2022-10-09,44.20246881613286
2022-10-30,23.718397901339582
2022-11-06,39.890032834071114
2022-12-04,30.187051874432193
2022-12-11,36.65570584752481
2022-12-18,73.31141169504961
2022-12-25,19.40596191927784
