,MVT_GT_Ontario
2017-01-01,13.0
2017-01-08,20.0
2017-01-22,6.0
2017-01-29,15.0
2017-02-05,12.0
2017-02-19,10.0
2017-02-26,15.0
2017-03-05,100.0
2017-03-12,17.0
2017-03-19,22.0
2017-03-26,18.0
2017-04-02,17.0
2017-04-09,11.0
2017-04-16,15.0
2017-04-23,13.0
2017-04-30,28.0
2017-05-07,9.0
2017-05-14,10.0
2017-06-11,13.0
2017-06-25,39.0
2017-07-02,24.0
2017-07-16,13.0
2017-07-23,27.0
2017-07-30,9.0
2017-08-13,21.0
2017-08-27,21.0
2017-09-10,26.0
2017-09-17,17.0
2017-09-24,39.0
2017-10-01,18.0
2017-10-08,12.0
2017-10-15,18.0
2017-10-22,18.0
2017-10-29,10.0
2017-11-05,14.0
2017-11-12,22.0
2017-11-19,23.0
2017-11-26,15.0
2017-12-03,9.0
2017-12-10,18.0
2017-12-17,9.0
2017-12-24,27.0
2018-01-07,13.013874634924033
2018-01-14,7.222214077099448
2018-01-21,14.634243647773943
2018-01-28,12.20369012849908
2018-02-11,21.85645772487339
2018-02-18,10.773136609224217
2018-02-25,33.24996334694752
2018-03-11,13.824059141348988
2018-03-18,7.722214077099448
2018-03-25,8.032398583524401
2018-04-01,10.273136609224217
2018-04-15,10.273136609224217
2018-04-22,6.10184506424954
2018-04-29,7.222214077099448
2018-05-06,14.134243647773943
2018-05-20,22.166642231298344
2018-05-27,12.20369012849908
2018-06-10,9.15276759637431
2018-06-17,18.80553519274862
2018-06-24,12.20369012849908
2018-07-01,17.995350686323665
2018-07-08,14.134243647773943
2018-07-15,32.939778840522564
2018-07-22,32.939778840522564
2018-07-29,44.83328446259669
2018-08-05,18.80553519274862
2018-08-12,24.097195750573206
2018-09-02,11.893505622074127
2018-09-09,11.083321115649172
2018-09-16,47.88420699472145
2018-09-23,26.837933776273022
2018-09-30,24.90738025699816
2018-10-07,17.68516617989871
2018-10-14,13.013874634924033
2018-10-21,42.09254643689687
2018-11-04,34.06014785337247
2018-11-11,19.115719699173574
2018-11-18,24.097195750573206
2018-11-25,11.893505622074127
2018-12-02,33.74996334694752
2018-12-09,45.95365347544659
2018-12-23,17.995350686323665
2018-12-30,8.032398583524401
2019-01-06,22.166642231298344
2019-01-13,18.80553519274862
2019-01-20,15.254612660623849
2019-02-24,6.912029570674494
2019-03-03,16.064797167048802
2019-03-10,26.337933776273022
2019-03-17,16.87498167347376
2019-03-24,11.893505622074127
2019-03-31,8.842583089949356
2019-04-07,18.80553519274862
2019-05-05,24.90738025699816
2019-06-02,5.291660557824586
2019-06-09,18.80553519274862
2019-06-16,16.87498167347376
2019-06-23,48.69439150114641
2019-06-30,17.995350686323665
2019-07-07,11.893505622074127
2019-07-14,15.754612660623849
2019-07-21,27.148118282697975
2019-07-28,25.717564763423113
2019-08-04,25.217564763423113
2019-08-11,16.87498167347376
2019-08-18,16.87498167347376
2019-08-25,30.199040814822744
2019-09-08,9.962952102799264
2019-09-15,8.342583089949356
2019-09-22,19.115719699173574
2019-09-29,9.962952102799264
2019-10-06,29.88885630839779
2019-10-13,16.064797167048802
2019-10-20,22.166642231298344
2019-10-27,17.18516617989871
2019-11-03,19.115719699173574
2019-11-10,23.287011244148253
2019-11-17,28.768487295547885
2019-11-24,22.976826737723297
2019-12-01,32.939778840522564
2019-12-08,8.032398583524401
2019-12-15,27.648118282697975
2019-12-22,13.824059141348988
2019-12-29,38.73143939834715
2020-01-05,22.166642231298344
2020-01-12,10.773136609224217
2020-01-19,17.18516617989871
2020-01-26,15.254612660623849
2020-02-02,8.842583089949356
2020-02-09,8.842583089949356
2020-02-16,24.90738025699816
2020-02-23,19.115719699173574
2020-03-01,7.222214077099448
2020-03-08,21.046273218448434
2020-03-15,8.342583089949356
2020-03-22,13.013874634924033
2020-03-29,9.65276759637431
2020-04-12,21.046273218448434
2020-04-19,24.90738025699816
2020-04-26,27.648118282697975
2020-05-03,17.18516617989871
2020-05-10,13.824059141348988
2020-05-17,14.134243647773943
2020-05-24,16.064797167048802
2020-05-31,10.773136609224217
2020-06-07,13.013874634924033
2020-06-14,28.768487295547885
2020-06-21,13.324059141348988
2020-06-28,13.013874634924033
2020-07-05,16.064797167048802
2020-07-12,8.032398583524401
2020-07-19,6.912029570674494
2020-07-26,35.180516866222376
2020-08-02,13.824059141348988
2020-08-16,4.981476051399632
2020-08-23,13.013874634924033
2020-08-30,12.20369012849908
2020-09-06,17.995350686323665
2020-09-13,16.064797167048802
2020-09-20,18.80553519274862
2020-09-27,25.217564763423113
2020-10-04,5.791660557824586
2020-10-11,22.166642231298344
2020-10-18,19.115719699173574
2020-11-08,16.87498167347376
2020-11-22,21.046273218448434
2020-11-29,38.23143939834715
2020-12-06,22.666642231298344
2020-12-13,10.773136609224217
2020-12-20,20.73608871202348
2020-12-27,28.768487295547885
2021-01-03,13.324059141348988
2021-01-10,35.180516866222376
2021-01-17,15.254612660623849
2021-01-24,19.615719699173574
2021-01-31,18.30553519274862
2021-02-07,9.15276759637431
2021-02-14,19.115719699173574
2021-02-21,21.85645772487339
2021-02-28,8.842583089949356
2021-03-07,42.90273094332183
2021-03-14,47.88420699472145
2021-03-21,4.981476051399632
2021-03-28,15.754612660623849
2021-04-04,10.773136609224217
2021-04-11,11.893505622074127
2021-04-18,9.15276759637431
2021-04-25,7.222214077099448
2021-05-02,10.773136609224217
2021-05-09,19.115719699173574
2021-05-16,17.995350686323665
2021-05-23,35.180516866222376
2021-06-06,13.824059141348988
2021-06-13,18.80553519274862
2021-06-20,19.925904205598528
2021-06-27,22.976826737723297
2021-07-11,14.634243647773943
2021-07-18,14.134243647773943
2021-07-25,29.88885630839779
2021-08-01,12.20369012849908
2021-08-08,14.944428154198896
2021-08-15,23.287011244148253
2021-08-22,13.324059141348988
2021-08-29,32.939778840522564
2021-09-12,11.083321115649172
2021-09-19,22.166642231298344
2021-09-26,29.88885630839779
2021-10-03,19.925904205598528
2021-10-10,29.88885630839779
2021-10-17,16.87498167347376
2021-10-24,24.097195750573206
2021-10-31,21.046273218448434
2021-11-07,31.819409827672654
2021-11-14,32.629594334097604
2021-11-21,33.74996334694752
2021-11-28,15.254612660623849
2021-12-05,35.99070137264733
2021-12-12,52.55549853969613
2021-12-19,33.74996334694752
2021-12-26,40.97217742404696
2022-01-02,17.370332359797423
2022-01-09,9.925904205598528
2022-01-30,27.29623656539595
2022-02-06,24.81476051399632
2022-02-13,24.81476051399632
2022-02-20,13.648118282697975
2022-02-27,20.47217742404696
2022-03-06,19.851808411197055
2022-03-13,7.444428154198896
2022-03-20,32.259188668195215
2022-03-27,40.32398583524402
2022-04-03,14.268487295547883
2022-04-10,31.0184506424954
2022-04-17,18.61107038549724
2022-04-24,29.157343603945677
2022-05-01,22.333284462596687
2022-05-08,19.851808411197055
2022-05-15,42.80546188664365
2022-05-22,34.74066471959485
2022-05-29,9.30553519274862
2022-06-05,62.0369012849908
2022-06-12,60.17579424644107
2022-06-19,25.435129526846225
2022-06-26,33.499926693895034
2022-07-03,33.499926693895034
2022-07-10,32.259188668195215
2022-07-17,22.333284462596687
2022-07-24,22.953653475446593
2022-07-31,21.09254643689687
2022-08-07,27.29623656539595
2022-08-14,28.536974591095767
2022-08-21,28.536974591095767
2022-08-28,21.09254643689687
2022-09-04,34.12029570674494
2022-09-11,34.12029570674494
2022-09-18,26.675867552546045
2022-09-25,22.333284462596687
2022-10-02,28.536974591095767
2022-10-09,32.259188668195215
2022-10-16,43.42583089949356
2022-10-23,28.536974591095767
2022-10-30,29.777712616795583
2022-11-06,22.953653475446593
2022-11-13,20.47217742404696
2022-11-20,29.777712616795583
2022-11-27,30.39808162964549
2022-12-04,40.94435484809392
2022-12-11,36.60177175814457
2022-12-18,39.083247809544204
2022-12-25,44.04619991234347
