,MVT_GT_Albuquerque-Santa Fe NM
2017-01-01,62.0
2017-01-29,46.0
2017-02-12,50.0
2017-03-12,25.0
2017-04-16,18.0
2017-05-21,31.0
2017-06-11,21.0
2017-08-20,18.0
2017-09-24,46.0
2017-10-01,23.0
2017-10-08,36.0
2017-10-29,26.0
2017-11-26,18.0
2017-12-10,100.0
2018-01-14,20.19574062142226
2018-01-28,15.865285622240027
2018-02-11,26.900116245297824
2018-03-11,12.908751247751134
2018-04-01,23.15227499591115
2018-05-06,13.991364997546691
2018-05-27,34.18710561896895
2018-06-03,23.65227499591115
2018-06-10,15.073978747342249
2018-06-17,55.17415311528899
2018-07-01,13.991364997546691
2018-07-08,25.02619562060449
2018-07-29,17.239206246933364
2018-08-12,24.23488874570671
2018-08-26,25.02619562060449
2018-09-02,13.991364997546691
2018-09-23,15.365285622240027
2018-10-28,32.02187811937783
2018-11-25,18.03051312183114
2019-01-20,29.065343744888942
2019-02-03,16.947899372035586
2019-03-03,34.18710561896895
2019-05-05,27.982729995093383
2019-05-19,32.02187811937783
2019-05-26,50.84369811610675
2019-06-09,14.282671872444471
2019-07-14,35.769719368764505
2019-07-21,22.86096812101337
2019-08-25,21.278354371217816
2019-09-22,18.82181999672892
2019-10-13,19.90443374652448
2019-10-20,11.826137497955575
2019-10-27,13.991364997546691
2020-01-12,19.90443374652448
2020-02-02,19.90443374652448
2020-03-15,15.865285622240027
2020-03-22,16.156592497137808
2020-05-03,13.700058122648912
2020-05-17,16.156592497137808
2020-05-24,22.86096812101337
2020-05-31,16.156592497137808
2020-06-07,29.065343744888942
2020-06-14,15.073978747342249
2020-08-16,25.02619562060449
2020-08-23,34.18710561896895
2020-09-06,28.77403686999116
2020-09-20,35.269719368764505
2020-10-11,29.065343744888942
2020-10-18,29.85665061978672
2020-10-25,36.06102624366228
2020-11-01,25.02619562060449
2021-01-10,13.991364997546691
2021-01-17,14.782671872444471
2021-01-31,17.739206246933364
2021-03-28,11.034830623057797
2021-04-04,28.77403686999116
2021-04-18,19.1131268716267
2021-05-30,11.826137497955575
2021-06-06,11.826137497955575
2021-06-13,27.1914231201956
2021-06-20,12.617444372853354
2021-06-27,30.939264369582276
2021-07-25,12.117444372853354
2021-08-15,22.36096812101337
2021-08-29,21.278354371217816
2021-09-26,45.22193624202674
2021-10-03,15.865285622240027
2021-12-12,14.282671872444471
2022-01-09,20.974094992640072
2022-01-16,23.304549991822302
2022-01-30,41.36557623548459
2022-02-06,58.26137497955576
2022-02-13,24.469777491413417
2022-02-20,34.3742112379379
2022-02-27,16.89579874407117
2022-03-13,25.635004991004532
2022-04-10,13.400116245297824
2022-05-01,13.982729995093383
2022-05-08,27.382846240391206
2022-05-22,29.13068748977788
2022-05-29,20.391481242844517
2022-06-26,17.478412493866728
2022-07-03,27.382846240391206
2022-08-14,23.88716374161786
2022-08-28,23.88716374161786
2022-09-11,13.400116245297824
2022-10-23,11.652274995911151
2022-11-13,14.56534374488894
2022-12-04,24.469777491413417
2022-12-18,19.2262537432534
