,MVT_GT_Ontario
2017-01-01,10.0
2017-01-08,25.0
2017-01-15,34.0
2017-01-29,8.0
2017-02-12,7.0
2017-02-19,13.0
2017-02-26,14.0
2017-03-05,100.0
2017-03-12,18.0
2017-03-19,19.0
2017-03-26,17.0
2017-04-02,20.0
2017-04-09,19.0
2017-04-16,17.0
2017-04-30,21.0
2017-05-07,17.0
2017-05-21,21.0
2017-06-04,7.0
2017-06-18,7.0
2017-07-02,25.0
2017-07-09,9.0
2017-07-16,12.0
2017-07-23,23.0
2017-07-30,9.0
2017-08-06,21.0
2017-08-13,17.0
2017-08-20,8.0
2017-08-27,17.0
2017-09-10,15.0
2017-09-17,13.0
2017-09-24,34.0
2017-10-01,14.0
2017-10-15,16.0
2017-10-22,16.0
2017-10-29,8.0
2017-11-05,16.0
2017-11-19,21.0
2017-11-26,7.0
2017-12-10,26.0
2017-12-17,10.0
2017-12-24,14.0
2017-12-31,12.0
2018-01-07,9.299474693161315
2018-01-21,10.832749659068128
2018-01-28,12.899299590881752
2018-02-11,14.965849522695377
2018-02-18,12.899299590881752
2018-02-25,23.998686732903288
2018-03-04,7.999562244301095
2018-03-11,28.89842407948394
2018-03-18,5.93301231248747
2018-03-25,9.799474693161315
2018-04-01,10.832749659068128
2018-04-08,6.199649795440876
2018-04-29,22.965411766996475
2018-05-06,12.132662107928347
2018-05-20,21.932136801089662
2018-05-27,21.165499318136256
2018-06-10,17.29903693746241
2018-06-17,23.23204924994988
2018-06-24,11.86602462497494
2018-07-08,15.232487005648784
2018-07-15,31.231611494250973
2018-07-22,27.86514911357713
2018-07-29,25.0319616988101
2018-08-05,28.89842407948394
2018-08-12,26.331874147670316
2018-08-26,20.89886183518285
2018-09-02,6.199649795440876
2018-09-09,5.93301231248747
2018-09-16,53.16374829534063
2018-09-30,20.632224352229443
2018-10-07,21.932136801089662
2018-10-14,13.932574556788564
2018-10-21,21.932136801089662
2018-10-28,21.932136801089662
2018-11-04,19.865586869276036
2018-11-11,10.066112176114721
2018-11-18,14.965849522695377
2018-11-25,23.998686732903288
2018-12-02,52.13047332943382
2018-12-09,40.764448704458886
2018-12-16,6.199649795440876
2018-12-23,12.899299590881752
2018-12-30,13.165937073835158
2019-01-06,15.232487005648784
2019-01-13,27.86514911357713
2019-01-27,12.899299590881752
2019-02-03,21.165499318136256
2019-02-10,11.86602462497494
2019-02-17,15.99912448860219
2019-02-24,7.232924761347689
2019-03-03,18.332311903369224
2019-03-10,21.665499318136256
2019-03-17,14.69921203974197
2019-03-31,17.79903693746241
2019-04-07,28.89842407948394
2019-04-14,18.065674420415817
2019-04-21,5.666374829534064
2019-05-05,22.965411766996475
2019-05-12,14.19921203974197
2019-05-19,20.89886183518285
2019-05-26,6.966287278394282
2019-06-02,8.766199727254502
2019-06-09,13.165937073835158
2019-06-16,13.932574556788564
2019-06-23,6.199649795440876
2019-06-30,35.86471135787822
2019-07-07,11.36602462497494
2019-07-14,10.832749659068128
2019-07-21,23.998686732903288
2019-07-28,30.964974011297567
2019-08-04,22.19877428404307
2019-08-11,20.89886183518285
2019-08-18,19.09894938632263
2019-08-25,31.99824897720438
2019-09-08,10.066112176114721
2019-09-15,7.732924761347689
2019-09-22,6.199649795440876
2019-09-29,20.89886183518285
2019-10-06,18.065674420415817
2019-10-13,10.832749659068128
2019-10-20,22.69877428404307
2019-10-27,22.69877428404307
2019-11-03,14.965849522695377
2019-11-10,8.266199727254502
2019-11-17,27.098511630623722
2019-11-24,20.132224352229443
2019-12-01,29.165061562437348
2019-12-08,25.798599181763503
2019-12-15,26.331874147670316
2019-12-22,11.36602462497494
2019-12-29,26.831874147670316
2020-01-05,19.865586869276036
2020-01-12,16.265761971555598
2020-02-02,18.065674420415817
2020-02-09,14.19921203974197
2020-02-16,30.69833652834416
2020-03-01,12.899299590881752
2020-03-08,18.332311903369224
2020-03-15,21.165499318136256
2020-03-29,20.89886183518285
2020-04-05,12.132662107928347
2020-04-12,14.965849522695377
2020-04-19,20.132224352229443
2020-04-26,19.865586869276036
2020-05-03,16.765761971555598
2020-05-10,13.165937073835158
2020-05-17,15.732487005648784
2020-05-24,20.89886183518285
2020-05-31,9.032837210207909
2020-06-07,14.69921203974197
2020-06-14,23.73204924994988
2020-06-21,10.066112176114721
2020-06-28,26.831874147670316
2020-07-05,19.865586869276036
2020-07-12,7.232924761347689
2020-07-19,15.99912448860219
2020-07-26,22.19877428404307
2020-08-02,14.965849522695377
2020-08-09,14.965849522695377
2020-08-16,10.832749659068128
2020-08-23,21.165499318136256
2020-08-30,8.766199727254502
2020-09-06,19.09894938632263
2020-09-13,15.732487005648784
2020-09-20,21.932136801089662
2020-09-27,21.165499318136256
2020-10-04,26.831874147670316
2020-10-11,27.098511630623722
2020-10-18,29.931699045390754
2020-10-25,11.099387142021534
2020-11-01,12.132662107928347
2020-11-15,8.266199727254502
