,MVT_GT_Baltimore MD
2017-01-01,73.0
2017-01-15,34.0
2017-02-05,31.0
2017-02-12,63.0
2017-02-26,63.0
2017-03-05,29.0
2017-03-12,38.0
2017-03-19,25.0
2017-03-26,24.0
2017-04-16,25.0
2017-04-30,36.0
2017-05-07,28.0
2017-05-14,67.0
2017-06-04,45.0
2017-08-06,52.0
2017-09-17,38.0
2017-09-24,44.0
2017-10-22,68.0
2017-11-19,37.0
2017-11-26,92.0
2018-01-21,79.0
2018-01-28,51.0
2018-02-04,25.0
2018-02-25,47.0
2018-03-04,58.0
2018-03-25,94.0
2018-04-15,26.0
2018-05-13,36.0
2018-06-03,34.0
2018-07-08,93.0
2018-08-26,29.0
2018-10-14,36.0
2018-11-04,32.0
2018-11-18,34.0
2018-11-25,34.0
2018-12-09,34.0
2018-12-16,25.0
2019-03-03,65.0
2019-03-17,29.0
2019-03-31,29.0
2019-04-14,24.0
2019-04-28,80.0
2019-05-12,70.0
2019-05-26,44.0
2019-06-16,30.0
2019-06-23,85.0
2019-07-07,75.0
2019-08-04,34.0
2019-09-01,50.0
2019-09-15,47.0
2019-09-29,34.0
2019-10-13,47.0
2019-10-20,87.0
2019-10-27,23.0
2019-11-03,69.0
2019-11-17,23.0
2019-11-24,51.0
2019-12-01,77.0
2020-01-05,94.0
2020-01-12,32.0
2020-01-19,49.0
2020-02-02,34.0
2020-02-09,22.0
2020-03-01,26.0
2020-03-15,37.0
2020-04-05,34.0
2020-04-12,28.0
2020-05-03,26.0
2020-05-17,20.0
2020-05-24,22.0
2020-08-09,31.0
2020-08-23,40.0
2020-08-30,55.0
2020-09-13,18.0
2020-10-25,31.0
2020-12-27,26.0
2021-01-10,22.0
2021-01-24,25.0
2021-02-07,20.0
2021-04-04,22.0
2021-05-09,24.0
2021-06-06,20.0
2021-07-25,89.0
2021-08-08,89.0
2021-08-15,29.0
2021-08-29,100.0
2021-09-05,31.0
2021-10-03,78.0
2021-10-10,56.0
2021-10-17,71.0
2021-10-31,35.0
2021-11-07,58.0
2021-12-12,45.0
2021-12-19,51.0
2021-12-26,67.0
2022-01-09,28.0
2022-01-23,66.0
2022-01-30,66.0
2022-02-06,47.0
2022-02-13,26.0
2022-02-27,19.0
2022-03-06,94.0
2022-03-13,38.0
2022-04-10,17.0
2022-04-17,31.0
2022-05-08,44.0
2022-05-15,20.0
2022-05-22,22.0
2022-06-19,38.0
2022-06-26,38.0
2022-07-03,50.0
2022-07-31,29.0
2022-09-11,45.0
2022-09-25,45.0
2022-10-02,25.0
2022-10-09,61.0
2022-10-30,24.0
2022-11-27,23.0
2022-12-18,22.0
