,MVT_GT_San Antonio TX
2017-02-26,40.0
2017-03-05,25.0
2017-03-12,46.0
2017-03-26,19.0
2017-04-09,18.0
2017-04-16,40.0
2017-04-30,35.0
2017-06-04,40.0
2017-06-18,20.0
2017-07-16,100.0
2017-10-15,52.0
2017-10-29,24.0
2017-11-05,54.0
2017-11-12,33.0
2017-11-19,30.0
2017-11-26,66.0
2018-01-21,28.23022423122997
2018-02-18,33.81753772781724
2018-02-25,18.986816154153313
2018-03-04,28.23022423122997
2018-06-03,43.06094580489389
2018-06-17,18.055597238055434
2018-06-24,50.01069713367691
2018-07-01,19.918035070251193
2018-07-08,44.92338363708965
2018-07-22,25.936567482936336
2018-08-05,50.9419160497748
2018-08-12,26.867786399034216
2018-08-19,21.280472902446945
2018-08-26,22.211691818544825
2018-09-23,31.95509989562148
2018-10-07,57.89166737855782
2018-10-14,49.07947821757904
2018-10-21,21.780472902446945
2018-11-11,27.799005315132092
2018-12-23,34.248756643915115
2019-01-13,32.88631881171936
2019-02-17,55.098010630264184
2019-04-21,42.629726888796014
2019-05-05,18.986816154153313
2019-05-26,19.418035070251193
2019-06-02,61.61654304294933
2019-06-23,33.81753772781724
2019-06-30,60.685324126851455
2019-07-07,25.005348566838457
2019-07-14,49.07947821757904
2019-08-04,18.986816154153313
2019-08-11,45.354602553187526
2019-08-18,86.12189160978778
2019-10-13,25.936567482936336
2019-11-03,27.799005315132092
2019-11-24,11.105845909272412
2019-12-01,27.799005315132092
2019-12-08,18.055597238055434
2020-02-16,22.711691818544825
2020-03-01,45.854602553187526
2020-03-08,45.854602553187526
2020-03-22,16.19315940585968
2020-03-29,21.280472902446945
2020-04-05,16.19315940585968
2020-04-19,24.07412965074058
2020-05-03,31.023880979523604
2020-05-10,62.97898087514508
2020-05-17,33.81753772781724
2020-06-07,18.986816154153313
2020-07-19,27.299005315132092
2020-08-09,34.748756643915115
2020-09-06,26.867786399034216
2020-09-13,18.986816154153313
2020-09-20,36.11119447611087
2020-09-27,22.711691818544825
2020-10-04,26.867786399034216
2020-10-18,68.99751328783023
2020-10-25,22.211691818544825
2020-11-29,40.76728905660026
2020-12-06,32.88631881171936
2020-12-13,23.642910734642705
2021-01-03,31.023880979523604
2021-01-24,41.19850797269814
2021-01-31,50.9419160497748
2021-03-07,40.76728905660026
2021-03-14,39.836070140502386
2021-03-21,46.28582146928541
2021-04-18,28.73022423122997
2021-04-25,29.161443147327848
2021-05-02,33.81753772781724
2021-07-04,37.54241339220875
2021-07-18,45.354602553187526
2021-08-01,43.06094580489389
2021-08-08,25.936567482936336
2021-08-15,73.65360786831963
2021-08-29,18.986816154153313
2021-09-19,25.005348566838457
2021-09-26,21.280472902446945
2021-10-10,21.780472902446945
2021-10-17,19.918035070251193
2021-10-24,47.217040385383285
2021-11-07,19.918035070251193
2021-11-21,66.20385653953659
2021-11-28,23.142910734642705
2021-12-12,44.92338363708965
2021-12-19,19.418035070251193
2021-12-26,18.986816154153313
2022-01-23,30.18532412685145
2022-01-30,49.158956435158075
2022-02-20,81.9315940585968
2022-02-27,18.973632308306627
2022-03-06,19.836070140502382
2022-03-27,15.523880979523604
2022-04-10,17.248756643915115
2022-04-17,14.661443147327848
2022-04-24,25.010697133676917
2022-05-01,43.98432944198355
2022-05-08,25.873134965872673
2022-05-15,22.42338363708965
2022-05-29,18.973632308306627
2022-06-05,14.661443147327848
2022-06-26,16.38631881171936
2022-07-10,37.94726461661325
2022-07-24,68.13258874346471
2022-07-31,29.322886294655696
2022-08-14,40.534578113200524
2022-09-04,19.836070140502382
2022-09-18,30.18532412685145
2022-09-25,38.809702448809006
2022-10-02,14.661443147327848
2022-10-09,32.77263762343872
2022-10-16,37.94726461661325
2022-11-06,26.73557279806843
2022-11-27,37.0848267844175
2022-12-04,31.910199791242963
2022-12-18,25.010697133676917
2022-12-25,46.57164293857081
