,MVT_GT_Fresno-Visalia CA
2017-01-01,20.0
2017-01-08,100.0
2017-01-22,66.0
2017-01-29,32.0
2017-02-19,55.0
2017-03-19,46.0
2017-03-26,28.0
2017-04-30,27.0
2017-05-07,40.0
2017-05-28,21.0
2017-06-18,46.0
2017-07-02,40.0
2017-07-09,55.0
2017-09-17,26.0
2017-09-24,15.0
2017-10-15,45.0
2017-11-19,23.0
2017-12-03,47.0
2017-12-17,22.0
2018-01-07,27.909938911528236
2018-03-11,25.9506327796987
2018-04-29,64.13675541628936
2018-05-13,67.07571461403367
2018-05-20,18.113408252380566
2018-06-03,55.31987782305647
2018-06-24,69.03502074586319
2018-07-15,36.22681650476113
2018-07-29,46.0233471639088
2018-08-05,49.941959427567866
2018-08-12,17.133755186465798
2018-08-26,29.86924504335777
2018-09-09,21.05236745012487
2018-09-23,92.0466943278176
2018-10-14,18.113408252380566
2018-12-02,20.5727143842101
2018-12-09,26.93028584561347
2018-12-23,26.43028584561347
2018-12-30,26.93028584561347
2019-01-13,26.93028584561347
2019-03-03,18.113408252380566
2019-05-26,34.267510372931596
2019-06-02,22.032020516039633
2019-06-09,25.9506327796987
2019-06-30,23.0116735819544
2019-07-07,27.909938911528236
2019-07-28,25.9506327796987
2019-08-11,95.96530659147666
2019-09-15,34.767510372931596
2019-10-06,54.8402247571417
2019-10-13,25.9506327796987
2019-10-20,48.962306361653106
2019-11-03,56.29953088897123
2019-11-24,27.909938911528236
2019-12-08,17.133755186465798
2019-12-29,35.74716343884637
2020-01-05,30.348898109272533
2020-01-12,18.113408252380566
2020-01-19,27.909938911528236
2020-01-26,21.05236745012487
2020-02-02,20.5727143842101
2020-02-09,20.0727143842101
2020-04-05,34.267510372931596
2020-05-31,31.8285511751873
2020-07-05,24.970979713783933
2020-08-16,19.093061318295334
2020-08-23,29.86924504335777
2020-08-30,35.24716343884637
2020-11-15,16.154102120551034
2020-11-22,30.848898109272533
2020-12-06,21.05236745012487
2020-12-20,45.043694097994035
2021-01-10,25.9506327796987
2021-02-14,25.9506327796987
2021-02-28,28.889591977443
2021-03-14,17.633755186465798
2021-04-04,23.0116735819544
2021-06-20,40.1454287684202
2021-07-04,23.991326647869165
2021-07-11,31.8285511751873
2021-07-25,17.633755186465798
2021-09-12,27.909938911528236
2021-09-19,31.3285511751873
2021-10-03,75.89259220726657
2021-10-17,22.032020516039633
2021-10-31,27.909938911528236
2021-12-12,25.4506327796987
2022-01-02,22.064041032079267
2022-01-09,25.9012655593974
2022-03-06,17.2675103729316
2022-03-20,53.72114338245387
2022-03-27,15.348898109272534
2022-04-03,80.58171507368081
2022-05-22,15.348898109272534
2022-06-19,25.9012655593974
2022-09-11,35.494326877692735
2022-09-25,32.616408482204136
2022-10-02,16.308204241102068
2022-11-06,35.494326877692735
2022-12-18,30.69779621854507
