,MVT_GT_New York NY
2017-01-01,19.0
2017-01-08,53.0
2017-01-15,58.0
2017-01-22,56.0
2017-01-29,32.0
2017-02-05,36.0
2017-02-12,29.0
2017-02-19,38.0
2017-02-26,29.0
2017-03-05,27.0
2017-03-12,51.0
2017-03-19,54.0
2017-03-26,39.0
2017-04-02,48.0
2017-04-09,46.0
2017-04-16,12.0
2017-04-23,24.0
2017-04-30,34.0
2017-05-07,28.0
2017-05-14,15.0
2017-05-21,31.0
2017-05-28,27.0
2017-06-04,55.0
2017-06-11,46.0
2017-06-18,42.0
2017-06-25,40.0
2017-07-02,23.0
2017-07-09,55.0
2017-07-16,56.0
2017-07-23,26.0
2017-07-30,51.0
2017-08-06,54.0
2017-08-13,37.0
2017-08-20,41.0
2017-08-27,36.0
2017-09-03,53.0
2017-09-10,39.0
2017-09-17,35.0
2017-09-24,48.0
2017-10-01,37.0
2017-10-08,37.0
2017-10-15,41.0
2017-10-22,51.0
2017-10-29,38.0
2017-11-12,100.0
2017-11-19,44.0
2017-11-26,37.0
2017-12-03,18.0
2017-12-10,39.0
2017-12-17,95.0
2017-12-24,77.0
2017-12-31,32.0
2018-01-07,29.714291010441258
2018-01-14,17.933676684910765
2018-01-21,34.84184297659149
2018-01-28,44.07143651566189
2018-02-04,50.22449887504216
2018-02-11,49.198988481812115
2018-02-18,51.25000926827221
2018-02-25,34.34184297659149
2018-03-04,39.969394942741715
2018-03-11,27.163270223981172
2018-03-18,35.86735336982153
2018-03-25,23.56122865106099
2018-04-01,60.97960280734261
2018-04-08,67.13266516672289
2018-04-15,67.13266516672289
2018-04-22,36.39286376305158
2018-04-29,32.790822190131394
2018-05-06,34.34184297659149
2018-05-13,25.11224943752108
2018-05-20,35.36735336982153
2018-05-27,57.90307162765248
2018-06-03,64.55613398703275
2018-06-10,52.77551966150225
2018-06-17,24.586739044291036
2018-06-24,26.637759830751126
2018-07-01,30.239801403671304
2018-07-08,28.688780617211215
2018-07-15,51.25000926827221
2018-07-29,32.290822190131394
2018-08-05,80.96430027871347
2018-08-12,44.07143651566189
2018-08-19,34.84184297659149
2018-08-26,12.80612471876054
2018-09-02,45.09694690889194
2018-09-09,23.56122865106099
2018-09-16,65.08164438026279
2018-09-23,21.0102078646009
2018-09-30,21.0102078646009
2018-10-07,39.969394942741715
2018-10-14,37.918374156281615
2018-10-21,35.86735336982153
2018-10-28,50.22449887504216
2018-11-04,25.11224943752108
2018-11-11,49.198988481812115
2018-11-18,44.07143651566189
2018-11-25,39.469394942741715
2018-12-02,49.698988481812115
2018-12-09,49.198988481812115
2018-12-16,46.12245730212198
2018-12-23,30.239801403671304
2018-12-30,18.959187078140808
2019-01-06,34.34184297659149
2019-01-13,26.137759830751126
2019-01-20,44.07143651566189
2019-01-27,34.34184297659149
2019-02-03,39.969394942741715
2019-02-10,46.62245730212198
2019-02-17,22.035718257830943
2019-02-24,13.831635111990586
2019-03-03,26.137759830751126
2019-03-10,55.85205084119238
2019-03-17,89.16838342455382
2019-03-24,25.61224943752108
2019-03-31,24.586739044291036
2019-04-07,21.0102078646009
2019-04-14,56.87756123442243
2019-04-21,25.11224943752108
2019-04-28,26.137759830751126
2019-05-05,49.698988481812115
2019-05-12,33.816332583361444
2019-05-19,50.22449887504216
2019-05-26,19.984697471370858
2019-06-02,29.714291010441258
2019-06-09,30.239801403671304
2019-06-16,48.17347808858207
2019-06-23,35.86735336982153
2019-06-30,39.969394942741715
2019-07-14,42.0204157292018
2019-07-21,46.12245730212198
2019-07-28,34.34184297659149
2019-08-04,64.05613398703275
2019-08-11,26.137759830751126
2019-08-18,65.08164438026279
2019-08-25,36.39286376305158
2019-09-01,28.688780617211215
2019-09-08,56.87756123442243
2019-09-15,31.76531179690135
2019-09-22,40.99490533597175
2019-09-29,37.918374156281615
2019-10-06,24.086739044291036
2019-10-13,59.954092414112566
2019-10-20,32.790822190131394
2019-10-27,38.943884549511665
2019-11-03,35.36735336982153
2019-11-10,36.39286376305158
2019-11-17,35.86735336982153
2019-11-24,45.09694690889194
2019-12-01,37.918374156281615
2019-12-08,48.17347808858207
2019-12-15,40.99490533597175
2019-12-22,49.198988481812115
2019-12-29,30.739801403671304
2020-01-05,14.857145505220629
2020-01-12,37.918374156281615
2020-01-19,35.86735336982153
2020-01-26,27.163270223981172
2020-02-02,45.09694690889194
2020-02-09,16.908166291680722
2020-02-16,52.77551966150225
2020-02-23,32.790822190131394
2020-03-01,31.26531179690135
2020-03-08,26.637759830751126
2020-03-15,34.84184297659149
2020-03-22,18.959187078140808
2020-03-29,29.214291010441258
2020-04-05,37.918374156281615
2020-04-12,25.61224943752108
2020-04-19,30.239801403671304
2020-04-26,58.928582020882516
2020-05-03,49.698988481812115
2020-05-10,44.07143651566189
2020-05-17,42.0204157292018
2020-05-24,38.943884549511665
2020-05-31,63.0306235938027
2020-06-07,37.918374156281615
2020-06-14,28.188780617211215
2020-06-21,30.739801403671304
2020-06-28,46.12245730212198
2020-07-05,14.357145505220629
2020-07-12,43.045926122431844
2020-07-19,44.07143651566189
2020-07-26,29.214291010441258
2020-08-02,45.09694690889194
2020-08-09,47.14796769535202
2020-08-16,63.0306235938027
2020-08-23,36.89286376305158
2020-08-30,62.00511320057265
2020-09-06,68.15817555995292
2020-09-13,32.790822190131394
2020-09-20,49.198988481812115
2020-09-27,43.045926122431844
2020-10-04,57.90307162765248
2020-10-11,48.17347808858207
2020-10-18,36.89286376305158
2020-10-25,24.086739044291036
2020-11-01,33.816332583361444
2020-11-08,31.26531179690135
2020-11-15,25.61224943752108
2020-11-22,43.045926122431844
2020-11-29,49.198988481812115
2020-12-06,30.239801403671304
2020-12-13,64.05613398703275
2020-12-20,43.045926122431844
2020-12-27,17.933676684910765
2021-01-03,51.25000926827221
2021-01-10,28.688780617211215
2021-01-17,50.72449887504216
2021-01-24,51.25000926827221
2021-01-31,93.77042499747401
2021-02-07,24.086739044291036
2021-02-14,47.64796769535202
2021-02-21,46.62245730212198
2021-02-28,35.86735336982153
2021-03-07,36.39286376305158
2021-03-14,24.086739044291036
2021-03-21,32.290822190131394
2021-03-28,52.27551966150225
2021-04-04,43.045926122431844
2021-04-11,27.163270223981172
2021-04-18,32.790822190131394
2021-04-25,45.09694690889194
2021-05-02,32.790822190131394
2021-05-09,59.954092414112566
2021-05-16,67.13266516672289
2021-05-23,40.99490533597175
2021-05-30,43.045926122431844
2021-06-06,51.25000926827221
2021-06-13,42.0204157292018
2021-06-20,79.93878988548343
2021-06-27,46.62245730212198
2021-07-04,25.11224943752108
2021-07-11,59.954092414112566
2021-07-18,47.14796769535202
2021-07-25,56.37756123442243
2021-08-01,53.301030054732294
2021-08-08,44.07143651566189
2021-08-15,39.969394942741715
2021-08-22,43.045926122431844
2021-08-29,40.99490533597175
2021-09-05,55.85205084119238
2021-09-12,50.22449887504216
2021-09-19,33.316332583361444
2021-09-26,36.89286376305158
2021-10-03,45.09694690889194
2021-10-10,49.198988481812115
2021-10-17,50.22449887504216
2021-10-24,47.64796769535202
2021-10-31,55.85205084119238
2021-11-07,52.27551966150225
2021-11-14,54.826540447962344
2021-11-21,47.14796769535202
2021-11-28,57.90307162765248
2021-12-05,58.928582020882516
2021-12-12,50.22449887504216
2021-12-19,47.14796769535202
2021-12-26,45.59694690889194
2022-01-02,57.80614325530495
2022-01-09,57.80614325530495
2022-01-16,42.0408314584036
2022-01-23,69.36737190636595
2022-01-30,45.193893817783874
2022-02-06,53.60206010946459
2022-02-13,70.41839269282603
2022-02-20,52.5510393230045
2022-02-27,77.77553819804666
2022-03-06,34.68368595318297
2022-03-13,34.68368595318297
2022-03-20,66.21430954698567
2022-03-27,58.85716404176504
2022-04-03,105.102078646009
2022-04-10,57.80614325530495
2022-04-17,68.31635111990585
2022-04-24,81.97962134388702
2022-05-01,44.14287303132378
2022-05-08,10.5102078646009
2022-05-15,56.75512246884486
2022-05-22,16.81633258336144
2022-05-29,27.32654044796234
2022-06-05,37.83674831256324
2022-06-12,71.46941347928612
2022-06-19,48.34695617716414
2022-06-26,38.88776909902333
2022-07-03,69.36737190636595
2022-07-10,59.90818482822513
2022-07-17,68.31635111990585
2022-07-24,70.41839269282603
2022-07-31,87.23472527618748
2022-08-07,60.95920561468522
2022-08-14,43.09185224486369
2022-08-21,58.85716404176504
2022-08-28,49.39797696362423
2022-09-04,31.5306235938027
2022-09-11,85.13268370326729
2022-09-18,42.0408314584036
2022-09-25,34.68368595318297
2022-10-02,60.95920561468522
2022-10-09,34.68368595318297
2022-10-16,65.16328876052557
2022-10-23,69.36737190636595
2022-10-30,51.50001853654441
2022-11-06,58.85716404176504
2022-11-13,50.44899775008432
2022-11-20,29.42858202088252
2022-11-27,51.50001853654441
2022-12-04,76.72451741158658
2022-12-11,39.93878988548342
2022-12-18,58.85716404176504
2022-12-25,25.22449887504216
