,MVT_GT_Ontario
2017-01-01,6.0
2017-01-08,15.0
2017-01-15,22.0
2017-01-29,29.0
2017-02-19,11.0
2017-02-26,15.0
2017-03-05,100.0
2017-03-12,21.0
2017-03-26,23.0
2017-04-02,26.0
2017-04-09,10.0
2017-04-16,15.0
2017-04-23,11.0
2017-04-30,12.0
2017-05-07,12.0
2017-05-21,7.0
2017-05-28,18.0
2017-06-04,28.0
2017-06-11,24.0
2017-06-18,13.0
2017-07-02,20.0
2017-07-09,10.0
2017-07-16,12.0
2017-07-23,25.0
2017-07-30,10.0
2017-08-06,9.0
2017-08-13,18.0
2017-09-10,18.0
2017-09-17,14.0
2017-09-24,20.0
2017-10-01,7.0
2017-10-08,16.0
2017-10-15,18.0
2017-10-22,20.0
2017-10-29,15.0
2017-11-05,10.0
2017-11-12,23.0
2017-11-19,43.0
2017-12-10,15.0
2017-12-17,12.0
2017-12-24,18.0
2017-12-31,9.0
2018-01-07,8.75615534582628
2018-01-14,15.161079622487302
2018-01-21,6.904924276661022
2018-01-28,13.809848553322045
2018-02-04,17.79605438137431
2018-02-11,20.998516519704822
2018-02-18,19.147285450539563
2018-02-25,30.322159244974603
2018-03-11,6.904924276661022
2018-03-18,17.01231069165256
2018-03-25,6.121180586939271
2018-04-01,16.728567001930806
2018-04-08,10.891130104713287
2018-04-15,11.174873794435038
2018-04-22,13.026104863600294
2018-04-29,20.998516519704822
2018-05-06,12.742361173878543
2018-05-13,6.121180586939271
2018-05-20,23.91723496831358
2018-05-27,19.931029140261316
2018-06-03,9.823642725269782
2018-06-10,13.809848553322045
2018-06-17,35.09210876274862
2018-06-24,13.026104863600294
2018-07-22,31.889646624418106
2018-07-29,39.86205828052263
2018-08-05,39.86205828052263
2018-08-12,28.187184486087595
2018-08-19,10.891130104713287
2018-08-26,19.931029140261316
2018-09-02,10.107386414991534
2018-09-09,9.323642725269782
2018-09-16,41.213289349687884
2018-09-30,21.782260209426575
2018-10-07,15.944823312209053
2018-10-14,13.309848553322045
2018-10-21,24.200978658035332
2018-10-28,15.661079622487302
2018-11-04,20.21477282998307
2018-11-18,31.105902934696353
2018-12-02,34.80836507302686
2018-12-09,43.06452041885315
2018-12-30,17.79605438137431
2019-01-06,16.228567001930806
2019-01-13,18.86354176081781
2019-01-20,19.147285450539563
2019-01-27,12.242361173878543
2019-02-03,25.268466037478838
2019-02-10,14.093592243043798
2019-02-17,38.01082721135738
2019-02-24,6.904924276661022
2019-03-03,9.03989903554803
2019-03-10,34.80836507302686
2019-03-17,17.79605438137431
2019-03-24,12.242361173878543
2019-03-31,18.07979807109606
2019-04-07,20.21477282998307
2019-04-14,25.768466037478838
2019-04-21,6.904924276661022
2019-04-28,16.728567001930806
2019-05-05,31.105902934696353
2019-05-12,11.174873794435038
2019-05-19,16.228567001930806
2019-05-26,6.121180586939271
2019-06-02,18.86354176081781
2019-06-09,26.33595341692234
2019-06-16,19.931029140261316
2019-06-23,15.161079622487302
2019-06-30,23.91723496831358
2019-07-07,11.674873794435038
2019-07-14,23.133491278591826
2019-07-21,22.349747588870077
2019-07-28,20.21477282998307
2019-08-11,24.984722347757085
2019-08-18,14.87733593276555
2019-08-25,32.95713400386161
2019-09-01,6.904924276661022
2019-09-08,11.95861748415679
2019-09-15,15.161079622487302
2019-09-22,11.95861748415679
2019-09-29,20.998516519704822
2019-10-06,20.21477282998307
2019-10-13,25.268466037478838
2019-10-20,17.79605438137431
2019-10-27,16.228567001930806
2019-11-03,24.984722347757085
2019-11-10,20.998516519704822
2019-11-17,28.187184486087595
2019-11-24,22.066003899148324
2019-12-01,25.768466037478838
2019-12-08,22.849747588870077
2019-12-22,15.944823312209053
2019-12-29,28.970928175809348
2020-01-05,10.107386414991534
2020-01-12,26.052209727200587
2020-01-19,17.29605438137431
2020-02-02,8.75615534582628
2020-02-09,19.931029140261316
2020-02-16,21.782260209426575
2020-02-23,15.944823312209053
2020-03-01,13.026104863600294
2020-03-08,18.86354176081781
2020-03-22,8.75615534582628
2020-03-29,22.066003899148324
2020-04-05,11.95861748415679
2020-04-12,6.904924276661022
2020-04-19,18.07979807109606
2020-04-26,33.74087769358336
2020-05-03,23.133491278591826
2020-05-10,18.86354176081781
2020-05-17,9.823642725269782
2020-05-24,12.242361173878543
2020-05-31,5.053693207495767
2020-06-07,25.268466037478838
2020-06-14,39.078314590800886
2020-06-21,15.161079622487302
2020-06-28,20.21477282998307
2020-07-05,20.998516519704822
2020-07-12,18.07979807109606
2020-07-19,9.823642725269782
2020-07-26,20.998516519704822
2020-08-02,17.01231069165256
2020-08-16,23.133491278591826
2020-08-23,16.728567001930806
2020-08-30,20.71477282998307
2020-09-06,5.837436897217519
2020-09-13,19.147285450539563
2020-09-20,19.931029140261316
2020-09-27,27.903440796365842
2020-10-04,18.07979807109606
2020-10-11,38.794570901079126
2020-10-18,24.700978658035332
2020-10-25,17.29605438137431
2020-11-01,7.972411656104526
2020-11-08,11.95861748415679
2020-11-15,5.053693207495767
2020-11-22,14.87733593276555
2020-11-29,41.713289349687884
2020-12-06,25.268466037478838
2020-12-13,22.349747588870077
2020-12-20,18.07979807109606
2020-12-27,6.904924276661022
2021-01-03,19.147285450539563
2021-01-10,28.187184486087595
2021-01-17,19.931029140261316
2021-01-24,15.161079622487302
2021-01-31,13.809848553322045
2021-02-07,16.228567001930806
2021-02-14,9.03989903554803
2021-02-21,27.903440796365842
2021-03-07,35.87585245247037
2021-03-14,26.83595341692234
2021-03-21,10.891130104713287
2021-03-28,7.972411656104526
2021-04-11,9.823642725269782
2021-05-02,5.053693207495767
2021-05-09,28.970928175809348
2021-05-16,18.07979807109606
2021-05-23,26.052209727200587
2021-06-06,8.75615534582628
2021-06-13,24.984722347757085
2021-06-20,17.79605438137431
2021-06-27,10.107386414991534
