,MVT_GT_Los Angeles CA
2017-01-01,42.0
2017-01-08,51.0
2017-01-15,83.0
2017-01-22,45.0
2017-01-29,37.0
2017-02-05,33.0
2017-02-12,48.0
2017-02-19,49.0
2017-02-26,39.0
2017-03-05,51.0
2017-03-12,24.0
2017-03-19,65.0
2017-03-26,32.0
2017-04-02,47.0
2017-04-09,49.0
2017-04-16,44.0
2017-04-23,20.0
2017-04-30,38.0
2017-05-07,52.0
2017-05-14,17.0
2017-05-21,52.0
2017-05-28,52.0
2017-06-04,34.0
2017-06-11,50.0
2017-06-18,61.0
2017-06-25,56.0
2017-07-02,62.0
2017-07-09,39.0
2017-07-16,37.0
2017-07-23,66.0
2017-07-30,53.0
2017-08-06,57.0
2017-08-13,100.0
2017-08-20,16.0
2017-08-27,33.0
2017-09-03,40.0
2017-09-10,46.0
2017-09-17,32.0
2017-09-24,56.0
2017-10-01,52.0
2017-10-08,35.0
2017-10-15,27.0
2017-10-22,49.0
2017-10-29,51.0
2017-11-05,46.0
2017-11-12,68.0
2017-11-19,48.0
2017-11-26,68.0
2017-12-03,46.0
2017-12-10,27.0
2017-12-17,45.0
2017-12-24,61.0
2017-12-31,42.0
2018-01-07,25.246968926018774
2018-01-14,22.102198742016352
2018-01-21,53.727515490039366
2018-01-28,48.76036021403573
2018-02-04,55.04990058204058
2018-02-11,33.35889438602483
2018-02-18,56.87228567404179
2018-02-25,49.171552760036334
2018-03-04,40.14843475402968
2018-03-11,13.990273282010296
2018-03-18,31.125316748023014
2018-03-25,36.09247202402665
2018-04-01,55.04990058204058
2018-04-08,30.714124202022408
2018-04-15,46.026782576033916
2018-04-22,23.92458383401756
2018-04-29,68.12898131805026
2018-05-06,59.1058633120436
2018-05-13,50.08274530603694
2018-05-20,74.9185216860551
2018-05-27,42.88201239203149
2018-06-03,71.77375150205269
2018-06-10,43.7932049380321
2018-06-17,26.15816147201938
2018-06-24,44.204397484032704
2018-07-01,25.746968926018774
2018-07-08,43.2932049380321
2018-07-15,59.1058633120436
2018-07-22,67.71778877204966
2018-07-29,40.14843475402968
2018-08-05,49.171552760036334
2018-08-12,47.84916766803512
2018-08-19,18.95742855801393
2018-08-26,47.34916766803512
2018-09-02,50.08274530603694
2018-09-09,46.937975122034516
2018-09-16,34.770086932025436
2018-09-23,55.04990058204058
2018-09-30,34.270086932025436
2018-10-07,41.059627300030286
2018-10-14,21.191006196015746
2018-10-21,63.161826042046634
2018-10-28,39.23724220802907
2018-11-04,46.026782576033916
2018-11-11,38.32604966202847
2018-11-18,46.937975122034516
2018-11-25,37.91485711602786
2018-12-02,52.31632294403876
2018-12-09,52.81632294403876
2018-12-16,46.937975122034516
2018-12-23,62.25063349604603
2018-12-30,47.84916766803512
2019-01-06,34.770086932025436
2019-01-13,32.03650929402362
2019-01-20,36.09247202402665
2019-01-27,60.01705585804421
2019-02-03,53.227515490039366
2019-02-10,37.41485711602786
2019-02-17,60.428248404044815
2019-02-24,27.980546564020592
2019-03-03,63.161826042046634
2019-03-10,8.611925460006056
2019-03-17,54.13870803603997
2019-03-24,32.03650929402362
2019-03-31,32.94770184002422
2019-04-07,18.046236012013324
2019-04-14,45.11559003003331
2019-04-21,27.069354018019986
2019-04-28,43.7932049380321
2019-05-05,64.07301858804723
2019-05-12,53.727515490039366
2019-05-19,55.961093128041185
2019-05-26,22.102198742016352
2019-06-02,49.171552760036334
2019-06-09,50.99393785203755
2019-06-16,43.7932049380321
2019-06-23,48.76036021403573
2019-06-30,32.94770184002422
2019-07-07,42.88201239203149
2019-07-14,39.73724220802907
2019-07-21,23.92458383401756
2019-07-28,49.171552760036334
2019-08-04,51.90513039803815
2019-08-11,62.25063349604603
2019-08-18,78.06329187005753
2019-08-25,57.2834782200424
2019-09-01,53.727515490039366
2019-09-08,47.84916766803512
2019-09-15,48.76036021403573
2019-09-22,35.68127947802604
2019-09-29,69.95136641005148
2019-10-06,23.92458383401756
2019-10-13,22.102198742016352
2019-10-20,49.171552760036334
2019-10-27,44.704397484032704
2019-11-03,52.31632294403876
2019-11-10,34.270086932025436
2019-11-17,48.76036021403573
2019-11-24,12.167888190009084
2019-12-01,46.026782576033916
2019-12-08,45.11559003003331
2019-12-15,21.691006196015746
2019-12-22,20.279813650015143
2019-12-29,49.671552760036334
2020-01-05,46.937975122034516
2020-01-12,52.81632294403876
2020-01-19,49.171552760036334
2020-01-26,44.704397484032704
2020-02-02,58.194670766043004
2020-02-09,42.88201239203149
2020-02-16,45.11559003003331
2020-02-23,62.25063349604603
2020-03-01,41.059627300030286
2020-03-08,41.059627300030286
2020-03-15,43.2932049380321
2020-03-22,25.246968926018774
2020-03-29,33.85889438602483
2020-04-05,46.937975122034516
2020-04-12,32.94770184002422
2020-04-19,19.868621104014537
2020-04-26,78.97448441605815
2020-05-03,54.13870803603997
2020-05-10,30.214124202022408
2020-05-17,43.7932049380321
2020-05-24,48.76036021403573
2020-05-31,59.6058633120436
2020-06-07,26.15816147201938
2020-06-14,27.069354018019986
2020-06-21,50.99393785203755
2020-06-28,32.03650929402362
2020-07-05,41.059627300030286
2020-07-12,42.88201239203149
2020-07-19,68.12898131805026
2020-07-26,54.13870803603997
2020-08-02,45.11559003003331
2020-08-09,36.09247202402665
2020-08-16,49.671552760036334
2020-08-23,32.03650929402362
2020-08-30,27.980546564020592
2020-09-06,31.125316748023014
2020-09-13,32.03650929402362
2020-09-20,41.059627300030286
2020-09-27,45.11559003003331
2020-10-04,44.204397484032704
2020-10-11,30.214124202022408
2020-10-18,25.746968926018774
2020-10-25,28.8917391100212
2020-11-01,41.059627300030286
2020-11-08,45.11559003003331
2020-11-15,38.82604966202847
2020-11-22,28.3917391100212
2020-11-29,39.23724220802907
2020-12-06,39.23724220802907
2020-12-13,48.76036021403573
2020-12-20,42.88201239203149
2020-12-27,60.928248404044815
2021-01-03,61.33944095004542
2021-01-10,52.81632294403876
2021-01-17,38.82604966202847
2021-01-24,41.059627300030286
2021-01-31,60.928248404044815
2021-02-07,55.04990058204058
2021-02-14,47.84916766803512
2021-02-21,37.91485711602786
2021-02-28,33.85889438602483
2021-03-07,30.214124202022408
2021-03-14,55.961093128041185
2021-03-21,37.003664570027254
2021-03-28,49.171552760036334
