,MVT_GT_Seattle-Tacoma WA
2017-01-01,41.0
2017-01-15,21.0
2017-01-22,37.0
2017-02-05,28.0
2017-02-12,23.0
2017-03-05,33.0
2017-03-12,38.0
2017-03-19,21.0
2017-03-26,23.0
2017-04-02,23.0
2017-04-09,88.0
2017-04-23,37.0
2017-05-07,45.0
2017-05-14,33.0
2017-05-21,24.0
2017-06-04,21.0
2017-06-18,36.0
2017-06-25,21.0
2017-07-02,35.0
2017-07-09,38.0
2017-07-16,45.0
2017-07-30,28.0
2017-08-06,25.0
2017-08-13,33.0
2017-08-20,36.0
2017-08-27,31.0
2017-09-10,35.0
2017-09-17,14.0
2017-10-08,28.0
2017-10-15,33.0
2017-10-29,26.0
2017-11-12,22.0
2017-11-19,35.0
2017-11-26,32.0
2017-12-17,29.0
2017-12-24,32.0
2017-12-31,49.0
2018-01-07,42.826212350552254
2018-01-21,57.29038667324554
2018-02-04,14.964174322693289
2018-02-11,36.127280497969416
2018-02-18,15.997329631457095
2018-02-25,16.497329631457095
2018-03-04,19.096795557748514
2018-03-11,42.326212350552254
2018-03-18,37.66043580673322
2018-03-25,42.326212350552254
2018-04-01,41.793057041788444
2018-04-08,23.72941679280374
2018-04-15,22.196261484039933
2018-04-29,30.961503954150384
2018-05-06,50.058299511898895
2018-05-13,15.997329631457095
2018-05-27,65.02247383459219
2018-06-03,43.859367659316064
2018-06-10,18.063640248984708
2018-06-17,57.79038667324554
2018-06-24,36.127280497969416
2018-07-01,21.663106175276127
2018-07-15,26.82888271909516
2018-07-22,24.262572101567546
2018-07-29,36.127280497969416
2018-08-12,34.0609698804418
2018-08-19,69.15509506964742
2018-08-26,19.596795557748514
2018-09-02,40.75990173302464
2018-09-09,19.096795557748514
2018-09-16,33.02781457167799
2018-09-30,34.0609698804418
2018-10-07,69.65509506964742
2018-10-14,50.058299511898895
2018-10-21,18.063640248984708
2018-10-28,35.09412518920561
2018-11-04,17.0304849402209
2018-11-18,31.99465926291419
2018-11-25,38.19359111549703
2018-12-02,58.823541982009345
2018-12-09,34.5609698804418
2018-12-16,55.22407605571793
2018-12-30,39.22674642426084
2019-01-13,42.826212350552254
2019-01-20,33.02781457167799
2019-01-27,33.02781457167799
2019-02-03,20.12995086651232
2019-02-10,22.196261484039933
2019-02-17,22.196261484039933
2019-03-03,37.66043580673322
2019-03-10,57.29038667324554
2019-03-17,44.89252296807987
2019-03-31,29.928348645386578
2019-04-07,18.063640248984708
2019-04-14,50.558299511898895
2019-04-21,42.826212350552254
2019-04-28,61.92300790830077
2019-05-05,15.997329631457095
2019-05-12,34.0609698804418
2019-05-19,39.22674642426084
2019-05-26,30.961503954150384
2019-06-09,44.89252296807987
2019-06-16,23.22941679280374
2019-06-23,55.22407605571793
2019-06-30,14.964174322693289
2019-07-07,30.961503954150384
2019-07-14,38.19359111549703
2019-07-21,24.262572101567546
2019-07-28,58.823541982009345
2019-08-11,44.89252296807987
2019-08-18,34.5609698804418
2019-09-01,45.92567827684367
2019-09-08,20.12995086651232
2019-09-15,25.795727410331352
2019-09-29,56.75723136448174
2019-10-06,40.25990173302464
2019-10-13,24.262572101567546
2019-10-20,23.22941679280374
2019-11-03,24.262572101567546
2019-11-10,65.02247383459219
2019-11-24,39.22674642426084
2019-12-01,34.0609698804418
2019-12-15,15.997329631457095
2019-12-22,14.964174322693289
2019-12-29,20.62995086651232
2020-01-05,41.293057041788444
2020-01-19,40.75990173302464
2020-01-26,27.862038027858965
2020-02-23,27.362038027858965
2020-03-08,18.063640248984708
2020-03-29,41.793057041788444
2020-04-05,29.928348645386578
2020-04-12,12.397863705165676
2020-04-26,44.89252296807987
2020-05-03,24.262572101567546
2020-05-10,13.931019013929482
2020-05-24,24.762572101567546
2020-05-31,11.36470839640187
2020-06-07,35.09412518920561
2020-06-14,30.961503954150384
2020-06-21,38.19359111549703
2020-06-28,17.0304849402209
2020-07-05,12.897863705165676
2020-07-12,29.428348645386578
2020-07-19,35.09412518920561
2020-07-26,25.795727410331352
2020-08-02,50.058299511898895
2020-08-09,61.42300790830077
2020-08-16,63.98931852582838
2020-08-23,24.762572101567546
2020-08-30,26.82888271909516
2020-09-20,47.99198889437129
2020-09-27,13.931019013929482
2020-10-04,23.72941679280374
2020-10-11,43.359367659316064
2020-10-18,52.124610129426515
2020-10-25,34.0609698804418
2020-11-01,21.663106175276127
2020-11-08,33.02781457167799
2020-11-15,34.5609698804418
2020-11-22,37.66043580673322
2020-11-29,40.75990173302464
2020-12-06,66.05562914335599
2020-12-13,41.793057041788444
2020-12-20,55.72407605571793
2020-12-27,22.196261484039933
2021-01-03,35.09412518920561
2021-01-10,24.762572101567546
2021-01-17,28.89519333662277
2021-01-24,20.12995086651232
2021-02-07,28.89519333662277
2021-02-14,100.11659902379779
2021-02-21,28.89519333662277
2021-02-28,22.696261484039933
2021-03-14,27.362038027858965
2021-03-21,15.997329631457095
2021-03-28,45.92567827684367
2021-04-11,35.59412518920561
2021-04-18,14.964174322693289
2021-04-25,22.196261484039933
2021-05-02,67.0887844521198
2021-05-09,13.931019013929482
2021-05-16,13.931019013929482
2021-06-20,51.091454820662705
2021-06-27,24.262572101567546
2021-07-04,36.127280497969416
2021-07-11,21.163106175276127
2021-07-18,51.091454820662705
2021-07-25,33.02781457167799
2021-08-08,31.99465926291419
2021-08-15,24.762572101567546
2021-08-29,73.28771630470264
2021-09-05,52.124610129426515
