,MVT_GT_Phoenix AZ
2017-01-15,38.0
2017-01-22,20.0
2017-02-05,28.0
2017-02-12,29.0
2017-02-19,32.0
2017-02-26,20.0
2017-03-05,24.0
2017-03-19,28.0
2017-03-26,34.0
2017-04-02,26.0
2017-04-09,38.0
2017-04-23,64.0
2017-04-30,41.0
2017-05-07,34.0
2017-05-21,33.0
2017-06-11,24.0
2017-07-16,40.0
2017-07-23,23.0
2017-07-30,26.0
2017-08-06,70.0
2017-08-13,83.0
2017-08-20,45.0
2017-09-03,62.0
2017-09-10,27.0
2017-09-17,56.0
2017-09-24,58.0
2017-11-05,48.0
2017-11-12,91.0
2017-11-19,56.0
2017-11-26,53.0
2017-12-10,43.0
2017-12-17,47.0
2017-12-24,63.0
2018-01-28,24.610446588113064
2018-02-11,33.07219006794419
2018-02-25,23.4730546624229
2018-03-04,21.83566273673274
2018-03-18,44.30871739915564
2018-03-25,64.50698821019822
2018-04-01,30.297406216563868
2018-04-08,24.110446588113064
2018-04-15,31.934798142254028
2018-04-22,30.297406216563868
2018-04-29,56.04524473036709
2018-05-13,62.232204358817896
2018-05-20,59.957420507437575
2018-06-03,40.89654162208515
2018-06-10,68.4191639872687
2018-07-01,24.110446588113064
2018-07-22,21.83566273673274
2018-08-05,17.923486959662256
2018-08-12,43.17132547346548
2018-08-26,36.98436584501467
2018-09-09,45.9461093248458
2018-10-14,32.434798142254024
2018-11-04,82.93047516986047
2018-11-25,39.759149696395
2018-12-02,24.110446588113064
2018-12-23,67.78177206157854
2019-01-06,24.110446588113064
2019-01-13,39.259149696395
2019-02-24,35.84697391932451
2019-03-03,22.4730546624229
2019-03-10,54.90785280467693
2019-03-17,25.247838513803224
2019-04-28,75.6061236157195
2019-05-12,25.247838513803224
2019-05-26,99.71657020383256
2019-06-02,51.49567702760645
2019-06-30,44.30871739915564
2019-07-07,30.297406216563868
2019-07-14,33.07219006794419
2019-07-21,21.83566273673274
2019-07-28,22.9730546624229
2019-08-11,44.80871739915564
2019-08-18,53.27046087898677
2019-08-25,30.297406216563868
2019-09-01,34.20958199363435
2019-09-15,24.110446588113064
2019-09-29,40.39654162208515
2019-10-06,28.022622365183544
2019-10-20,39.259149696395
2019-10-27,19.060878885352416
2019-11-03,19.060878885352416
2019-11-24,48.22089317622613
2019-12-01,58.82002858174741
2019-12-22,77.88090746709983
2019-12-29,50.99567702760645
2020-01-12,33.57219006794419
2020-01-19,49.35828510191628
2020-01-26,29.660014290873704
2020-02-09,49.35828510191628
2020-02-23,26.885230439493384
2020-03-01,29.160014290873704
2020-03-08,29.160014290873704
2020-03-22,50.49567702760645
2020-04-05,53.27046087898677
2020-04-12,28.022622365183544
2020-04-19,25.247838513803224
2020-04-26,20.198270811042576
2020-05-03,40.89654162208515
2020-05-17,28.022622365183544
2020-05-24,28.022622365183544
2020-05-31,14.011311182591772
2020-06-07,61.594812433127736
2020-06-14,25.747838513803224
2020-07-05,29.160014290873704
2020-07-19,43.17132547346548
2020-07-26,99.71657020383256
2020-08-02,21.33566273673274
2020-08-09,50.49567702760645
2020-08-16,29.660014290873704
2020-08-23,43.67132547346548
2020-08-30,21.33566273673274
2020-09-06,58.82002858174741
2020-09-13,28.022622365183544
2020-09-20,30.297406216563868
2020-10-04,39.759149696395
2020-10-11,53.77046087898677
2020-11-15,17.923486959662256
2020-11-22,28.022622365183544
2020-11-29,26.885230439493384
2020-12-06,49.85828510191628
2020-12-13,34.20958199363435
2020-12-20,53.77046087898677
2020-12-27,87.98004287262111
2021-01-03,33.07219006794419
2021-01-10,48.22089317622613
2021-01-17,44.80871739915564
2021-01-24,48.72089317622613
2021-01-31,44.80871739915564
2021-02-07,35.84697391932451
2021-02-14,38.12175777070483
2021-02-28,31.434798142254028
2021-03-21,42.03393354777532
2021-04-11,22.9730546624229
2021-04-18,30.797406216563868
2021-05-16,56.04524473036709
2021-05-23,37.48436584501467
2021-06-06,17.923486959662256
2021-06-20,21.83566273673274
2021-06-27,30.797406216563868
2021-07-04,34.70958199363435
2021-07-18,43.67132547346548
2021-08-22,50.99567702760645
2021-09-05,20.698270811042576
2021-09-19,39.759149696395
2021-10-10,21.83566273673274
2021-10-17,52.63306895329661
2021-10-24,34.70958199363435
2021-10-31,40.89654162208515
2021-11-14,26.885230439493384
2021-11-21,86.84265094693096
2021-12-12,34.20958199363435
2021-12-19,34.20958199363435
2021-12-26,34.20958199363435
2022-01-02,75.21224723143901
2022-01-09,86.68530189386192
2022-01-23,17.846973919324512
2022-01-30,20.396541622085156
2022-02-13,33.144380135888376
2022-02-20,43.34265094693096
2022-02-27,14.022622365183544
2022-03-13,33.144380135888376
2022-03-20,15.297406216563868
2022-03-27,127.47838513803222
2022-04-03,22.9461093248458
2022-04-10,36.968731690029344
2022-04-24,34.4191639872687
2022-05-01,14.022622365183544
2022-05-08,43.34265094693096
2022-05-22,29.320028581747412
2022-05-29,45.8922186496916
2022-06-12,24.220893176226124
2022-06-26,31.869596284508056
2022-07-03,52.266137906593215
2022-07-10,38.243515541409664
2022-07-24,62.46440871763579
2022-07-31,43.34265094693096
2022-08-07,16.572190067944188
2022-08-14,42.06786709555063
2022-08-28,31.869596284508056
2022-09-04,45.8922186496916
2022-09-11,29.320028581747412
2022-09-18,20.396541622085156
2022-09-25,36.968731690029344
2022-10-02,56.090489460734176
2022-10-16,30.594812433127736
2022-10-23,39.51829939278999
2022-11-13,42.06786709555063
2022-11-27,35.693947838649024
2022-12-04,43.34265094693096
2022-12-11,56.090489460734176
2022-12-18,19.121757770704832
