,MVT_GT_Raleigh-Durham (Fayetteville) NC
2017-01-29,40.0
2017-02-05,21.0
2017-02-26,17.0
2017-03-12,34.0
2017-03-26,44.0
2017-04-02,27.0
2017-05-14,100.0
2017-06-11,23.0
2017-07-23,29.0
2017-07-30,29.0
2017-08-06,34.0
2017-08-27,23.0
2017-09-03,24.0
2017-11-05,37.0
2017-11-12,22.0
2017-12-03,35.0
2017-12-17,18.0
2017-12-24,26.0
2018-02-04,18.387099114808684
2018-02-18,15.127018030782054
2018-06-10,15.627018030782054
2018-06-24,43.20766670299508
2018-08-12,37.27419822961737
2018-08-26,23.233873893510854
2018-09-16,30.754036061564108
2018-09-23,17.80040542013314
2018-09-30,36.18750453494182
2018-10-21,14.040324336106512
2018-10-28,26.49395497753748
2018-11-04,24.820567588186396
2018-11-18,19.973792809484223
2018-12-09,15.627018030782054
2018-12-30,36.18750453494182
2019-02-10,15.627018030782054
2019-02-24,21.06048650415977
2019-03-10,15.627018030782054
2019-03-17,30.254036061564108
2019-03-31,18.887099114808684
2019-04-07,17.80040542013314
2019-04-28,82.06855862728798
2019-05-05,32.9274234509152
2019-07-14,23.733873893510854
2019-08-11,24.820567588186396
2019-08-25,26.99395497753748
2019-09-08,17.30040542013314
2019-09-15,14.040324336106512
2019-09-22,19.473792809484223
2019-09-29,44.29436039767062
2019-10-20,15.127018030782054
2019-10-27,15.127018030782054
2019-11-03,16.7137117254576
2019-11-10,34.01411714559074
2019-12-22,69.11492798585701
2020-01-05,55.0746036497505
2020-01-19,45.88105409234616
2020-01-26,21.56048650415977
2020-02-02,19.973792809484223
2020-02-16,12.45363064143097
2020-03-01,26.99395497753748
2020-03-08,24.820567588186396
2020-04-26,25.90726128286194
2020-05-17,22.14718019883531
2020-05-24,14.040324336106512
2020-05-31,32.9274234509152
2020-06-07,19.973792809484223
2020-06-14,12.95363064143097
2020-07-12,45.38105409234616
2020-07-19,12.95363064143097
2020-07-26,36.18750453494182
2020-08-23,16.7137117254576
2020-08-30,16.2137117254576
2020-09-06,34.01411714559074
2020-09-13,35.10081084026628
2020-09-20,18.887099114808684
2020-10-11,17.80040542013314
2020-10-25,21.06048650415977
2020-11-22,41.03427931364399
2020-11-29,12.95363064143097
2020-12-13,19.973792809484223
2020-12-27,19.973792809484223
2021-01-24,16.2137117254576
2021-02-14,61.008072123128215
2021-02-28,15.127018030782054
2021-03-07,31.840729756239654
2021-03-14,12.45363064143097
2021-04-04,44.29436039767062
2021-04-11,44.79436039767062
2021-04-18,28.080648672213023
2021-05-16,36.18750453494182
2021-05-23,18.887099114808684
2021-06-20,15.127018030782054
2021-06-27,27.49395497753748
2021-07-04,19.973792809484223
2021-08-08,22.64718019883531
2021-08-15,34.51411714559074
2021-08-22,14.040324336106512
2021-08-29,45.38105409234616
2021-09-26,16.7137117254576
2021-10-17,44.79436039767062
2021-10-24,16.2137117254576
2021-12-05,30.754036061564108
2021-12-12,68.02823429118148
2021-12-19,33.51411714559074
2021-12-26,21.06048650415977
2022-01-09,21.120973008319535
2022-01-23,30.50807212312822
2022-02-06,117.33873893510854
2022-02-13,19.94758561896845
2022-02-20,18.774198229617365
2022-02-27,29.334684733777134
2022-03-06,24.641135176372792
2022-03-20,21.120973008319535
2022-04-03,12.907261282861938
2022-04-10,37.54839645923473
2022-05-08,28.161297344426046
2022-05-29,24.641135176372792
2022-06-05,17.60081084026628
2022-06-19,26.98790995507496
2022-07-10,16.427423450915196
2022-07-17,34.02823429118148
2022-07-24,18.774198229617365
2022-07-31,32.85484690183039
2022-08-07,59.84275685690535
2022-08-14,37.54839645923473
2022-08-21,29.334684733777134
2022-09-04,34.02823429118148
2022-09-11,53.97581991014992
2022-09-18,14.080648672213023
2022-09-25,26.98790995507496
2022-10-23,12.907261282861938
2022-11-06,46.935495574043415
2022-11-20,24.641135176372792
2022-12-11,21.120973008319535
2022-12-18,18.774198229617365
2022-12-25,56.32259468885209
