,MVT_GT_Jacksonville FL
2017-01-08,100.0
2017-04-23,53.0
2017-04-30,30.0
2017-05-07,79.0
2017-06-04,30.0
2017-06-11,40.0
2017-06-18,44.0
2017-07-02,35.0
2017-07-09,51.0
2017-07-16,30.0
2017-07-23,50.0
2017-07-30,70.0
2017-08-27,34.0
2017-09-10,28.0
2017-10-08,26.0
2017-11-12,30.0
2017-11-19,27.0
2017-12-03,24.0
2017-12-31,18.0
2018-01-07,75.36703786326818
2018-02-04,22.165921421220105
2018-02-11,31.03519502082797
2018-02-18,20.694971732418356
2018-03-18,40.38994346483671
2018-03-25,20.194971732418356
2018-04-29,32.02066986522885
2018-05-13,23.65139626562098
2018-05-20,19.209496888017483
2018-06-17,23.15139626562098
2018-06-24,22.165921421220105
2018-08-12,41.87541830923759
2018-09-30,28.07877048762535
2018-10-28,28.07877048762535
2018-11-18,29.064245332026225
2018-12-02,32.02066986522885
2018-12-09,24.636871110021854
2018-12-16,32.02066986522885
2019-01-20,26.107820798823603
2019-01-27,19.709496888017483
2019-02-24,38.91899377603497
2019-03-03,45.31731768684108
2019-03-17,39.404468620435836
2019-03-31,40.88994346483671
2019-04-14,79.30893724087167
2019-04-21,33.99161955403059
2019-05-05,36.948044087233214
2019-05-12,34.97709439843147
2019-05-19,27.093295643224476
2019-07-07,24.136871110021854
2019-08-04,21.68044657681923
2019-08-18,20.194971732418356
2019-09-01,65.02681457485858
2019-09-15,31.03519502082797
2019-09-22,20.694971732418356
2019-11-10,23.15139626562098
2019-11-24,34.97709439843147
2019-12-08,40.88994346483671
2019-12-29,19.209496888017483
2020-01-05,31.03519502082797
2020-02-09,18.224022043616607
2020-02-16,52.215641597647206
2020-03-29,12.311172977211363
2020-04-05,14.282122666013112
2020-05-10,24.636871110021854
2020-05-17,16.25307235481486
2020-05-31,15.767597510413985
2020-06-07,13.796647821612238
2020-06-14,32.02066986522885
2020-06-21,13.796647821612238
2020-07-05,22.665921421220105
2020-07-26,13.796647821612238
2020-08-09,80.79441208527255
2020-09-20,13.796647821612238
2020-09-27,24.136871110021854
2020-11-22,29.064245332026225
2020-12-13,97.04748444008742
2020-12-27,20.194971732418356
2021-01-03,34.97709439843147
2021-01-10,28.57877048762535
2021-01-17,24.136871110021854
2021-01-31,49.759217064444584
2021-02-14,18.224022043616607
2021-02-21,14.782122666013112
2021-03-07,28.07877048762535
2021-04-11,38.91899377603497
2021-04-18,20.694971732418356
2021-04-25,44.83184284244021
2021-05-02,15.267597510413985
2021-06-06,16.25307235481486
2021-08-08,40.88994346483671
2021-08-15,31.03519502082797
2021-08-22,65.02681457485858
2021-10-10,25.122345954422727
2021-12-12,20.694971732418356
2022-01-02,18.448044087233217
2022-01-09,19.418993776034966
2022-01-30,35.92513848566468
2022-03-13,31.070390041655944
2022-03-20,15.535195020827972
2022-04-10,14.564245332026223
2022-04-24,11.65139626562098
2022-05-01,94.18211981376957
2022-06-12,14.564245332026223
2022-06-19,20.389943464836712
2022-08-21,18.448044087233217
2022-08-28,23.30279253124196
2022-09-04,37.86703786326818
2022-09-11,20.389943464836712
2022-09-18,13.593295643224476
2022-09-25,13.593295643224476
2022-10-02,14.564245332026223
2022-10-09,15.535195020827972
2022-10-16,20.389943464836712
2022-11-13,29.128490664052446
2022-11-27,15.535195020827972
2022-12-18,29.128490664052446
2022-12-25,49.51843412888916
