,MVT_GT_Omaha NE
2017-02-05,56.0
2017-02-12,31.0
2017-05-28,33.0
2017-06-11,20.0
2017-09-10,29.0
2017-10-01,77.0
2017-11-26,18.0
2018-01-07,32.83650455239313
2018-02-11,96.90445793301669
2018-02-18,91.98423503636585
2018-03-04,20.285947310766044
2018-04-15,42.17695034569479
2018-05-20,91.98423503636585
2018-05-27,20.785947310766044
2018-06-03,25.20617020741688
2018-08-05,61.85784193229813
2018-08-12,66.27806482894897
2018-08-19,18.075835862440627
2018-09-09,31.23144882823042
2018-09-16,27.916281655742296
2018-09-30,44.88706179402021
2018-10-28,24.10111448325417
2018-11-25,27.416281655742296
2019-01-06,30.62639310406771
2019-03-03,36.151671724881254
2019-03-31,21.89100303492875
2019-04-07,31.23144882823042
2019-04-14,24.10111448325417
2019-05-26,45.99211751818292
2019-07-14,61.85784193229813
2019-08-11,44.88706179402021
2019-09-08,20.785947310766044
2019-10-13,22.99605875909146
2019-10-20,39.96683889736938
2019-11-03,18.075835862440627
2019-11-24,32.33650455239313
2019-12-22,29.021337379905003
2019-12-29,29.021337379905003
2020-01-26,72.30334344976251
2020-02-02,41.07189462153209
2020-03-08,21.89100303492875
2020-05-24,31.73144882823042
2020-06-07,20.785947310766044
2020-07-12,32.83650455239313
2020-07-26,30.62639310406771
2020-08-02,27.916281655742296
2020-09-13,37.756727449043964
2020-09-27,33.94156027655583
2020-10-18,19.680891586603337
2020-10-25,28.521337379905003
2020-12-06,49.80728469067105
2020-12-13,21.39100303492875
2021-01-10,100.2196251055048
2021-01-31,73.90839917392522
2021-02-14,22.99605875909146
2021-03-07,24.60111448325417
2021-03-28,19.180891586603337
2021-05-09,53.12245186315917
2021-07-04,32.33650455239313
2021-08-29,21.89100303492875
2021-09-12,48.20222896650834
2021-10-03,70.09323200143709
2021-10-10,25.20617020741688
2021-10-31,35.046616000718544
2021-11-28,19.680891586603337
2021-12-05,27.916281655742296
2022-02-13,25.412340414833757
2022-02-20,19.36178317320667
2022-02-27,75.02690979617586
2022-03-13,32.67300910478626
2022-03-20,16.941560276555837
2022-03-27,20.57189462153209
2022-04-24,41.14378924306418
2022-05-15,43.56401213971501
2022-06-12,58.08534951962001
2022-06-26,20.57189462153209
2022-07-24,64.1359067612471
2022-08-07,38.72356634641334
2022-09-04,25.412340414833757
2022-09-18,121.01114483254169
2022-11-06,21.782006069857506
2022-11-13,21.782006069857506
2022-12-04,64.1359067612471
2022-12-11,25.412340414833757
2022-12-25,56.875238071294596
