,MVT_GT_Tucson AZ
2017-01-01,24.0
2017-01-08,27.0
2017-01-15,83.0
2017-04-30,55.0
2017-05-21,88.0
2017-05-28,86.0
2017-06-25,29.0
2017-08-13,25.0
2017-09-24,29.0
2017-10-01,31.0
2017-10-15,29.0
2017-11-05,30.0
2017-11-12,23.0
2017-11-26,23.0
2017-12-24,89.0
2018-01-07,21.0
2018-02-18,37.56550544662309
2018-03-18,69.69651633986928
2018-04-08,45.08422128851541
2018-08-26,71.32954232804232
2018-09-16,25.0
2018-10-21,33.0
2018-11-04,32.0
2018-11-18,59.12165297230003
2018-12-16,79.74330594460007
2019-01-06,34.82018440709617
2019-05-05,33.0
2019-06-02,24.0
2019-06-23,33.0
2019-07-21,54.0
2019-08-11,23.546789604730783
2019-08-25,63.0
2019-09-01,31.07486336756925
2019-11-10,49.0
2019-12-08,51.0
2019-12-29,138.46789604730782
2020-01-26,31.065505446623092
2020-02-02,44.792110644257704
2020-02-23,24.0
2020-03-15,98.0
2020-04-19,26.0
2020-05-03,26.0
2020-05-24,35.80146856520386
2020-06-07,34.0
2020-06-28,33.0
2020-07-12,29.0
2020-08-30,42.0
2020-09-06,88.0
2020-10-11,30.0
2020-10-18,21.0
2020-11-29,47.62165297230003
2020-12-13,20.0
2021-01-31,20.037431683784625
2021-02-07,61.0
2021-02-21,21.0
2021-04-18,34.0
2021-07-18,47.0
2021-10-24,26.0
2021-12-05,50.0
2021-12-19,39.0
2018-01-21,77.79009554933084
2018-02-11,27.602937130407717
2018-03-25,37.64036881419234
2018-04-29,55.205874260815435
2018-06-03,27.602937130407717
2018-07-01,30.112295051353875
2018-08-05,55.205874260815435
2018-12-30,35.131010893246184
2019-03-03,42.65908465608466
2019-03-31,112.92110644257703
2019-04-28,35.131010893246184
2019-05-12,25.093579209461563
2019-05-26,67.75266386554622
2019-06-30,32.62165297230003
2019-08-04,52.696516339869284
2019-10-06,25.093579209461563
2020-05-17,40.1497267351385
2020-07-19,50.187158418923126
2020-08-02,42.65908465608466
2020-09-27,25.093579209461563
2020-11-15,47.67780049797697
2020-12-20,92.84624307500778
2021-01-17,20.07486336756925
2021-04-11,25.093579209461563
2021-05-16,37.64036881419234
2021-06-13,42.65908465608466
2021-06-27,32.62165297230003
2021-07-25,45.16844257703082
2021-08-15,50.187158418923126
2021-08-22,25.093579209461563
2021-08-29,95.35560099595394
2021-09-19,42.65908465608466
2021-11-07,40.1497267351385
2021-11-21,42.65908465608466
2021-11-28,37.64036881419234
2022-02-13,37.64036881419234
2022-02-20,40.1497267351385
2022-03-06,50.187158418923126
2022-03-20,40.1497267351385
2022-03-27,20.07486336756925
2022-04-03,30.112295051353875
2022-04-17,37.64036881419234
2022-05-08,55.205874260815435
2022-05-22,20.07486336756925
2022-06-05,42.65908465608466
2022-06-26,32.62165297230003
2022-07-17,45.16844257703082
2022-07-31,25.093579209461563
2022-08-14,27.602937130407717
2022-08-21,30.112295051353875
2022-08-28,75.28073762838468
2022-10-09,40.1497267351385
2022-10-16,20.07486336756925
2022-10-23,32.62165297230003
2022-11-13,37.64036881419234
2022-12-18,67.75266386554622
2022-12-25,42.65908465608466
