,MVT_GT_Chicago IL
2017-01-01,25.0
2017-01-08,24.0
2017-01-15,32.0
2017-01-22,22.0
2017-01-29,43.0
2017-02-05,20.0
2017-02-12,19.0
2017-02-19,22.0
2017-02-26,25.0
2017-03-05,41.0
2017-03-12,37.0
2017-03-19,20.0
2017-03-26,15.0
2017-04-02,19.0
2017-04-09,17.0
2017-04-23,41.0
2017-04-30,28.0
2017-05-07,29.0
2017-05-14,82.0
2017-05-21,32.0
2017-05-28,13.0
2017-06-04,22.0
2017-06-11,15.0
2017-06-18,15.0
2017-06-25,16.0
2017-07-02,93.0
2017-07-09,61.0
2017-07-16,46.0
2017-07-23,24.0
2017-07-30,30.0
2017-08-06,42.0
2017-08-13,26.0
2017-08-20,16.0
2017-08-27,22.0
2017-09-03,13.0
2017-09-10,37.0
2017-09-17,32.0
2017-09-24,16.0
2017-10-01,16.0
2017-10-08,18.0
2017-10-15,22.0
2017-10-22,48.0
2017-10-29,22.0
2017-11-05,44.0
2017-11-12,40.0
2017-11-19,14.0
2017-11-26,35.0
2017-12-03,24.0
2017-12-10,32.0
2017-12-17,52.0
2017-12-24,28.0
2017-12-31,48.0
2018-01-07,27.0
2018-01-14,30.0
2018-01-21,21.0
2018-01-28,9.0
2018-02-04,25.0
2018-02-18,32.0
2018-02-25,34.0
2018-03-04,34.0
2018-03-11,15.0
2018-03-18,41.0
2018-03-25,14.0
2018-04-01,70.0
2018-04-08,25.0
2018-04-15,33.0
2018-04-29,41.0
2018-05-06,18.0
2018-05-13,10.0
2018-05-27,40.0
2018-06-03,30.0
2018-06-10,25.0
2018-06-17,18.0
2018-06-24,20.0
2018-07-01,19.0
2018-07-08,18.0
2018-07-15,13.0
2018-07-22,29.0
2018-07-29,20.0
2018-08-05,25.0
2018-08-12,27.0
2018-08-19,12.0
2018-08-26,22.0
2018-09-02,45.0
2018-09-09,29.0
2018-09-16,27.0
2018-09-23,42.0
2018-09-30,52.0
2018-10-07,14.0
2018-10-14,17.0
2018-10-21,21.0
2018-10-28,63.0
2018-11-11,25.0
2018-11-18,24.0
2018-12-02,39.0
2018-12-09,55.0
2018-12-16,50.0
2018-12-23,23.0
2018-12-30,52.0
2019-01-06,32.0
2019-01-13,21.0
2019-01-20,16.0
2019-01-27,13.0
2019-02-03,38.0
2019-02-10,38.0
2019-02-17,21.0
2019-02-24,20.0
2019-03-03,36.0
2019-03-10,49.0
2019-03-17,19.0
2019-03-24,20.0
