,MVT_GT_Tulsa OK
2017-01-08,39.0
2017-01-15,28.0
2017-02-05,29.0
2017-02-19,15.0
2017-03-12,68.0
2017-04-02,33.0
2017-04-09,20.0
2017-04-23,26.0
2017-05-14,32.0
2017-08-13,18.0
2017-09-03,18.0
2017-09-10,25.0
2017-09-17,19.0
2017-10-08,14.0
2017-10-15,16.0
2017-10-22,40.0
2017-11-12,20.0
2018-01-07,41.0
2018-01-28,34.0
2018-02-04,42.0
2018-02-25,46.0
2018-03-04,23.0
2018-03-11,31.0
2018-06-17,44.0
2018-07-15,26.0
2018-08-05,29.0
2018-08-12,26.0
2018-09-30,21.0
2018-10-07,19.0
2018-10-14,64.0
2018-10-28,86.0
2018-11-11,21.0
2018-12-09,46.0
2019-01-13,51.0
2019-08-18,21.0
2019-08-25,36.0
2019-09-15,61.0
2019-09-22,28.0
2019-10-06,27.0
2019-10-13,18.0
2019-11-10,21.0
2019-11-17,47.0
2019-12-01,30.0
2019-12-15,29.0
2020-01-12,31.0
2020-02-09,32.0
2020-02-16,24.0
2020-03-01,21.0
2020-05-24,19.0
2020-06-21,56.0
2020-07-26,93.0
2020-08-23,34.0
2020-11-22,55.0
2020-11-29,70.0
2020-12-27,23.0
2021-01-10,72.0
2021-02-28,27.0
2021-03-28,41.0
2021-04-04,19.0
2021-04-11,31.0
2021-04-25,24.0
2021-05-23,37.0
2021-07-04,31.0
2021-07-18,43.0
2021-09-05,100.0
2021-10-10,20.0
2021-10-17,38.0
2021-11-14,18.0
2021-11-28,17.0
2021-12-12,19.0
2022-01-02,26.0
2022-02-06,39.0
2022-02-20,14.0
2022-03-06,49.0
2022-03-27,15.0
2022-05-08,13.0
2022-06-12,19.0
2022-06-26,28.0
2022-07-17,40.0
2022-07-31,18.0
2022-08-07,19.0
2022-08-14,24.0
2022-08-21,19.0
2022-09-04,24.0
2022-09-18,36.0
2022-09-25,31.0
2022-10-16,22.0
2022-10-30,17.0
2022-11-06,21.0
2022-11-27,20.0
