,MVT_GT_Los Angeles CA
2017-01-01,40.0
2017-01-08,56.0
2017-01-15,58.0
2017-01-22,33.0
2017-01-29,48.0
2017-02-05,40.0
2017-02-12,21.0
2017-02-19,50.0
2017-02-26,39.0
2017-03-05,47.0
2017-03-12,38.0
2017-03-19,61.0
2017-03-26,28.0
2017-04-02,49.0
2017-04-09,50.0
2017-04-16,44.0
2017-04-23,23.0
2017-04-30,47.0
2017-05-07,51.0
2017-05-14,40.0
2017-05-21,40.0
2017-05-28,45.0
2017-06-04,44.0
2017-06-11,55.0
2017-06-18,40.0
2017-06-25,45.0
2017-07-02,68.0
2017-07-09,54.0
2017-07-16,47.0
2017-07-23,64.0
2017-07-30,43.0
2017-08-06,73.0
2017-08-13,100.0
2017-08-20,36.0
2017-08-27,33.0
2017-09-03,47.0
2017-09-10,44.0
2017-09-17,36.0
2017-09-24,26.0
2017-10-01,47.0
2017-10-08,36.0
2017-10-15,55.0
2017-10-22,43.0
2017-10-29,74.0
2017-11-05,34.0
2017-11-12,66.0
2017-11-19,49.0
2017-11-26,96.0
2017-12-03,34.0
2017-12-10,25.0
2017-12-17,34.0
2017-12-24,50.0
2017-12-31,45.0
2018-01-07,33.94967638470045
2018-01-14,27.867917042027646
2018-01-21,57.263087198279564
2018-01-28,45.59956851293394
2018-02-04,59.79034031250383
2018-02-11,21.786157699354835
2018-02-18,61.3175934267281
2018-02-25,50.16770129849462
2018-03-04,46.613195070046075
2018-03-11,44.08594195582181
2018-03-18,35.976929498924726
2018-03-25,38.504182613149
2018-04-01,47.12682162715821
2018-04-08,46.113195070046075
2018-04-15,40.031435727373264
2018-04-22,29.895170156251915
2018-04-29,24.32703737069124
2018-05-06,68.91297932651304
2018-05-13,49.15407474138248
2018-05-20,81.57649801185866
2018-05-27,49.65407474138248
2018-06-03,49.65407474138248
2018-06-10,43.07231539870967
2018-06-17,23.813410813579104
2018-06-24,50.66770129849462
2018-07-01,28.881543599139782
2018-07-08,55.73583408405529
2018-07-15,81.07649801185866
2018-07-22,52.194954412718886
2018-07-29,38.004182613149
2018-08-05,45.09956851293394
2018-08-12,66.88572621228877
2018-08-19,25.840663927803377
2018-08-26,43.07231539870967
2018-09-02,38.004182613149
2018-09-09,27.867917042027646
2018-09-16,32.93604982758832
2018-09-23,49.15407474138248
2018-09-30,41.5450622844854
2018-10-07,39.01780917026113
2018-10-14,24.82703737069124
2018-10-21,48.64044818427034
2018-10-28,40.031435727373264
2018-11-04,40.031435727373264
2018-11-11,40.031435727373264
2018-11-18,47.12682162715821
2018-11-25,49.65407474138248
2018-12-02,44.08594195582181
2018-12-09,48.14044818427034
2018-12-16,38.004182613149
2018-12-23,63.844846540952375
2018-12-30,64.85847309806451
2019-01-06,31.922423270476187
2019-01-13,32.93604982758832
2019-01-20,35.976929498924726
2019-01-27,51.18132785560675
2019-02-03,67.8993527694009
2019-02-10,35.976929498924726
2019-02-17,44.08594195582181
2019-02-24,45.09956851293394
2019-03-03,56.249460641167424
2019-03-10,28.381543599139782
2019-03-17,55.23583408405529
2019-03-24,38.004182613149
2019-03-31,29.895170156251915
2019-04-07,38.004182613149
2019-04-14,44.08594195582181
2019-04-21,30.90879671336405
2019-04-28,51.68132785560675
2019-05-05,48.14044818427034
2019-05-12,53.20858096983102
2019-05-19,51.18132785560675
2019-05-26,44.08594195582181
2019-06-02,38.004182613149
2019-06-09,45.59956851293394
2019-06-16,63.344846540952375
2019-06-23,38.004182613149
2019-06-30,34.963302941812586
2019-07-07,52.694954412718886
