,MVT_GT_Houston TX
2017-01-01,20.0
2017-01-08,35.0
2017-01-29,27.0
2017-02-12,29.0
2017-02-26,35.0
2017-03-05,30.0
2017-03-12,46.0
2017-03-19,33.0
2017-03-26,26.0
2017-04-09,60.0
2017-04-16,12.0
2017-04-23,34.0
2017-04-30,33.0
2017-05-07,21.0
2017-05-14,92.0
2017-05-21,46.0
2017-05-28,51.0
2017-06-11,29.0
2017-06-18,47.0
2017-06-25,40.0
2017-07-02,50.0
2017-07-09,23.0
2017-07-16,30.0
2017-07-23,16.0
2017-08-06,71.0
2017-08-13,45.0
2017-08-20,19.0
2017-08-27,30.0
2017-09-03,17.0
2017-09-10,59.0
2017-09-24,27.0
2017-10-01,48.0
2017-10-08,37.0
2017-10-29,18.0
2017-11-12,47.0
2017-11-19,28.0
2017-11-26,30.0
2017-12-03,22.0
2017-12-10,24.0
2017-12-17,27.0
2017-12-24,24.0
2017-12-31,59.0
2018-01-14,20.129809080001717
2018-01-21,26.04663725200326
2018-01-28,31.407694528002747
2018-02-11,24.39856088400395
2018-02-18,16.0
2018-03-04,29.89856088400395
2018-03-11,18.629809080001717
2018-03-18,28.268751804002232
2018-03-25,17.0
2018-04-01,36.037503608004464
2018-04-08,47.16731268800618
2018-04-22,43.259618160003434
2018-04-29,45.51010267600807
2018-05-13,56.37115995200755
2018-06-03,57.14904540000858
2018-06-10,40.96346542400481
2018-06-17,60.38942724000515
2018-06-24,36.31538905600549
2018-07-01,33.9725990680036
2018-07-08,30.0
2018-07-15,53.25048451600463
2018-08-05,34.0
2018-08-12,24.611541792004118
2018-08-19,35.0
2018-08-26,27.685579976003776
2018-09-02,55.93606449200841
2018-09-09,35.037503608004464
2018-09-30,39.88942724000515
2018-10-07,29.05577089600206
2018-10-14,67.11154179200412
2018-10-21,16.0
2018-10-28,30.750484516004637
2018-11-11,41.67644633200498
2018-11-18,37.18557997600378
2018-11-25,24.54663725200326
2018-12-02,44.66731268800618
2018-12-09,21.759618160003434
2018-12-16,27.907694528002747
2018-12-23,40.33365634400309
2018-12-30,50.01923632000687
2019-01-06,42.44519813600721
2019-01-13,28.0
2019-01-20,30.241350872005835
2019-01-27,32.537503608004464
2019-02-03,43.037503608004464
2019-02-17,27.611541792004118
2019-02-24,60.85289266400996
2019-03-03,21.768751804002232
2019-03-10,17.55577089600206
2019-03-17,26.04663725200326
2019-03-24,42.01923632000687
2019-03-31,23.129809080001717
2019-04-07,16.916828172001544
2019-04-14,19.0
2019-04-28,36.96346542400481
2019-05-05,16.0
2019-05-12,30.82452270000429
2019-05-26,27.750484516004637
2019-06-02,40.51923632000687
2019-06-23,30.89856088400395
2019-06-30,34.02836996400566
2019-07-07,67.66731268800618
2019-07-14,48.58414086000772
2019-07-21,44.880293596006354
2019-07-28,36.537503608004464
2019-08-04,22.268751804002232
2019-08-11,45.52836996400566
2019-08-18,19.12067543600292
2019-09-01,33.880293596006354
2019-09-08,33.68557997600378
2019-09-15,29.759618160003434
2019-09-22,31.0
2019-09-29,30.685579976003776
2019-10-13,15.342789988001888
2019-11-03,36.75048451600463
2019-11-10,27.0
2019-11-17,21.0
2019-11-24,36.96346542400481
2019-12-01,22.407694528002747
2019-12-08,33.68557997600378
2019-12-15,32.11154179200412
2019-12-22,30.750484516004637
2019-12-29,59.2971217680079
2020-01-05,77.29809080001716
2020-01-12,14.842789988001888
2020-01-19,14.416828172001544
2020-01-26,32.75048451600463
2020-02-02,36.25048451600463
2020-02-16,47.037503608004464
2020-02-23,46.25048451600463
2020-03-01,30.89856088400395
2020-03-08,17.194713620002574
2020-03-15,64.36202630800875
2020-03-22,28.12067543600292
2020-03-29,37.16731268800618
2020-04-05,41.95433178000601
2020-04-12,25.04663725200326
2020-04-19,45.95433178000601
2020-04-26,15.0
2020-05-03,26.54663725200326
2020-05-10,58.51010267600807
2020-05-17,31.472599068003603
2020-05-24,24.33365634400309
2020-05-31,59.7971217680079
2020-06-07,25.82452270000429
2020-06-14,66.65817904400738
2020-06-21,34.046637252003265
2020-06-28,43.259618160003434
2020-07-05,32.4725990680036
2020-07-19,50.67644633200498
2020-07-26,41.01010267600807
2020-08-09,38.02836996400566
2020-08-16,41.102408148005324
2020-08-23,32.546637252003265
2020-08-30,35.11154179200412
2020-09-20,27.111541792004118
2020-09-27,20.33365634400309
2020-10-04,39.02836996400566
2020-10-18,38.17644633200498
2020-10-25,53.602408148005324
2020-11-08,25.963465424004806
2020-11-15,28.32452270000429
2020-11-22,22.472599068003603
2020-11-29,61.95433178000601
2020-12-06,49.09327450400652
2020-12-20,18.0
2020-12-27,15.0
2021-01-03,33.46346542400481
2021-01-10,42.81538905600549
2021-01-17,34.46346542400481
2021-01-24,15.203847264001373
2021-02-14,30.0
2021-02-21,22.54663725200326
2021-03-07,22.05577089600206
2021-03-21,25.39856088400395
2021-03-28,23.83365634400309
2021-04-11,28.472599068003603
2021-04-18,22.34278998800189
2021-04-25,18.33365634400309
2021-05-02,36.88942724000515
2021-05-09,35.75048451600463
2021-05-23,57.2971217680079
2021-05-30,24.62067543600292
2021-06-06,19.981732712002405
2021-06-13,14.555770896002059
2021-06-20,26.55577089600206
2021-06-27,54.324522700004295
2021-07-04,40.46346542400481
2021-07-11,53.94519813600721
2021-08-01,35.9725990680036
2021-08-22,31.04663725200326
2021-08-29,47.81538905600549
2021-09-05,36.0
2021-09-12,34.31538905600549
2021-09-19,52.96346542400481
2021-10-10,50.380293596006354
2021-10-17,49.96346542400481
2021-10-24,50.16731268800618
2021-10-31,39.67644633200498
2021-11-07,17.629809080001717
2021-11-14,25.0
2021-11-21,31.972599068003603
2021-11-28,26.0
2021-12-12,24.259618160003434
2021-12-26,43.74135087200584
2018-02-04,69.87212898401683
2018-04-15,78.42789988001888
2018-05-06,21.38942724000515
2018-05-20,32.7971217680079
2018-05-27,29.94519813600721
2018-07-22,17.111541792004118
2018-07-29,15.685579976003776
2018-09-16,12.83365634400309
2018-09-23,106.94713620002575
2019-02-10,19.963465424004806
2019-05-19,71.29809080001716
2019-06-09,94.11347985602266
2019-06-16,28.51923632000687
2019-10-06,34.223083584008236
2019-10-20,22.815389056005493
2019-10-27,38.50096903200927
2020-02-09,41.35289266400996
2020-08-02,19.963465424004806
2020-09-06,21.38942724000515
2020-09-13,27.093274504006523
2020-10-11,22.815389056005493
2020-11-01,22.815389056005493
2021-01-31,35.64904540000858
2021-02-07,15.685579976003776
2021-03-14,17.111541792004118
2021-04-04,41.35289266400996
2021-07-18,29.94519813600721
2021-07-25,25.66731268800618
2021-08-08,64.16828172001544
2021-08-15,27.093274504006523
2021-09-26,22.815389056005493
2021-10-03,24.241350872005835
2021-12-19,18.537503608004464
2022-01-02,34.223083584008236
2022-01-09,34.223083584008236
2022-01-23,29.94519813600721
2022-01-30,18.537503608004464
2022-02-06,18.537503608004464
2022-02-13,25.66731268800618
2022-02-27,45.63077811201099
2022-03-06,55.61251082401339
2022-03-13,45.63077811201099
2022-03-20,61.316358088014766
2022-03-27,22.815389056005493
2022-04-03,64.16828172001544
2022-04-10,79.85386169601922
2022-04-17,27.093274504006523
2022-04-24,41.35289266400996
2022-05-01,11.407694528002747
2022-05-08,19.963465424004806
