,MVT_GT_Omaha NE
2017-02-05,17.0
2017-03-05,16.0
2017-03-19,17.0
2017-04-23,22.0
2017-05-21,19.0
2017-06-18,21.0
2017-07-09,20.0
2017-07-23,27.0
2017-08-06,52.0
2017-10-29,15.0
2017-11-19,33.0
2017-12-24,57.0
2018-03-04,15.92770389070544
2018-03-25,44.36743789724502
2018-06-17,18.0
2018-06-24,15.851397742799497
2018-08-19,38.0
2018-08-26,22.817254707457906
2018-09-09,22.0
2018-09-23,31.51203011583414
2018-10-28,30.0
2018-12-23,30.0
2018-12-30,17.0
2019-01-27,15.0
2019-02-17,30.0
2019-03-03,22.0
2019-03-31,17.0
2019-06-23,19.0
2019-07-07,79.09635634096284
2019-07-21,31.0
2019-08-18,22.0
2019-09-08,14.42770389070544
2019-09-15,15.0
2019-10-20,28.202795485598994
2019-11-03,33.09234630235146
2019-11-24,33.668652450257404
2019-12-01,28.397570893975228
2020-01-05,23.0
2020-01-19,24.0
2020-02-02,19.813244668846526
2020-05-31,22.0
2020-06-14,25.198785446987614
2020-06-28,27.50802007722276
2020-09-20,22.393560855363848
2020-12-20,44.0
2021-01-10,21.622479299081675
2021-02-21,45.0
2021-02-28,20.0
2021-03-07,23.160632373034645
2021-04-18,35.584326225128706
2021-05-02,21.0
2021-07-04,30.0
2021-07-25,36.0
2021-09-12,28.164642411646025
2021-09-19,71.0
2021-12-05,24.0
2021-12-12,31.01203011583414
2018-01-21,20.32126474606929
2018-02-11,31.405590971197988
2018-04-08,15.702795485598994
2018-05-20,43.41361104842075
2018-07-15,92.36938520940585
2018-07-22,17.550183189787113
2018-07-29,23.092346302351462
2018-09-30,34.176672527480164
2018-12-09,32.32928482329205
2019-02-03,19.397570893975228
2019-03-24,33.2529786753861
2019-04-14,26.787121710727696
2019-06-09,45.26099875260887
2019-07-28,17.550183189787113
2019-08-04,26.787121710727696
2019-08-11,21.244958598163347
2019-09-29,19.397570893975228
2019-10-13,21.244958598163347
2019-10-27,90.52199750521774
2019-11-10,23.092346302351462
2019-12-08,51.72685571726728
2019-12-29,19.397570893975228
2020-02-16,23.092346302351462
2020-03-01,18.47387704188117
2020-04-12,17.550183189787113
2020-04-19,49.87946801307916
2020-05-17,27.710815562821757
2020-05-24,24.93973400653958
2020-06-07,21.244958598163347
2020-08-16,13.855407781410879
2020-10-11,17.550183189787113
2020-10-18,30.48189711910393
2020-11-29,28.634509414915815
2020-12-27,15.702795485598994
2021-03-21,27.710815562821757
2021-04-04,19.397570893975228
2021-05-16,16.62648933769305
2021-05-23,16.62648933769305
2021-06-06,39.71883564004452
2021-08-22,23.092346302351462
2021-09-05,34.176672527480164
2021-12-19,16.62648933769305
2022-02-06,44.33730490051481
2022-02-27,24.93973400653958
2022-03-20,14.779101633504936
2022-04-17,35.100366379574226
2022-06-12,15.702795485598994
2022-06-19,80.3613651321831
2022-06-26,16.62648933769305
2022-07-03,52.65054956936134
2022-07-24,16.62648933769305
2022-07-31,49.87946801307916
2022-08-21,25.86342785863364
2022-09-04,21.244958598163347
2022-09-11,34.176672527480164
2022-09-25,69.27703890705439
2022-10-02,31.405590971197988
2022-11-13,19.397570893975228
2022-11-20,29.558203267009873
2022-12-11,35.100366379574226
