,MVT_GT_San Diego CA
2017-01-01,54.0
2017-01-08,83.0
2017-01-15,27.0
2017-01-22,100.0
2017-02-12,15.0
2017-03-12,17.0
2017-03-26,52.0
2017-04-02,45.0
2017-04-16,16.0
2017-05-21,63.0
2017-06-18,63.0
2017-07-09,28.0
2017-08-06,27.0
2017-09-17,47.0
2017-09-24,47.0
2017-10-15,16.0
2017-10-29,19.0
2017-11-05,31.0
2017-11-12,27.0
2017-11-19,66.0
2017-12-03,21.0
2017-12-17,21.0
2017-12-24,33.0
2017-12-31,63.0
2018-01-07,56.292208831298794
2018-01-14,29.117641229504375
2018-01-21,49.01991432045895
2018-02-11,30.089178043359354
2018-02-25,25.231493974084458
2018-03-11,33.0037884849243
2018-04-08,34.94686211263425
2018-04-22,29.617641229504375
2018-05-13,44.662230251184056
2018-05-20,16.987662649389637
2018-05-27,49.01991432045895
2018-06-03,21.345346718664537
2018-06-17,31.060714857214336
2018-07-01,37.861472554199196
2018-07-08,16.987662649389637
2018-07-22,21.845346718664537
2018-07-29,38.83300936805418
2018-08-19,52.90606157587887
2018-09-02,33.975325298779275
2018-09-09,16.01612583553466
2018-09-16,58.23528245900875
2018-09-30,37.361472554199196
2018-10-14,22.81688353251952
2018-10-21,39.80454618190915
2018-10-28,45.13376706503904
2018-11-04,20.873809904809555
2018-11-11,40.776082995764135
2018-11-18,19.902273090954576
2018-12-02,47.576840692748995
2018-12-09,15.044589021679677
2018-12-16,38.83300936805418
2019-01-06,32.53225167106932
2019-01-13,16.01612583553466
2019-01-20,29.117641229504375
2019-01-27,16.01612583553466
2019-02-03,30.089178043359354
2019-02-17,29.117641229504375
2019-02-24,28.646104415649397
2019-04-07,22.81688353251952
2019-04-14,75.72294510839839
2019-05-05,16.987662649389637
2019-06-30,30.089178043359354
2019-07-07,32.03225167106932
2019-07-14,21.345346718664537
2019-07-21,44.162230251184056
2019-08-04,39.80454618190915
2019-08-11,33.975325298779275
2019-08-18,17.959199463244616
2019-08-25,48.04837750660397
2019-09-01,20.873809904809555
2019-09-22,47.576840692748995
2019-09-29,41.74761980961911
2019-10-06,21.845346718664537
2019-10-20,31.060714857214336
2019-10-27,23.788420346374497
2019-11-03,21.345346718664537
2019-11-10,16.01612583553466
2019-11-17,33.975325298779275
2019-12-01,56.292208831298794
2019-12-08,40.276082995764135
2019-12-22,29.117641229504375
2019-12-29,33.0037884849243
2020-01-05,63.092966528283654
2020-01-12,22.31688353251952
2020-01-26,35.91839892648923
2020-02-02,33.0037884849243
2020-02-09,28.146104415649397
2020-02-16,14.073052207824698
2020-02-23,31.060714857214336
2020-03-01,55.82067201744381
2020-03-08,58.73528245900875
2020-03-15,26.203030787939436
2020-03-22,48.54837750660397
2020-03-29,26.203030787939436
2020-04-12,24.759957160229476
2020-04-26,22.31688353251952
2020-05-03,16.01612583553466
2020-05-31,42.21915662347409
2020-06-07,19.402273090954576
2020-06-14,18.930736277099598
2020-06-21,20.373809904809555
2020-06-28,21.345346718664537
2020-07-19,21.345346718664537
2020-07-26,61.14989290057369
2020-08-02,21.845346718664537
2020-08-16,54.84913520358883
2020-09-13,13.601515393969718
2020-09-20,37.361472554199196
2020-09-27,59.70681927286373
2020-10-04,94.15368138549799
2020-10-11,36.889935740344214
2020-10-18,58.73528245900875
2020-11-08,26.703030787939436
2020-12-06,17.959199463244616
2020-12-13,33.975325298779275
2020-12-27,40.276082995764135
2021-01-03,27.674567601794415
2021-01-17,21.845346718664537
2021-01-24,35.91839892648923
2021-02-28,41.24761980961911
2021-03-07,77.16601873610836
2021-03-21,20.873809904809555
2021-03-28,24.259957160229476
2021-04-18,66.0075769698486
2021-04-25,20.873809904809555
2021-05-30,16.01612583553466
2021-06-13,18.930736277099598
2021-06-27,19.902273090954576
2021-07-11,21.845346718664537
2021-07-25,23.288420346374497
2021-08-01,19.902273090954576
2021-09-05,84.93831324694818
2021-09-26,25.231493974084458
2021-10-10,33.975325298779275
2021-10-24,27.674567601794415
2021-11-07,22.31688353251952
2021-11-21,40.776082995764135
2022-01-02,46.210607757788026
2022-01-16,67.9013011951171
2022-02-13,61.29978580114738
2022-02-20,29.23528245900875
2022-03-13,37.72294510839839
2022-03-27,14.146104415649395
2022-04-03,15.089178043359356
2022-04-10,31.121429714428672
2022-04-24,12.259957160229476
2022-05-08,20.747619809619113
2022-05-22,64.12900668427726
2022-06-05,33.00757696984859
2022-06-19,32.06450334213863
2022-06-26,29.23528245900875
2022-07-03,16.975325298779275
2022-07-17,27.349135203588833
2022-07-24,16.032251671069314
2022-07-31,33.00757696984859
2022-08-14,20.747619809619113
2022-09-04,54.69827040717767
2022-09-11,21.690693437329074
2022-10-09,40.55216599152827
2022-10-16,62.242859428857344
2022-10-30,38.66601873610835
2022-11-06,16.975325298779275
2022-11-20,44.324460502368105
2022-12-04,17.918398926489235
2022-12-18,16.032251671069314
2022-12-25,22.633767065039034
