,MVT_GT_Wichita-Hutchinson KS
2017-01-01,20.0
2017-01-15,25.0
2017-03-05,45.0
2017-04-02,19.0
2017-04-23,34.0
2017-05-21,25.0
2017-05-28,62.0
2017-06-04,35.0
2017-06-11,89.0
2017-07-02,44.0
2017-08-06,100.0
2017-11-12,21.0
2017-11-26,52.0
2017-12-10,45.0
2017-12-24,51.0
2018-01-07,38.99272761859279
2018-01-28,17.751836889980435
2018-02-04,31.014619941328952
2018-06-03,37.19710608314002
2018-07-08,79.78107677263834
2018-09-02,17.251836889980435
2018-09-09,20.34307996088597
2018-09-16,21.24089072861235
2018-10-21,25.729944567244267
2018-10-28,19.047458425433202
2018-12-09,54.05113220539407
2018-12-23,59.835807579478754
2019-02-17,19.945269193159586
2019-03-24,19.945269193159586
2019-03-31,75.79202293400643
2019-04-28,18.14964765770682
2019-05-05,22.138701496338733
2019-06-02,23.9343230317915
2019-06-23,32.81024147678172
2019-07-21,53.153321437667685
2019-11-17,39.89053838631917
2019-12-01,15.058404586801284
2020-01-26,38.99272761859279
2020-03-01,15.956215354527668
2020-04-05,32.81024147678172
2020-04-19,38.594916850866404
2020-07-05,20.84307996088597
2020-07-19,19.047458425433202
2020-07-26,17.251836889980435
2020-08-16,22.138701496338733
2020-08-23,20.84307996088597
2020-08-30,15.058404586801284
2020-09-20,23.9343230317915
2020-09-27,34.10586301223449
2020-11-22,15.956215354527668
2020-11-29,26.12775533497065
2021-01-24,28.8211876381498
2021-02-14,44.777402992677466
2021-03-07,21.24089072861235
2021-03-14,16.85402612225405
2021-04-25,31.912430709055336
2021-05-09,55.846753740846836
2021-05-23,20.34307996088597
2021-06-06,27.923376870423418
2021-07-18,34.60586301223449
2021-08-01,31.014619941328952
2021-08-08,36.79929531541364
2021-08-22,19.047458425433202
2021-08-29,35.00367377996087
2021-10-24,26.62775533497065
2021-11-14,21.24089072861235
2022-02-06,19.89053838631917
2022-02-27,25.459889134488538
2022-03-13,36.598590630827275
2022-03-20,30.233618347205137
2022-05-08,29.437996811752374
2022-06-05,31.82486141811067
2022-07-10,38.18983370173281
2022-07-24,18.299295315413637
2022-08-21,14.321187638149803
2022-08-28,27.84675374084684
2022-09-11,35.00734755992174
2022-10-02,27.051132205394072
2022-10-09,30.233618347205137
2022-10-23,18.299295315413637
2022-11-06,29.437996811752374
2022-11-27,31.029239882657905
