,MVT_GT_Seattle-Tacoma WA
2017-01-01,41.0
2017-01-15,21.0
2017-01-22,37.0
2017-02-05,28.0
2017-02-12,23.0
2017-03-05,33.0
2017-03-12,38.0
2017-03-19,22.0
2017-03-26,23.0
2017-04-02,23.0
2017-04-09,44.0
2017-04-23,37.0
2017-04-30,22.0
2017-05-07,45.0
2017-05-14,33.0
2017-05-21,24.0
2017-06-04,21.0
2017-06-18,25.0
2017-06-25,21.0
2017-07-02,35.0
2017-07-09,37.0
2017-07-16,45.0
2017-07-30,28.0
2017-08-06,25.0
2017-08-13,33.0
2017-08-20,36.0
2017-08-27,31.0
2017-09-10,35.0
2017-09-17,14.0
2017-10-08,28.0
2017-10-15,33.0
2017-10-29,26.0
2017-11-12,22.0
2017-11-19,35.0
2017-11-26,47.0
2017-12-03,44.0
2017-12-17,29.0
2017-12-24,32.0
2017-12-31,49.0
2018-01-07,42.784122192564226
2018-01-21,57.23356495996171
2018-02-04,14.94944276739748
2018-02-11,36.09150386367959
2018-02-18,15.981545822211586
2018-02-25,15.981545822211586
2018-03-04,19.077854986653904
2018-03-11,43.816225247378334
2018-03-18,37.1236069184937
2018-03-25,42.784122192564226
2018-04-01,41.252019137750125
2018-04-08,23.706267205910326
2018-04-15,21.642061096282113
2018-04-29,30.430988589609065
2018-05-06,50.00884357626297
2018-05-13,15.981545822211586
2018-05-27,25.77047331553854
2018-06-03,43.816225247378334
2018-06-10,18.045751931839796
2018-06-17,57.23356495996171
2018-06-24,36.09150386367959
2018-07-01,21.642061096282113
2018-07-15,27.334679425166748
2018-07-22,24.23837026072443
2018-07-29,36.09150386367959
2018-08-12,34.02729775405138
2018-08-19,68.05459550810276
2018-08-26,19.577854986653904
2018-09-02,40.71991608293602
2018-09-09,19.077854986653904
2018-09-23,21.642061096282113
2018-09-30,34.02729775405138
2018-10-07,69.58669856291687
2018-10-14,50.00884357626297
2018-10-21,63.926183288846346
2018-10-28,15.481545822211586
2018-11-04,17.01364887702569
2018-11-18,31.963091644423173
2018-11-25,38.15570997330781
2018-12-02,58.76566801477581
2018-12-09,35.05940080886549
2018-12-16,55.169358850333495
2018-12-30,25.77047331553854
2019-01-13,42.784122192564226
2019-01-20,32.995194699237274
2019-01-27,32.995194699237274
2019-02-03,20.60995804146801
2019-02-10,22.17416415109622
2019-02-17,22.17416415109622
2019-03-03,37.6236069184937
2019-03-10,56.7014619051476
2019-03-17,43.816225247378334
2019-03-24,31.963091644423173
2019-03-31,29.89888553479496
2019-04-07,18.045751931839796
2019-04-14,50.00884357626297
2019-04-21,42.784122192564226
2019-04-28,61.86197717921813
2019-05-05,15.481545822211586
2019-05-12,18.045751931839796
2019-05-19,38.65570997330781
2019-05-26,30.930988589609065
2019-06-09,44.84832830219244
2019-06-16,22.17416415109622
2019-06-30,14.94944276739748
2019-07-07,30.930988589609065
2019-07-14,38.15570997330781
2019-07-21,24.73837026072443
2019-08-11,44.84832830219244
2019-08-18,34.02729775405138
2019-08-25,51.04094663107708
2019-09-01,44.84832830219244
2019-09-08,20.10995804146801
2019-09-15,25.77047331553854
2019-09-29,56.7014619051476
2019-10-06,40.21991608293602
2019-10-13,24.23837026072443
2019-10-20,23.206267205910326
2019-11-03,24.23837026072443
2019-11-10,64.95828634366045
2019-11-24,39.18781302812191
2019-12-01,34.02729775405138
2019-12-15,15.981545822211586
2019-12-22,14.94944276739748
2019-12-29,12.88523665776927
2020-01-05,41.252019137750125
2020-01-19,40.21991608293602
2020-01-26,27.834679425166748
2020-02-23,26.802576370352643
2020-03-08,18.045751931839796
2020-03-29,41.752019137750125
2020-04-05,29.89888553479496
2020-04-12,12.38523665776927
2020-04-26,44.34832830219244
2020-05-03,24.23837026072443
2020-05-10,13.917339712583374
2020-05-24,24.73837026072443
2020-05-31,17.01364887702569
2020-06-07,35.05940080886549
2020-06-14,30.430988589609065
2020-06-21,38.15570997330781
2020-06-28,17.01364887702569
2020-07-05,12.88523665776927
2020-07-12,29.39888553479496
2020-07-19,35.05940080886549
2020-07-26,25.27047331553854
2020-08-02,50.00884357626297
2020-08-09,52.57304968589118
2020-08-16,63.926183288846346
2020-08-23,25.27047331553854
2020-08-30,26.802576370352643
2020-09-20,47.94463746663476
2020-09-27,13.917339712583374
2020-10-04,23.706267205910326
2020-10-11,43.316225247378334
2020-10-18,52.07304968589118
2020-10-25,32.995194699237274
2020-11-01,21.642061096282113
2020-11-08,31.963091644423173
2020-11-15,35.05940080886549
2020-11-22,37.6236069184937
2020-11-29,40.21991608293602
2020-12-06,65.99038939847455
2020-12-13,41.752019137750125
2020-12-20,56.2014619051476
2020-12-27,21.642061096282113
2021-01-03,35.05940080886549
2021-01-10,24.73837026072443
2021-01-17,28.866782479980856
2021-01-24,20.10995804146801
2021-02-07,28.366782479980856
2021-02-14,100.01768715252594
2021-02-21,28.366782479980856
2021-02-28,22.17416415109622
2021-03-14,27.334679425166748
2021-03-21,15.981545822211586
2021-03-28,44.84832830219244
2021-04-11,35.55940080886549
2021-04-18,14.94944276739748
2021-04-25,22.67416415109622
2021-05-02,67.02249245328866
2021-05-09,13.917339712583374
2021-05-16,13.917339712583374
2021-06-27,24.23837026072443
2021-07-04,36.09150386367959
2021-07-18,51.04094663107708
2021-07-25,32.995194699237274
2021-08-08,31.963091644423173
2021-08-15,25.27047331553854
2021-08-29,73.2151107821733
2021-09-05,52.07304968589118
2021-09-12,44.34832830219244
