,MVT_GT_New York NY
2017-01-01,50.0
2017-01-08,35.0
2017-01-15,66.0
2017-01-22,41.0
2017-01-29,31.0
2017-02-12,22.0
2017-02-19,27.0
2017-02-26,26.0
2017-03-05,33.0
2017-03-12,41.0
2017-03-19,66.0
2017-03-26,37.0
2017-04-02,37.0
2017-04-09,47.0
2017-04-16,32.0
2017-04-23,33.0
2017-04-30,40.0
2017-05-07,43.0
2017-05-14,28.0
2017-05-21,35.0
2017-05-28,28.0
2017-06-04,38.0
2017-06-11,24.0
2017-06-18,55.0
2017-06-25,35.0
2017-07-02,20.0
2017-07-09,24.0
2017-07-16,31.0
2017-07-23,31.0
2017-07-30,51.0
2017-08-06,66.0
2017-08-13,29.0
2017-08-20,16.0
2017-08-27,30.0
2017-09-03,65.0
2017-09-10,24.0
2017-09-17,32.0
2017-09-24,49.0
2017-10-01,19.0
2017-10-08,34.0
2017-10-15,17.0
2017-10-22,55.0
2017-10-29,37.0
2017-11-05,30.0
2017-11-12,92.0
2017-11-19,51.0
2017-11-26,29.0
2017-12-03,39.0
2017-12-10,38.0
2017-12-17,100.0
2017-12-24,39.0
2017-12-31,34.0
2018-01-07,29.322390365130982
2018-01-14,31.844624183415878
2018-01-21,58.13366382111951
2018-01-28,17.68898745542161
2018-02-04,46.000260911410145
2018-02-11,56.111430002834624
2018-02-18,52.06696236626483
2018-02-25,35.889091819985666
2018-03-04,50.044728547979936
2018-03-11,28.811273455988534
2018-03-18,36.40020872912812
2018-03-25,13.144519818851819
2018-04-01,36.40020872912812
2018-04-08,34.87797491084322
2018-04-15,54.58919618454973
2018-04-22,19.211221273706506
2018-04-29,39.43355945655546
2018-05-06,40.94467636569791
2018-05-13,29.822390365130982
2018-05-20,24.266805819418742
2018-05-27,56.111430002834624
2018-06-03,63.689248366831755
2018-06-10,61.66701454854686
2018-06-17,23.755688910276298
2018-06-24,12.133402909709371
2018-07-01,27.80015654684609
2018-07-08,36.40020872912812
2018-07-15,52.06696236626483
2018-07-22,39.93355945655546
2018-07-29,36.90020872912812
2018-08-05,43.97802709312525
2018-08-12,42.466910183982804
2018-08-19,32.855741092558326
2018-08-26,24.766805819418742
2018-09-02,71.77818363997133
2018-09-16,50.044728547979936
2018-09-23,40.94467636569791
2018-09-30,17.18898745542161
2018-10-07,35.889091819985666
2018-10-14,47.511377820552596
2018-10-21,36.90020872912812
2018-10-28,31.344624183415878
2018-11-04,30.83350727427343
2018-11-11,50.044728547979936
2018-11-18,29.822390365130982
2018-11-25,42.966910183982804
2018-12-02,39.93355945655546
2018-12-09,37.91132563827057
2018-12-16,41.95579327484035
2018-12-23,35.889091819985666
2018-12-30,27.30015654684609
2019-01-06,47.011377820552596
2019-01-13,13.144519818851819
2019-01-20,49.033611638837485
2019-01-27,30.33350727427343
2019-02-03,36.90020872912812
2019-02-10,40.94467636569791
2019-02-17,68.74483291254398
2019-02-24,20.222338182848954
2019-03-03,20.722338182848954
2019-03-10,41.95579327484035
2019-03-17,44.98914400226769
2019-03-24,15.166753637136715
2019-03-31,19.711221273706506
2019-04-07,22.744572001133847
2019-04-14,30.83350727427343
2019-04-21,22.744572001133847
2019-04-28,29.822390365130982
2019-05-05,13.644519818851819
2019-05-12,30.83350727427343
