,MVT_GT_Las Vegas NV
2017-01-08,49.0
2017-01-22,45.0
2017-01-29,47.0
2017-03-19,28.0
2017-03-26,52.0
2017-04-02,20.0
2017-04-09,75.0
2017-04-30,25.0
2017-05-07,29.0
2017-05-21,19.0
2017-06-04,23.0
2017-06-11,46.0
2017-06-18,43.0
2017-07-02,45.0
2017-07-09,20.0
2017-08-20,16.0
2017-08-27,27.0
2017-09-10,29.0
2017-09-24,20.0
2017-10-08,47.0
2017-10-15,18.0
2017-10-22,27.0
2017-11-12,18.0
2017-12-17,34.0
2018-01-07,51.0
2018-01-28,55.0
2018-03-18,23.0
2018-04-01,68.0
2018-04-08,34.0
2018-04-22,65.0
2018-05-06,32.0
2018-05-13,17.0
2018-05-20,61.0
2018-06-03,29.0
2018-06-10,28.0
2018-06-17,34.0
2018-07-08,18.0
2018-07-22,37.0
2018-07-29,23.0
2018-08-05,21.0
2018-08-26,39.0
2018-09-02,30.0
2018-09-09,26.0
2018-09-16,18.0
2018-09-23,40.0
2018-10-14,20.0
2018-10-21,68.0
2018-11-11,46.0
2018-11-18,22.0
2018-12-09,65.0
2018-12-23,24.0
2019-01-06,22.0
2019-02-17,25.0
2019-03-24,32.0
2019-04-07,21.0
2019-05-05,57.0
2019-05-12,49.0
2019-05-19,26.0
2019-06-02,37.0
2019-06-23,29.0
2019-07-14,25.0
2019-07-21,30.0
2019-07-28,30.0
2019-08-04,29.0
2019-09-01,30.0
2019-09-08,16.0
2019-10-06,43.0
2019-10-27,37.0
2019-11-03,36.0
2019-11-10,46.0
2019-11-17,37.0
2019-12-01,15.0
2019-12-15,27.0
2019-12-22,22.0
2019-12-29,19.0
2020-01-05,24.0
2020-01-19,100.0
2020-02-23,30.0
2020-05-10,18.0
2020-05-31,75.0
2020-06-07,45.0
2020-06-14,19.0
2020-06-28,31.0
2020-07-05,39.0
2020-07-19,47.0
2020-08-09,30.0
2020-08-30,17.0
2020-10-04,20.0
2020-10-18,19.0
2020-10-25,33.0
2020-11-01,58.0
2020-12-06,21.0
2020-12-20,40.0
2020-12-27,34.0
2021-01-03,43.0
2021-01-10,41.0
2021-01-24,41.0
2021-02-14,22.0
2021-03-07,24.0
2021-03-14,17.0
2021-03-21,22.0
2021-04-04,26.0
2021-04-11,45.0
2021-05-23,18.0
2021-05-30,22.0
2021-06-06,16.0
2021-06-13,25.0
2021-06-20,61.0
2021-07-04,25.0
2021-07-25,49.0
2021-08-08,70.0
2021-08-22,33.0
2021-08-29,27.0
2021-09-12,37.0
2021-09-19,16.0
2021-09-26,34.0
2021-10-03,25.0
2021-10-24,41.0
2021-10-31,23.0
2021-11-07,35.0
2021-12-19,46.0
2022-01-09,18.0
2022-01-16,24.0
2022-01-23,19.0
2022-01-30,33.0
2022-02-13,39.0
2022-02-20,27.0
2022-02-27,44.0
2022-03-06,30.0
2022-03-13,41.0
2022-03-27,53.0
2022-04-03,25.0
2022-04-10,49.0
2022-04-17,24.0
2022-04-24,37.0
2022-05-01,50.0
2022-05-08,30.0
2022-05-15,43.0
2022-05-22,27.0
2022-06-12,36.0
2022-06-26,30.0
2022-07-17,23.0
2022-08-07,36.0
2022-08-21,47.0
2022-08-28,35.0
2022-09-11,17.0
2022-09-18,65.0
2022-10-09,41.0
2022-10-16,18.0
2022-10-30,28.0
2022-11-13,17.0
2022-11-20,25.0
2022-11-27,87.0
2022-12-11,17.0
2022-12-18,22.0
