,MVT_GT_Portland OR
2017-01-08,61.0
2017-01-15,41.0
2017-01-22,22.0
2017-02-05,27.0
2017-02-12,45.0
2017-02-19,29.0
2017-02-26,46.0
2017-03-05,34.0
2017-03-19,30.0
2017-03-26,71.0
2017-04-02,21.0
2017-04-16,72.0
2017-04-30,39.0
2017-05-07,34.0
2017-05-21,39.0
2017-06-11,55.0
2017-06-18,33.0
2017-06-25,52.0
2017-07-02,31.0
2017-07-09,51.0
2017-07-23,52.0
2017-07-30,40.0
2017-08-06,17.0
2017-08-13,40.0
2017-08-20,49.0
2017-09-17,16.0
2017-09-24,27.0
2017-10-29,31.0
2017-11-05,57.0
2017-11-12,20.0
2017-11-26,20.0
2017-12-03,20.0
2018-01-07,28.126885650828214
2018-02-04,36.31262954736991
2018-02-11,16.87148779308339
2018-02-25,29.150103637895928
2018-03-04,32.71975759909907
2018-03-11,24.03401370255737
2018-03-18,20.964359741354237
2018-04-01,30.67332162496364
2018-04-08,16.87148779308339
2018-04-15,15.848269806015676
2018-04-29,36.81262954736991
2018-05-06,16.87148779308339
2018-05-20,31.69653961203135
2018-06-17,38.85906552150533
2018-06-24,50.11446337925016
2018-07-08,46.02159143097931
2018-07-15,29.150103637895928
2018-07-22,55.23055331458872
2018-07-29,29.650103637895928
2018-08-05,44.9983734439116
2018-08-12,24.03401370255737
2018-08-19,27.103667663760504
2018-09-02,33.24297558616678
2018-09-30,35.7894115603022
2018-10-14,25.05723168962508
2018-10-28,72.10204110767211
2018-11-04,37.33584753443762
2018-11-11,31.19653961203135
2018-11-18,35.7894115603022
2018-11-25,46.02159143097931
2018-12-09,62.8930792240627
2018-12-16,38.85906552150533
2019-01-06,69.03238714646898
2019-01-13,34.26619357323449
2019-01-27,21.987577728421947
2019-02-03,68.00916915940127
2019-02-10,43.97515545684389
2019-02-24,29.650103637895928
2019-03-10,75.17169506887524
2019-03-17,62.8930792240627
2019-04-21,33.74297558616678
2019-05-05,84.38065695248466
2019-05-12,40.905501495640756
2019-05-19,56.25377130165643
2019-05-26,50.61446337925016
2019-06-02,99.70570877143261
2019-06-09,61.36986123699499
2019-06-16,48.56802740511474
2019-06-23,23.010795715489657
2019-06-30,52.66089935338559
2019-07-07,38.35906552150533
2019-07-28,21.987577728421947
2019-08-04,38.35906552150533
2019-08-18,31.19653961203135
2019-08-25,42.45193746977618
2019-09-01,26.080449676692794
2019-09-15,38.85906552150533
2019-09-22,20.964359741354237
2019-10-13,65.46273318526585
2019-10-20,43.97515545684389
2019-10-27,39.882283508573046
2019-11-03,31.19653961203135
2019-11-10,28.126885650828214
2019-11-17,92.04318286195863
2019-11-24,37.83584753443762
2019-12-01,20.964359741354237
2019-12-08,64.43951519819814
2019-12-15,32.71975759909907
2019-12-22,20.964359741354237
2019-12-29,28.126885650828214
