,MVT_GT_Wichita-Hutchinson KS
2017-01-01,19.0
2017-01-15,25.0
2017-04-23,34.0
2017-05-21,25.0
2017-05-28,62.0
2017-06-04,35.0
2017-06-11,88.0
2017-07-02,44.0
2017-07-09,52.0
2017-08-06,100.0
2017-09-24,39.0
2017-11-12,26.0
2017-11-26,52.0
2017-12-10,45.0
2018-01-07,38.725848123555636
2018-01-21,43.080033608072654
2018-01-28,17.13201344322906
2018-02-04,30.802205649360605
2018-02-11,18.024377690648564
2018-04-22,36.04875538129713
2018-06-03,36.94111962871663
2018-07-08,78.73642474195027
2018-09-02,17.13201344322906
2018-09-09,20.201470432907072
2018-09-16,25.94802016484359
2018-10-21,17.13201344322906
2018-10-28,18.916741938068064
2018-11-11,28.1251129071021
2018-12-09,25.94802016484359
2019-02-03,25.055655917424087
2019-02-17,19.30910618548757
2019-03-24,19.30910618548757
2019-03-31,74.77460350485276
2019-04-28,18.024377690648564
2019-06-02,23.270927422585082
2019-06-23,32.58693414419961
2019-07-07,61.99677554614071
2019-07-21,52.78840457710668
2019-09-15,21.093834680326573
2019-12-01,21.093834680326573
2020-03-01,15.847284948390055
2020-03-15,21.093834680326573
2020-04-05,32.08693414419961
2020-04-19,37.83348387613613
2020-05-31,56.7502258142042
2020-07-05,21.093834680326573
2020-07-19,18.916741938068064
2020-07-26,30.802205649360605
2020-08-23,20.201470432907072
2020-08-30,14.95492070097055
2020-09-20,23.770927422585082
2020-09-27,33.87166263903862
2020-11-22,15.847284948390055
2020-11-29,25.94802016484359
2021-01-17,18.024377690648564
2021-01-24,28.1251129071021
2021-02-14,43.97239785549215
2021-02-28,25.055655917424087
2021-03-07,21.093834680326573
2021-03-14,16.739649195809555
2021-04-25,21.093834680326573
2021-05-09,54.96549731936519
2021-05-23,20.201470432907072
2021-06-06,27.732748659682596
2021-07-04,21.986198927746074
2021-07-18,33.87166263903862
2021-08-01,30.802205649360605
2021-08-08,36.04875538129713
2021-08-22,18.916741938068064
2021-08-29,34.76402688645812
2021-10-24,25.94802016484359
2021-10-31,21.093834680326573
2021-11-14,21.093834680326573
2022-01-30,20.40294086581414
2022-02-27,38.451696247111265
2022-03-13,36.09751076259425
2022-03-20,29.819682803882205
2022-04-03,11.770927422585082
2022-04-10,16.479298391619114
2022-05-08,29.0349543090432
2022-06-05,31.38913979356022
2022-07-24,18.048755381297124
2022-08-21,14.125112907102098
2022-10-02,26.680768824526183
2022-10-09,29.819682803882205
2022-10-23,18.048755381297124
2022-11-27,30.60441129872121
