,MVT_GT_Washington DC (Hagerstown MD)
2017-01-01,37.0
2017-01-08,22.0
2017-01-15,24.0
2017-01-29,24.0
2017-02-12,53.0
2017-02-19,27.0
2017-02-26,17.0
2017-03-05,15.0
2017-03-19,77.0
2017-03-26,26.0
2017-04-02,16.0
2017-04-23,36.0
2017-04-30,41.0
2017-05-21,36.0
2017-05-28,16.0
2017-06-04,21.0
2017-06-11,41.0
2017-06-18,58.0
2017-06-25,32.0
2017-07-02,23.0
2017-07-09,90.0
2017-07-30,25.0
2017-08-06,31.0
2017-08-20,54.0
2017-08-27,28.0
2017-09-03,35.0
2017-09-10,42.0
2017-09-17,22.0
2017-09-24,22.0
2017-10-01,14.0
2017-10-15,29.0
2017-10-22,22.0
2017-11-12,56.0
2017-11-26,36.0
2017-12-03,30.0
2017-12-10,96.0
2017-12-17,17.0
2018-01-14,19.933747415089428
2018-01-21,58.778413433947776
2018-01-28,30.662035528294386
2018-02-04,28.116377905653394
2018-03-04,27.5935490943329
2018-03-11,23.002233849050914
2018-03-18,51.118611754704304
2018-03-25,21.979405037730416
2018-04-01,59.30124224526828
2018-04-08,17.888089792448433
2018-04-29,27.0935490943329
2018-05-06,19.933747415089428
2018-05-13,31.184864339614883
2018-05-20,21.979405037730416
2018-06-17,24.02506266037141
2018-06-24,39.867494830178856
2018-07-01,17.888089792448433
2018-07-08,62.869728679229766
2018-07-15,65.93821511319126
2018-07-22,17.888089792448433
2018-07-29,19.933747415089428
2018-08-19,32.70769315093538
2018-08-26,19.933747415089428
2018-09-02,13.79677454716645
2018-09-16,36.29900839621736
2018-09-23,55.709926999986294
2018-09-30,21.979405037730416
2018-10-07,29.639206716973888
2018-10-21,35.776179584896866
2018-10-28,24.02506266037141
2018-11-11,35.276179584896866
2018-11-18,36.29900839621736
2018-11-25,22.502233849050914
2018-12-02,29.139206716973888
2018-12-09,21.979405037730416
2018-12-23,51.118611754704304
2019-01-06,64.41538630187075
2019-01-13,18.410918603768927
2019-01-27,25.047891471691905
2019-02-03,35.776179584896866
2019-02-24,15.342432169807442
2019-03-03,21.979405037730416
2019-03-10,89.96327777356267
2019-03-17,20.956576226409922
2019-03-24,39.867494830178856
2019-03-31,12.773945735845952
2019-04-07,25.047891471691905
2019-04-14,21.979405037730416
2019-05-05,31.684864339614883
2019-05-12,73.09801679243472
2019-05-26,25.047891471691905
2019-06-16,42.93598126414034
2019-06-30,43.95881007546083
2019-07-07,31.184864339614883
2019-07-14,19.933747415089428
2019-07-21,58.778413433947776
2019-07-28,21.979405037730416
2019-08-11,21.979405037730416
2019-08-18,26.570720283012403
2019-08-25,19.933747415089428
2019-09-01,74.12084560375521
2019-09-08,17.888089792448433
2019-09-22,39.867494830178856
2019-09-29,45.50446769810183
2019-10-06,28.116377905653394
2019-10-20,48.05012532074282
2019-11-03,38.344666018858355
2019-11-17,40.89032364149935
2019-11-24,31.684864339614883
2019-12-01,54.6870981886658
2019-12-08,20.956576226409922
2019-12-15,100.19156588676762
2019-12-29,42.93598126414034
2020-01-05,38.344666018858355
2020-01-12,61.84689986790927
2020-01-19,21.979405037730416
2020-01-26,30.162035528294386
2020-02-02,39.367494830178856
2020-02-16,19.933747415089428
2020-02-23,13.79677454716645
2020-03-01,12.273945735845952
2020-03-08,41.913152452819844
2020-03-15,19.933747415089428
2020-03-22,43.45881007546083
2020-03-29,15.842432169807442
2020-04-12,26.070720283012403
2020-04-26,31.184864339614883
2020-05-10,15.842432169807442
2020-05-17,23.002233849050914
2020-05-24,15.842432169807442
2020-05-31,34.25335077357637
2020-06-07,35.776179584896866
2020-06-14,40.89032364149935
2020-06-21,37.321837207537854
2020-06-28,33.73052196225588
2020-07-05,40.89032364149935
2020-07-19,40.39032364149935
2020-07-26,41.913152452819844
2020-08-02,55.209926999986294
2020-08-09,20.956576226409922
2020-08-16,25.047891471691905
2020-08-23,17.888089792448433
2020-08-30,31.684864339614883
2020-09-13,26.070720283012403
2020-09-20,15.842432169807442
2020-09-27,52.141440566024805
2020-10-04,69.00670154715274
2020-10-11,17.888089792448433
2020-10-25,14.319603358486944
2020-11-29,58.278413433947776
2020-12-06,84.84913371696018
2020-12-13,56.23275581130679
2020-12-20,28.116377905653394
2020-12-27,36.79900839621736
2021-01-03,40.39032364149935
2021-01-10,33.23052196225588
2021-01-17,24.02506266037141
2021-01-24,21.479405037730416
2021-01-31,32.20769315093538
2021-02-07,14.819603358486944
2021-02-14,49.072954132063316
2021-02-28,56.73275581130679
2021-03-07,57.25558462262728
2021-03-14,41.913152452819844
2021-03-21,32.20769315093538
2021-03-28,20.956576226409922
2021-04-11,30.162035528294386
2021-04-18,30.162035528294386
2021-04-25,17.388089792448433
2021-05-02,21.979405037730416
2021-05-09,35.276179584896866
2021-05-23,30.662035528294386
2021-05-30,39.367494830178856
2021-06-06,23.002233849050914
2021-06-20,24.02506266037141
2021-06-27,40.89032364149935
2021-07-11,20.956576226409922
2021-07-18,58.778413433947776
2021-07-25,73.09801679243472
2021-08-08,20.956576226409922
2021-08-15,34.75335077357637
2021-08-22,21.979405037730416
2021-09-05,43.95881007546083
2021-09-12,44.98163888678133
2021-09-19,17.888089792448433
2021-10-03,36.79900839621736
2021-10-10,17.388089792448433
2021-10-17,28.116377905653394
2021-10-24,34.75335077357637
2021-10-31,18.910918603768927
