,MVT_GT_Baltimore MD
2017-01-01,40.0
2017-02-26,24.0
2017-03-05,40.0
2017-03-26,69.0
2017-04-02,49.0
2017-05-21,67.0
2017-06-04,90.0
2017-06-11,70.0
2017-06-25,46.0
2017-07-09,64.0
2017-07-16,47.0
2017-09-03,46.0
2017-09-10,44.0
2017-10-15,52.0
2017-10-22,34.0
2017-10-29,41.0
2017-11-19,28.0
2017-12-03,35.0
2017-12-24,54.0
2017-12-31,55.0
2018-01-14,35.08082204871057
2018-01-21,55.70311353130151
2018-01-28,38.17907859859336
2018-02-18,26.3188045823565
2018-03-18,25.786052399062235
2018-03-25,63.96513099765559
2018-04-15,24.25330021576798
2018-04-22,53.137609164713
2018-05-27,26.3188045823565
2018-06-10,30.949813315533536
2018-06-17,39.21183078188761
2018-06-24,26.3188045823565
2018-07-22,72.72714846400967
2018-08-05,50.039352614830214
2018-08-12,34.048069865416316
2018-09-09,43.842839515064654
2018-09-30,46.94109606494743
2018-12-02,35.58082204871057
2018-12-09,35.08082204871057
2018-12-16,43.842839515064654
2019-01-06,58.801370081184295
2019-01-20,43.342839515064654
2019-02-10,28.88430894894502
2019-02-17,33.01531768212206
2019-03-31,59.83412226447855
2019-04-14,29.917061132239276
2019-05-12,25.286052399062235
2019-06-02,41.77733514847614
2019-07-21,70.16164409742115
2019-07-28,52.604856981418735
2019-08-11,49.00660043153596
2019-10-20,31.982565498827796
2019-12-15,35.08082204871057
2019-12-22,29.417061132239276
2019-12-29,49.00660043153596
2020-01-19,38.67907859859336
2020-02-02,30.949813315533536
2020-02-16,43.842839515064654
2020-02-23,20.62229148259094
2020-03-01,22.68779584917946
2020-03-15,27.851556765650756
2020-04-12,27.351556765650756
2020-05-03,52.104856981418735
2020-05-10,20.12229148259094
2020-06-14,40.74458296518188
2020-06-28,76.35815719718671
2020-07-12,34.048069865416316
2020-08-16,78.92366156377523
2020-08-30,35.08082204871057
2020-10-11,53.137609164713
2020-10-18,22.68779584917946
2020-11-01,21.6550436658852
2020-11-15,34.548069865416316
2020-12-13,38.17907859859336
2021-01-17,100.07870522966043
2021-01-24,85.6201746635408
2021-03-21,69.62889191412688
2021-03-28,42.8100873317704
2021-04-18,22.18779584917946
2021-05-02,61.89962663106707
2021-05-09,25.286052399062235
2021-05-16,24.25330021576798
2021-05-23,23.220548032473715
2021-05-30,27.351556765650756
2021-06-06,35.58082204871057
2021-07-25,54.170361348007255
2021-08-08,35.08082204871057
2021-08-15,33.01531768212206
2021-08-22,42.3100873317704
2021-09-12,22.18779584917946
2021-09-26,23.720548032473715
2021-10-17,40.74458296518188
2021-11-07,27.851556765650756
2021-11-14,39.21183078188761
2022-01-16,40.489165930363754
2022-01-23,89.50236679343566
2022-01-30,40.489165930363754
2022-02-06,27.703113531301515
2022-02-13,31.965130997655592
2022-02-20,18.113574232004837
2022-02-27,30.899626631067072
2022-04-03,20.244582965181877
2022-04-10,92.69887989320122
2022-04-24,30.899626631067072
2022-05-08,23.441096064947434
2022-05-22,25.572104798124474
2022-05-29,21.310087331770397
2022-06-05,22.375591698358914
2022-06-19,106.55043665885198
2022-06-26,23.441096064947434
2022-07-10,24.506600431535954
2022-07-24,24.506600431535954
2022-07-31,39.423661563775234
2022-08-14,94.82988862637826
2022-09-04,30.899626631067072
2022-09-11,34.09613973083263
2022-10-30,61.799253262134144
2022-11-13,22.375591698358914
2022-11-27,27.703113531301515
2022-12-11,77.78181876096194
2022-12-25,29.83412226447855
