,MVT_GT_Memphis TN
2017-01-01,39.0
2017-04-16,32.0
2017-05-14,35.0
2017-05-21,71.0
2017-06-04,31.0
2017-07-16,100.0
2017-08-13,35.0
2017-08-20,25.0
2017-11-05,49.0
2017-11-12,33.0
2017-11-19,25.0
2017-11-26,22.0
2017-12-03,37.0
2018-01-14,31.206259069254173
2018-01-21,22.961324185671963
2018-02-11,35.828726511045275
2018-02-18,37.17771348776172
2018-03-25,22.036830697313746
2018-04-08,33.05524604597062
2018-04-15,40.3756874411946
2018-04-29,22.036830697313746
2018-06-03,19.763350232239084
2018-06-17,56.01657023164258
2018-07-01,21.112337208955523
2018-07-22,20.1878437205973
2018-09-02,25.73480465074663
2018-09-09,19.763350232239084
2018-10-28,24.81031116238841
2018-11-25,67.03498558029946
2018-12-09,35.828726511045275
2018-12-16,19.763350232239084
2019-02-10,34.90423302268706
2019-02-24,22.036830697313746
2019-04-28,26.15929813910485
2019-06-02,20.6878437205973
2019-06-23,32.1307525576124
2019-07-28,24.31031116238841
2019-09-15,21.112337208955523
2019-10-20,31.206259069254173
2019-10-27,30.781765580895954
2019-12-01,20.1878437205973
2019-12-22,33.05524604597062
2019-12-29,37.67771348776172
2020-01-19,28.00828511582129
2020-03-01,16.989869767164418
2020-05-10,35.828726511045275
2020-05-24,50.045115813135034
2020-05-31,20.1878437205973
2020-06-21,27.08379162746307
2020-07-05,30.281765580895954
2020-07-19,20.1878437205973
2020-07-26,16.989869767164418
2020-09-20,18.83885674388086
2020-10-11,80.82688139403099
2020-10-25,25.23480465074663
2020-11-08,31.206259069254173
2020-11-15,22.036830697313746
2020-11-22,35.828726511045275
2020-11-29,29.857272092537734
2020-12-13,56.9410637200008
2020-12-20,22.961324185671963
2021-02-07,36.2532199994035
2021-02-21,26.15929813910485
2021-04-18,74.85542697552344
2021-05-30,17.914363255522638
2021-06-27,43.14916790626927
2021-07-04,44.07366139462749
2021-07-11,28.00828511582129
2021-07-18,35.828726511045275
2021-08-01,26.65929813910485
2021-09-05,36.7532199994035
2021-10-17,34.90423302268706
2021-10-24,41.30018092955282
2021-10-31,28.00828511582129
2021-12-12,84.9493488358221
2022-01-09,21.224674417911046
2022-02-13,15.281765580895954
2022-02-27,28.86555720835902
2022-03-06,19.526700464478164
2022-03-27,38.20441395223988
2022-04-17,24.620622324776814
2022-05-01,30.563531161791907
2022-05-15,16.979739534328836
2022-06-12,17.82872651104528
2022-07-17,55.18415348656872
2022-07-31,25.469609301493257
2022-08-14,38.20441395223988
2022-08-21,27.16758325492614
2022-09-04,25.469609301493257
2022-09-18,44.14732278925498
2022-09-25,23.77163534806037
2022-10-16,28.86555720835902
2022-10-23,41.600361859105654
2022-10-30,25.469609301493257
2022-11-20,33.95947906865767
2022-11-27,63.67402325373314
2022-12-04,21.224674417911046
2022-12-11,17.82872651104528
