,MVT_GT_Ontario
2017-01-01,9.0
2017-01-08,18.0
2017-01-15,14.0
2017-01-22,10.0
2017-01-29,26.0
2017-02-12,7.0
2017-02-26,19.0
2017-03-05,100.0
2017-03-12,12.0
2017-03-19,22.0
2017-03-26,20.0
2017-04-02,31.0
2017-04-09,18.0
2017-05-07,23.0
2017-05-14,10.0
2017-06-04,13.0
2017-06-11,30.0
2017-07-02,36.0
2017-07-09,10.0
2017-07-23,36.0
2017-08-13,23.0
2017-08-20,16.0
2017-09-03,12.0
2017-09-10,7.0
2017-09-17,17.0
2017-09-24,27.0
2017-10-01,7.0
2017-10-08,12.0
2017-10-15,19.0
2017-10-22,12.0
2017-10-29,15.0
2017-11-05,11.0
2017-11-12,17.0
2017-11-19,25.0
2017-11-26,10.0
2017-12-10,12.0
2017-12-17,10.0
2017-12-24,25.0
2017-12-31,10.0
2018-01-07,9.987660714984912
2018-01-14,6.929016741552127
2018-01-28,19.163592635283266
2018-02-04,13.858033483104254
2018-02-11,34.145083707760634
2018-02-18,29.962982144954736
2018-02-25,38.01545647587998
2018-03-04,11.922847099044583
2018-03-18,12.23457589373114
2018-03-25,8.052474330925241
2018-04-01,9.175931920298355
2018-04-22,14.169762277790811
2018-04-29,16.916677456537037
2018-05-06,11.111118304358026
2018-05-20,18.040135045910155
2018-05-27,20.787050224656383
2018-06-10,18.35186384059671
2018-06-17,14.981491072477368
2018-06-24,20.787050224656383
2018-07-08,15.293219867163925
2018-07-15,27.71606696620851
2018-07-22,34.95681250244719
2018-07-29,23.03396540340261
2018-08-05,15.793219867163925
2018-08-12,14.669762277790811
2018-08-19,9.175931920298355
2018-08-26,15.793219867163925
2018-09-02,12.73457589373114
2018-09-09,13.358033483104254
2018-09-16,58.302506700536355
2018-09-23,26.092609376835394
2018-09-30,23.03396540340261
2018-10-07,35.76854129713375
2018-10-14,21.09877901934294
2018-10-21,23.03396540340261
2018-10-28,25.78088058214884
2018-11-04,7.240745536238684
2018-11-11,16.916677456537037
2018-11-18,18.85186384059671
2018-11-25,11.111118304358026
2018-12-02,33.02162611838752
2018-12-09,40.76237165462621
2018-12-23,13.046304688417697
2018-12-30,19.975321429969824
2019-01-06,24.96915178746228
2019-01-13,13.046304688417697
2019-01-20,8.864203125611798
2019-01-27,16.104948661850482
2019-02-03,22.722236608716052
2019-02-10,6.11728794686557
2019-02-17,27.21606696620851
2019-02-24,6.929016741552127
2019-03-03,24.15742299277572
2019-03-10,31.08643973432785
2019-03-17,17.728406251223596
2019-03-24,14.981491072477368
2019-03-31,19.975321429969824
2019-04-07,14.169762277790811
2019-04-14,21.09877901934294
2019-04-21,9.675931920298355
2019-04-28,12.23457589373114
2019-05-05,28.839524555581622
2019-05-12,14.169762277790811
2019-05-19,14.981491072477368
2019-05-26,7.240745536238684
2019-06-02,8.864203125611798
2019-06-09,18.85186384059671
2019-06-16,24.96915178746228
2019-06-23,11.111118304358026
2019-06-30,23.845694198089166
2019-07-07,16.104948661850482
2019-07-14,18.040135045910155
2019-07-21,18.040135045910155
2019-07-28,38.01545647587998
2019-08-04,18.35186384059671
2019-08-11,29.962982144954736
2019-08-18,24.96915178746228
2019-08-25,19.163592635283266
2019-09-01,5.805559152179013
2019-09-08,16.104948661850482
2019-09-15,14.169762277790811
2019-09-22,12.23457589373114
2019-09-29,11.922847099044583
2019-10-06,21.09877901934294
2019-10-20,9.987660714984912
2019-10-27,23.845694198089166
2019-11-03,21.910507814029494
2019-11-10,22.722236608716052
2019-11-17,23.03396540340261
2019-11-24,30.274710939641295
2019-12-01,31.898168529014406
2019-12-08,24.96915178746228
2019-12-15,23.345694198089166
2019-12-22,37.20372768119342
2019-12-29,29.962982144954736
2020-01-05,16.916677456537037
2020-01-12,18.040135045910155
2020-01-19,18.85186384059671
2020-01-26,32.709897323700964
2020-02-02,14.981491072477368
2020-02-09,14.169762277790811
2020-02-16,30.274710939641295
2020-02-23,21.09877901934294
2020-03-01,19.163592635283266
2020-03-08,18.040135045910155
2020-03-29,26.90433817152195
2020-04-05,17.728406251223596
2020-04-12,16.916677456537037
2020-04-19,10.79938950967147
2020-04-26,8.052474330925241
2020-05-03,15.293219867163925
2020-05-10,17.228406251223596
2020-05-17,9.675931920298355
2020-05-24,13.858033483104254
2020-05-31,8.864203125611798
2020-06-07,13.046304688417697
2020-06-14,24.15742299277572
2020-06-21,24.15742299277572
2020-06-28,17.228406251223596
2020-07-05,17.728406251223596
2020-07-12,15.793219867163925
2020-07-19,17.728406251223596
2020-07-26,11.111118304358026
2020-08-09,14.669762277790811
2020-08-16,12.23457589373114
2020-08-23,10.79938950967147
2020-08-30,21.09877901934294
2020-09-06,16.916677456537037
2020-09-13,14.669762277790811
2020-09-20,24.96915178746228
2020-09-27,14.981491072477368
2020-10-11,16.104948661850482
2020-10-18,13.046304688417697
2020-11-01,27.71606696620851
2020-11-15,8.864203125611798
2020-11-22,14.981491072477368
2020-11-29,34.145083707760634
2020-12-06,28.027795760895067
2020-12-13,13.046304688417697
2020-12-20,24.96915178746228
2020-12-27,15.793219867163925
2021-01-03,15.293219867163925
2021-01-10,34.95681250244719
2021-01-17,19.975321429969824
2021-01-24,25.78088058214884
2021-01-31,10.79938950967147
2021-02-07,9.987660714984912
2021-02-14,16.916677456537037
2021-02-21,42.19755803868588
2021-03-07,49.93830357492456
2021-03-14,41.88582924399932
2021-03-28,13.358033483104254
2021-04-11,6.11728794686557
2021-04-18,9.175931920298355
2021-04-25,11.922847099044583
2021-05-02,20.287050224656383
2021-05-09,18.35186384059671
2021-05-16,18.85186384059671
2021-05-23,28.027795760895067
2021-05-30,11.111118304358026
2021-06-06,11.922847099044583
2021-06-13,16.916677456537037
2021-06-20,22.722236608716052
2021-06-27,18.040135045910155
2021-07-04,17.728406251223596
2021-07-11,16.916677456537037
2021-07-18,18.040135045910155
2021-07-25,28.839524555581622
2021-08-01,28.839524555581622
2021-08-08,14.981491072477368
2021-08-15,18.85186384059671
2021-08-22,14.981491072477368
2021-08-29,23.845694198089166
2021-09-05,11.111118304358026
2021-09-12,12.23457589373114
2021-09-19,18.040135045910155
2021-09-26,23.03396540340261
2021-10-03,20.787050224656383
2021-10-10,38.82718527056653
2021-10-17,31.08643973432785
2021-10-24,54.12040513773046
2021-10-31,34.95681250244719
2021-11-07,33.02162611838752
2021-11-14,23.03396540340261
2021-11-21,14.169762277790811
2021-11-28,62.1728794686557
2021-12-05,39.63891406525309
2021-12-12,43.009286833372435
2021-12-19,29.151253350268178
2021-12-26,29.651253350268178
2022-01-02,11.222236608716052
2022-01-09,14.962982144954736
2022-01-16,9.35186384059671
2022-01-23,24.93830357492456
2022-01-30,29.925964289909473
2022-02-06,26.808676343043903
2022-02-13,22.444473217432105
2022-02-20,9.975321429969824
2022-02-27,27.432133932417017
2022-03-06,31.796337058028815
2022-03-13,23.06793080680522
2022-03-20,26.18521875367079
2022-03-27,19.327185270566535
2022-04-03,14.962982144954736
2022-04-10,37.40745536238684
2022-04-17,18.080270091820307
2022-04-24,22.444473217432105
2022-05-01,41.771658487998636
2022-05-08,28.05559152179013
2022-05-15,46.13586161361044
2022-05-22,53.617352686087806
2022-05-29,24.93830357492456
2022-06-05,62.3457589373114
2022-06-12,49.253149560476004
2022-06-19,12.46915178746228
2022-06-26,46.13586161361044
2022-07-03,6.858033483104254
2022-07-10,43.01857366674487
2022-07-17,28.05559152179013
2022-07-24,43.64203125611798
2022-07-31,14.339524555581622
2022-08-07,21.197558038685877
2022-08-14,40.524743309252415
2022-08-21,38.65437054113307
2022-08-28,23.06793080680522
2022-09-04,24.314845985551447
2022-09-11,31.1728794686557
2022-09-18,9.35186384059671
2022-10-02,35.5370825942675
2022-10-09,33.04325223677505
2022-10-16,45.51240402423733
2022-10-23,27.432133932417017
2022-10-30,21.82101562805899
2022-11-06,19.95064285993965
2022-11-13,36.16054018364061
2022-11-20,28.679049111163245
2022-11-27,34.29016741552127
2022-12-04,48.00623438172978
2022-12-11,29.30250670053636
2022-12-18,46.75931920298355
2022-12-25,57.98155581169961
