,MVT_GT_Bakersfield CA
2017-02-19,16.0
2017-03-05,17.0
2017-03-12,20.0
2017-03-19,20.0
2017-03-26,37.0
2017-04-02,18.0
2017-04-09,32.0
2017-04-30,18.0
2017-05-07,16.0
2017-05-14,15.0
2017-05-28,25.0
2017-06-04,51.0
2017-07-02,59.0
2017-07-30,17.0
2017-08-27,100.0
2017-09-17,36.0
2017-10-01,93.0
2017-10-22,25.0
2017-11-19,42.0
2017-11-26,17.0
2017-12-03,17.0
2017-12-17,19.0
2018-01-28,16.976428469854987
2018-02-11,17.741316859537953
2018-02-18,23.155089146050607
2018-04-15,13.887098131757178
2018-05-13,17.741316859537953
2018-06-24,24.94975431509951
2018-07-29,14.151986521440145
2018-08-12,24.184865925416545
2018-12-09,52.98883896829683
2019-01-20,34.982633719075906
2019-02-24,20.065758807952797
2019-03-03,46.04528990241825
2019-03-10,20.065758807952797
2019-05-12,27.274196263514355
2019-06-02,24.184865925416545
2019-07-07,39.86662922622263
2019-08-18,13.887098131757178
2019-08-25,40.89640600558856
2019-09-01,32.15819177066107
2019-09-29,24.94975431509951
2019-11-24,47.33995507146715
2019-12-15,46.81017829210121
2019-12-22,13.887098131757178
2019-12-29,24.94975431509951
2020-01-12,25.71464270478248
2020-01-19,14.916874911123113
2020-02-16,21.095535587318736
2020-02-23,12.092432962708273
2020-03-01,14.151986521440145
2020-06-28,12.092432962708273
2020-07-12,16.976428469854987
2020-11-15,15.94665169048905
2021-04-18,23.919977535733576
2021-06-27,12.85732135239124
2021-07-25,14.151986521440145
2021-08-15,20.830647197635766
2021-08-29,22.12531236668467
2021-09-05,42.19107117463747
2021-10-03,15.181763300806082
2021-11-21,13.887098131757178
2022-01-16,34.43549065878589
2022-01-23,16.42308016034404
2022-01-30,15.363526601612165
2022-04-03,16.952856939709974
2022-04-17,39.733258452445256
2022-04-24,11.655089146050607
2022-05-08,18.01241049844185
2022-05-15,14.30397304288029
2022-07-31,23.310178292101213
2022-08-21,15.363526601612165
2022-09-18,34.96526743815182
2022-10-16,14.30397304288029
2022-10-30,11.655089146050607
2022-12-11,22.250624733369342
