,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,42.0
2017-01-08,33.0
2017-01-15,41.0
2017-01-22,42.0
2017-01-29,49.0
2017-02-05,46.0
2017-02-12,48.0
2017-02-19,45.0
2017-02-26,66.0
2017-03-05,23.0
2017-03-19,57.0
2017-03-26,11.0
2017-04-02,41.0
2017-04-09,57.0
2017-04-16,32.0
2017-04-23,19.0
2017-04-30,48.0
2017-05-07,28.0
2017-05-14,30.0
2017-05-21,42.0
2017-05-28,36.0
2017-06-04,45.0
2017-06-11,54.0
2017-06-18,45.0
2017-06-25,69.0
2017-07-02,51.0
2017-07-09,58.0
2017-07-16,29.0
2017-07-23,15.0
2017-07-30,49.0
2017-08-06,21.0
2017-08-13,32.0
2017-08-20,19.0
2017-08-27,22.0
2017-09-03,22.0
2017-09-10,22.0
2017-09-17,35.0
2017-09-24,69.0
2017-10-01,42.0
2017-10-08,38.0
2017-10-15,31.0
2017-10-22,53.0
2017-10-29,48.0
2017-11-05,15.0
2017-11-12,16.0
2017-11-19,35.0
2017-11-26,23.0
2017-12-03,40.0
2017-12-10,24.0
2017-12-17,36.0
2017-12-24,19.0
2017-12-31,48.0
2018-01-07,19.0
2018-01-14,52.0
2018-01-21,51.0
2018-01-28,29.0
2018-02-04,41.0
2018-02-11,24.0
2018-02-18,25.0
2018-02-25,25.0
2018-03-04,35.0
2018-03-11,11.0
2018-03-18,32.0
2018-03-25,48.0
2018-04-01,16.0
2018-04-08,82.0
2018-04-15,29.0
2018-04-22,46.0
2018-05-06,26.0
2018-05-13,44.0
2018-05-20,49.0
2018-06-03,40.0
2018-06-10,15.0
2018-06-17,38.0
2018-06-24,24.0
2018-07-01,32.0
2018-07-08,57.0
2018-07-15,18.0
2018-07-22,40.0
2018-07-29,62.0
2018-08-05,57.0
2018-08-12,38.0
2018-08-19,20.0
2018-08-26,34.0
2018-09-02,43.0
2018-09-09,35.0
2018-09-16,50.0
2018-09-23,17.0
2018-09-30,36.0
2018-10-07,34.0
2018-10-14,13.0
2018-10-21,25.0
2018-10-28,44.0
2018-11-04,38.0
2018-11-11,45.0
2018-11-18,45.0
2018-11-25,45.0
2018-12-02,43.0
2018-12-16,22.0
2018-12-23,21.0
2018-12-30,22.0
2019-01-06,25.0
2019-01-13,36.0
2019-01-20,36.0
2019-01-27,61.0
2019-02-03,70.0
2019-02-10,40.0
2019-02-17,63.0
2019-02-24,49.0
2019-03-03,49.0
2019-03-10,21.0
2019-03-17,48.0
2019-03-24,74.0
2019-03-31,18.0
2019-04-07,65.0
2019-04-14,47.0
2019-04-21,46.0
2019-04-28,100.0
2019-05-05,63.0
2019-05-12,28.0
2019-05-19,46.0
2019-05-26,31.0
2019-06-02,28.0
2019-06-09,42.0
2019-06-23,28.0
2019-06-30,41.0
2019-07-07,51.0
2019-07-21,19.0
2019-07-28,54.0
2019-08-04,54.0
2019-08-11,50.0
2019-08-18,34.0
2019-08-25,28.0
2019-09-01,48.0
2019-09-08,27.0
2019-09-15,32.0
2019-09-22,16.0
2019-09-29,23.0
2019-10-06,48.0
2019-10-13,58.0
2019-10-20,37.0
2019-10-27,54.0
2019-11-03,36.0
2019-11-10,15.0
2019-11-17,31.0
2019-11-24,51.0
2019-12-01,15.0
2019-12-08,41.0
2019-12-15,19.0
2019-12-22,53.0
2019-12-29,29.0
2020-01-05,33.0
2020-01-12,50.0
2020-01-19,50.0
2020-01-26,17.0
2020-02-02,35.0
2020-02-09,25.0
2020-02-16,36.0
2020-02-23,52.0
2020-03-01,15.0
2020-03-08,37.0
2020-03-22,21.0
2020-03-29,35.0
2020-04-05,41.0
2020-04-12,27.0
2020-04-19,33.0
2020-04-26,31.0
2020-05-03,22.0
2020-05-10,20.0
2020-05-17,38.0
2020-05-24,56.0
2020-05-31,93.0
2020-06-07,59.0
2020-06-14,22.0
2020-06-21,65.0
2020-06-28,49.0
2020-07-05,35.0
2020-07-12,44.0
2020-07-26,37.0
2020-08-02,53.0
2020-08-09,49.0
2020-08-16,28.0
2020-08-23,30.0
2020-08-30,34.0
2020-09-06,42.0
2020-09-13,55.0
2020-09-20,33.0
2020-09-27,36.0
2020-10-04,20.0
2020-10-11,20.0
2020-10-18,44.0
2020-10-25,22.0
2020-11-15,39.0
2020-11-22,73.0
2020-12-13,65.0
2020-12-20,54.0
2020-12-27,38.0
2021-01-03,44.0
2021-01-10,27.0
2021-01-17,75.0
2021-01-24,52.0
2021-01-31,31.0
2021-02-07,81.0
2021-02-14,38.0
2021-02-21,35.0
2021-02-28,94.0
2021-03-07,36.0
2021-03-14,62.0
2021-03-21,26.0
2021-03-28,26.0
2021-04-04,32.0
2021-04-11,70.0
2021-04-18,97.0
2021-04-25,37.0
2021-05-02,23.0
2021-05-09,28.0
2021-05-23,39.0
2021-05-30,69.0
2021-06-06,48.0
2021-06-13,57.0
2021-06-20,32.0
2021-06-27,22.0
2021-07-04,59.0
2021-07-11,25.0
2021-07-18,68.0
2021-07-25,31.0
2021-08-01,70.0
2021-08-08,88.0
2021-08-15,40.0
2021-08-22,52.0
2021-08-29,49.0
2021-09-05,31.0
2021-09-12,46.0
2021-09-19,38.0
2021-09-26,68.0
2021-10-10,18.0
2021-10-17,30.0
2021-10-31,57.0
2021-11-07,26.0
2021-11-14,58.0
2021-11-21,33.0
2021-11-28,30.0
2021-12-05,41.0
2021-12-12,20.0
2021-12-19,61.0
2021-12-26,35.0
2022-01-02,29.0
2022-01-09,21.0
2022-01-16,69.0
2022-01-23,62.0
2022-01-30,85.0
2022-02-06,50.0
2022-02-13,36.0
2022-02-20,35.0
2022-02-27,92.0
2022-03-06,49.0
2022-03-13,34.0
2022-03-20,35.0
2022-03-27,52.0
2022-04-03,44.0
2022-04-10,45.0
2022-04-17,32.0
2022-04-24,37.0
2022-05-01,49.0
2022-05-08,31.0
2022-05-15,68.0
2022-05-22,33.0
2022-05-29,48.0
2022-06-05,45.0
2022-06-12,63.0
2022-06-19,84.0
2022-06-26,37.0
2022-07-03,28.0
2022-07-10,49.0
2022-07-17,60.0
2022-07-24,27.0
2022-08-07,58.0
2022-08-14,64.0
2022-08-21,51.0
2022-08-28,47.0
2022-09-04,39.0
2022-09-11,74.0
2022-09-18,25.0
2022-09-25,17.0
2022-10-02,48.0
2022-10-09,36.0
2022-10-16,39.0
2022-10-23,15.0
2022-10-30,27.0
2022-11-06,37.0
2022-11-13,62.0
2022-11-20,41.0
2022-11-27,61.0
2022-12-04,40.0
2022-12-11,32.0
2022-12-18,48.0
2022-12-25,49.0
