,MVT_GT_New York NY
2017-01-01,47.0
2017-01-08,41.0
2017-01-15,46.0
2017-01-22,33.0
2017-01-29,26.0
2017-02-12,18.0
2017-02-19,21.0
2017-02-26,25.0
2017-03-05,26.0
2017-03-12,43.0
2017-03-19,52.0
2017-03-26,34.0
2017-04-02,34.0
2017-04-09,25.0
2017-04-16,21.0
2017-04-23,22.0
2017-04-30,40.0
2017-05-07,13.0
2017-05-14,28.0
2017-05-21,43.0
2017-05-28,30.0
2017-06-04,36.0
2017-06-11,38.0
2017-06-18,34.0
2017-06-25,30.0
2017-07-02,28.0
2017-07-09,30.0
2017-07-16,39.0
2017-07-23,34.0
2017-07-30,36.0
2017-08-06,56.0
2017-08-13,9.0
2017-08-20,33.0
2017-08-27,27.0
2017-09-03,39.0
2017-09-10,43.0
2017-09-17,29.0
2017-09-24,41.0
2017-10-01,15.0
2017-10-08,34.0
2017-10-15,42.0
2017-10-22,41.0
2017-10-29,33.0
2017-11-05,20.0
2017-11-12,100.0
2017-11-19,36.0
2017-11-26,22.0
2017-12-03,29.0
2017-12-10,27.0
2017-12-17,75.0
2017-12-24,26.0
2017-12-31,48.0
2018-01-07,26.954108941801763
2018-01-14,25.745997944864833
2018-01-21,49.78388489279273
2018-01-28,29.01627543720717
2018-02-04,33.14060842801797
2018-02-11,50.991995889729665
2018-02-18,37.764941418828776
2018-02-25,23.183831449459426
2018-03-04,36.910885920360315
2018-03-11,12.872998972432416
2018-03-18,24.037886947927895
2018-03-25,30.7243864341441
2018-04-01,33.14060842801797
2018-04-08,52.700106886666596
2018-04-15,46.01360740045039
2018-04-22,20.767609455585557
2018-04-29,20.767609455585557
2018-05-06,38.973052415765714
2018-05-13,19.913553957117088
2018-05-20,31.07844193261257
2018-05-27,48.07577389585579
2018-06-03,47.72171839738732
2018-06-10,48.92982939432426
2018-06-24,29.870330935675636
2018-07-01,26.954108941801763
2018-07-08,35.20277492342338
2018-07-15,41.88927440963958
2018-07-22,16.14327646477475
2018-07-29,36.056830421891846
2018-08-05,52.700106886666596
2018-08-12,33.14060842801797
2018-08-19,26.100053443333298
2018-08-26,9.602721480090079
2018-09-02,41.035218911171114
2018-09-09,24.891942446396364
2018-09-16,38.973052415765714
2018-09-23,29.01627543720717
2018-09-30,48.92982939432426
2018-10-07,33.14060842801797
2018-10-14,33.14060842801797
2018-10-21,32.2865529295495
2018-10-28,33.14060842801797
2018-11-04,25.745997944864833
2018-11-11,31.07844193261257
2018-11-18,27.808164440270232
2018-11-25,44.30549640351345
2018-12-02,36.056830421891846
2018-12-09,17.85138746171169
2018-12-16,36.056830421891846
2018-12-23,24.891942446396364
2018-12-30,24.037886947927895
2019-01-06,26.954108941801763
2019-01-13,21.121664954054026
2019-01-20,42.24332990810805
2019-01-27,16.14327646477475
2019-02-03,26.954108941801763
2019-02-10,41.035218911171114
2019-02-17,41.88927440963958
2019-02-24,21.121664954054026
2019-03-03,31.07844193261257
2019-03-10,36.056830421891846
2019-03-17,35.70277492342338
2019-03-24,22.82977595099096
2019-03-31,16.64327646477475
2019-04-07,14.935165467837818
2019-04-14,29.01627543720717
2019-04-21,25.745997944864833
2019-04-28,24.891942446396364
2019-05-05,14.935165467837818
2019-05-19,25.745997944864833
2019-05-26,17.35138746171169
2019-06-02,26.100053443333298
2019-06-09,30.2243864341441
2019-06-16,43.95144090504499
2019-06-23,21.975720452522495
2019-06-30,42.24332990810805
2019-07-07,23.683831449459426
2019-07-14,38.973052415765714
2019-07-21,37.764941418828776
2019-07-28,27.308164440270232
2019-08-04,48.92982939432426
2019-08-11,19.913553957117088
2019-08-18,53.90821788360353
2019-08-25,25.245997944864833
2019-09-01,13.227054470900882
2019-09-08,33.99466392648644
2019-09-15,20.767609455585557
2019-09-22,41.035218911171114
2019-09-29,26.100053443333298
2019-10-06,17.85138746171169
2019-10-13,39.327107914234176
2019-10-20,25.245997944864833
2019-10-27,26.100053443333298
2019-11-03,30.2243864341441
2019-11-10,35.20277492342338
2019-11-17,22.82977595099096
2019-11-24,36.056830421891846
2019-12-01,30.7243864341441
2019-12-08,11.16488797549548
2019-12-15,45.15955190198192
2019-12-22,11.66488797549548
2019-12-29,28.1622199387387
2020-01-05,16.14327646477475
2020-01-12,33.99466392648644
2020-01-19,37.264941418828776
2020-01-26,35.20277492342338
2020-02-02,41.035218911171114
2020-02-09,26.954108941801763
2020-02-16,43.95144090504499
2020-02-23,48.07577389585579
2020-03-01,12.872998972432416
2020-03-08,21.975720452522495
2020-03-15,23.183831449459426
2020-03-22,23.183831449459426
2020-03-29,19.913553957117088
2020-04-05,31.07844193261257
2020-04-12,14.935165467837818
2020-04-19,37.764941418828776
2020-04-26,50.137940391261196
2020-05-03,49.28388489279273
2020-05-10,33.99466392648644
2020-05-17,41.38927440963958
2020-05-24,38.118996917297245
2020-05-31,39.827107914234176
2020-06-07,48.92982939432426
2020-06-21,26.100053443333298
2020-06-28,40.181163412702645
2020-07-05,31.07844193261257
2020-07-12,24.037886947927895
2020-07-19,55.970384379008934
2020-07-26,32.2865529295495
2020-08-02,48.92982939432426
2020-08-09,43.95144090504499
2020-08-16,50.137940391261196
2020-08-23,18.205442960180157
2020-08-30,44.80549640351345
2020-09-06,48.07577389585579
2020-09-13,12.872998972432416
2020-09-20,53.90821788360353
2020-09-27,48.07577389585579
2020-10-04,27.308164440270232
2020-10-11,35.70277492342338
2020-10-18,31.07844193261257
2020-10-25,46.01360740045039
2020-11-01,12.872998972432416
2020-11-08,19.059498458648623
2020-11-15,26.954108941801763
2020-11-22,36.910885920360315
2020-11-29,33.99466392648644
2020-12-06,38.973052415765714
2020-12-13,43.09738540657652
2020-12-20,21.121664954054026
2020-12-27,22.82977595099096
2021-01-03,43.09738540657652
2021-01-10,27.308164440270232
2021-01-17,42.24332990810805
2021-01-24,34.34871942495491
2021-01-31,34.34871942495491
2021-02-07,6.686499486216208
2021-02-14,25.745997944864833
2021-02-21,33.99466392648644
2021-02-28,29.01627543720717
2021-03-07,21.975720452522495
2021-03-14,7.8946104831531425
2021-03-21,19.913553957117088
2021-03-28,46.01360740045039
2021-04-04,22.32977595099096
2021-04-11,22.32977595099096
2021-04-18,24.037886947927895
2021-04-25,23.183831449459426
2021-05-02,41.035218911171114
2021-05-09,50.137940391261196
2021-05-16,53.40821788360353
2021-05-23,46.36766289891885
2021-05-30,35.20277492342338
2021-06-06,52.200106886666596
2021-06-13,26.100053443333298
2021-06-20,50.991995889729665
2021-06-27,41.38927440963958
2021-07-04,20.767609455585557
2021-07-11,43.95144090504499
2021-07-18,55.970384379008934
2021-07-25,55.116328880540465
2021-08-01,31.93249743108104
2021-08-08,27.308164440270232
2021-08-15,36.056830421891846
2021-08-22,36.056830421891846
2021-08-29,21.975720452522495
2021-09-05,43.95144090504499
2021-09-12,30.7243864341441
2021-09-19,31.07844193261257
2021-09-26,36.910885920360315
2021-10-03,51.84605138819813
2021-10-10,34.84871942495491
2021-10-17,29.01627543720717
2021-10-24,29.01627543720717
2021-10-31,44.30549640351345
2021-11-07,62.15688386522514
2021-11-14,44.30549640351345
2021-11-21,21.121664954054026
2021-11-28,42.24332990810805
2021-12-05,46.01360740045039
2021-12-12,55.116328880540465
2021-12-19,32.7865529295495
2021-12-26,35.20277492342338
2022-01-02,28.324439877477403
2022-01-09,43.194770813153035
2022-01-16,43.194770813153035
2022-01-23,54.524546764144
2022-01-30,41.778548819279166
2022-02-06,36.113660843783684
2022-02-13,44.6109928070269
2022-02-20,45.31910380396384
2022-02-27,57.356990751891736
2022-03-06,36.113660843783684
2022-03-13,36.82177184072062
2022-03-20,56.648879754954805
2022-03-27,53.81643576720706
2022-04-03,70.8110996936935
2022-04-10,63.02187872738722
2022-04-17,52.40021377333319
2022-04-24,66.5624337120719
2022-05-01,53.81643576720706
2022-05-08,31.15688386522514
2022-05-15,53.10832477027013
2022-05-22,24.07577389585579
2022-05-29,21.951440905044986
2022-06-05,19.118996917297245
2022-06-12,55.94076875801787
2022-06-19,38.94610483153143
2022-06-26,28.324439877477403
2022-07-03,52.40021377333319
2022-07-10,55.94076875801787
2022-07-17,35.40554984684675
2022-07-24,61.60565673351335
2022-07-31,29.032550874414337
2022-08-07,37.52988283765755
2022-08-14,21.951440905044986
2022-08-21,53.10832477027013
2022-08-28,48.85965878864852
2022-09-04,26.90821788360353
2022-09-11,69.39487769981963
2022-09-18,33.98932785297288
2022-09-25,40.3623268254053
2022-10-02,51.692102776396254
2022-10-09,38.23799383459449
2022-10-16,48.15154779171158
2022-10-23,46.02721480090078
2022-10-30,45.31910380396384
2022-11-06,48.15154779171158
2022-11-13,43.90288181008997
2022-11-20,23.367662898918855
2022-11-27,48.85965878864852
2022-12-04,67.97865570594576
2022-12-11,33.98932785297288
2022-12-18,55.23265776108093
2022-12-25,27.616328880540465
