,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,38.0
2017-01-08,59.0
2017-01-15,36.0
2017-01-22,49.0
2017-01-29,42.0
2017-02-05,24.0
2017-02-12,28.0
2017-02-26,38.0
2017-03-05,74.0
2017-03-12,40.0
2017-03-19,16.0
2017-03-26,29.0
2017-04-02,29.0
2017-04-09,23.0
2017-04-23,38.0
2017-05-14,45.0
2017-05-21,39.0
2017-05-28,69.0
2017-06-04,38.0
2017-06-11,41.0
2017-06-18,27.0
2017-06-25,28.0
2017-07-02,16.0
2017-07-09,29.0
2017-07-16,47.0
2017-07-23,24.0
2017-07-30,49.0
2017-08-06,67.0
2017-08-13,29.0
2017-08-20,29.0
2017-08-27,37.0
2017-09-03,33.0
2017-09-10,100.0
2017-09-17,40.0
2017-09-24,45.0
2017-10-01,49.0
2017-10-15,39.0
2017-10-22,64.0
2017-10-29,33.0
2017-11-12,37.0
2017-11-19,63.0
2017-11-26,41.0
2017-12-03,38.0
2017-12-10,67.0
2017-12-24,42.0
2017-12-31,22.0
2018-01-07,35.79301148326029
2018-01-14,21.449545528160176
2018-01-28,56.05821041591045
2018-02-04,60.11125020244049
2018-02-11,24.818238719180197
2018-02-18,17.896505741630143
2018-03-04,21.949545528160176
2018-03-11,16.212159146120133
2018-03-18,52.005170629380416
2018-03-25,42.21474446081034
2018-04-08,36.977358078770294
2018-04-22,32.424318292240265
2018-05-06,38.16170467428031
2018-05-13,36.977358078770294
2018-05-20,28.87127850571023
2018-06-03,27.68693191020022
2018-06-10,23.633892123670186
2018-06-24,65.34863658448053
2018-07-01,21.949545528160176
2018-07-08,31.73997169673025
2018-07-15,31.23997169673025
2018-07-22,69.90167637101055
2018-07-29,27.68693191020022
2018-08-12,39.84605126979032
2018-08-19,81.56079573060066
2018-08-26,26.002585314690208
2018-09-02,38.66170467428031
2018-09-09,26.002585314690208
2018-09-23,65.34863658448053
2018-09-30,24.818238719180197
2018-10-07,24.818238719180197
2018-10-14,30.055625101220244
2018-10-21,41.03039786530033
2018-10-28,76.82340934856062
2018-11-04,62.9799433934605
2018-11-11,36.977358078770294
2018-11-18,15.027812550610122
2018-11-25,43.89909105632035
2018-12-02,28.87127850571023
2018-12-23,36.477358078770294
2018-12-30,83.74514232611067
2019-01-06,64.16428998897052
2019-01-13,42.21474446081034
2019-01-20,57.74255701142046
2019-01-27,15.027812550610122
2019-02-03,94.21991509019077
2019-02-10,45.083437651830366
2019-02-17,54.37386382040044
2019-03-03,19.080852337140154
2019-03-10,65.84863658448053
2019-03-17,61.795596797950495
2019-03-24,46.76778424734037
2019-03-31,28.87127850571023
2019-04-07,26.502585314690208
2019-04-14,24.818238719180197
2019-04-28,67.03298317999054
2019-05-05,38.66170467428031
2019-05-12,34.10866488775028
2019-05-19,36.477358078770294
2019-05-26,23.633892123670186
2019-06-09,62.9799433934605
2019-06-16,27.68693191020022
2019-06-23,26.002585314690208
2019-06-30,54.87386382040044
2019-07-07,34.10866488775028
2019-07-14,58.92690360693047
2019-07-21,15.027812550610122
2019-07-28,39.84605126979032
2019-08-04,43.39909105632035
2019-08-11,68.21732977550056
2019-08-18,46.76778424734037
2019-08-25,30.055625101220244
2019-09-08,35.79301148326029
2019-09-15,34.10866488775028
2019-09-22,19.080852337140154
2019-10-06,19.580852337140154
2019-10-13,39.84605126979032
2019-10-20,19.080852337140154
2019-10-27,42.71474446081034
2019-11-03,16.212159146120133
2019-11-10,30.055625101220244
2019-11-17,31.73997169673025
2019-11-24,20.265198932650165
2019-12-01,72.27036956203058
2019-12-15,36.477358078770294
2019-12-29,34.10866488775028
2020-01-05,32.924318292240265
2020-01-12,15.027812550610122
2020-01-19,23.133892123670186
2020-01-26,38.16170467428031
2020-02-09,36.977358078770294
2020-02-16,21.949545528160176
2020-02-23,28.87127850571023
2020-03-01,17.896505741630143
2020-03-15,10.974772764080088
2020-03-29,31.23997169673025
2020-04-05,28.87127850571023
2020-04-12,22.449545528160176
2020-04-19,58.42690360693047
2020-04-26,45.083437651830366
2020-05-03,39.84605126979032
2020-05-10,30.055625101220244
2020-05-17,50.32082403387041
