,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-01,20.0
2017-01-08,21.0
2017-01-22,39.0
2017-01-29,100.0
2017-02-05,19.0
2017-02-26,21.0
2017-03-12,21.0
2017-03-26,51.0
2017-04-02,19.0
2017-04-09,35.0
2017-04-16,26.0
2017-04-30,23.0
2017-05-07,24.0
2017-05-14,30.0
2017-05-28,26.0
2017-06-18,40.0
2017-06-25,26.0
2017-07-02,28.0
2017-07-16,37.0
2017-07-30,21.0
2017-08-06,45.0
2017-08-13,25.0
2017-08-20,84.0
2017-09-03,29.0
2017-09-17,29.0
2017-10-08,41.0
2017-10-15,56.0
2017-10-22,22.0
2017-11-12,76.0
2017-11-26,58.0
2017-12-10,29.0
2017-12-17,25.0
2017-12-24,40.0
2018-01-07,31.76418828977628
2018-02-11,26.30103386949873
2018-02-18,31.26418828977628
2018-02-25,40.19786624627585
2018-03-11,48.13891331871992
2018-03-18,42.68312801438687
2018-04-01,61.04311481144154
2018-04-15,32.756819173831786
2018-04-22,31.76418828977628
2018-05-06,32.256819173831786
2018-05-27,27.793664753554243
2018-06-03,32.756819173831786
2018-06-10,24.815772101387715
2018-06-17,19.352617681110175
2018-06-24,21.83787944922119
2018-07-15,35.73471182599831
2018-07-29,34.2420809419428
2018-09-02,33.249450057887294
2018-10-07,69.9767927679411
2018-11-18,19.852617681110175
2018-12-23,31.26418828977628
2018-12-30,26.80103386949873
2019-01-06,55.087329507108485
2019-01-13,62.03574569549704
2019-01-20,17.867355912999155
2019-02-03,40.69786624627585
2019-02-10,62.03574569549704
2019-02-17,21.83787944922119
2019-03-03,34.2420809419428
2019-03-17,20.845248565165683
2019-03-24,55.087329507108485
2019-04-07,25.808402985443223
2019-04-14,48.13891331871992
2019-04-21,42.18312801438687
2019-04-28,49.13154420277543
2019-05-05,37.219973594109334
2019-05-12,28.78629563760975
2019-05-19,45.6610206665534
2019-05-26,26.80103386949873
2019-06-09,24.315772101387715
2019-06-23,24.815772101387715
2019-07-14,42.18312801438687
2019-07-21,29.27892652166526
2019-07-28,26.30103386949873
2019-08-11,14.88946326083263
2019-08-18,75.43257807227417
2019-08-25,49.63154420277543
2019-09-01,33.749450057887294
2019-09-15,48.63891331871992
2019-10-06,18.859986797054667
2019-10-13,41.190497130331366
2019-10-20,20.345248565165683
2019-10-27,34.7420809419428
2019-11-03,67.9915309998301
2019-11-24,51.116805970886446
2019-12-15,50.124175086830945
2019-12-22,24.815772101387715
2019-12-29,24.815772101387715
2020-01-05,20.845248565165683
2020-01-26,31.26418828977628
2020-02-02,27.293664753554243
2020-02-09,35.73471182599831
2020-02-23,19.352617681110175
2020-03-01,13.896832376777121
2020-03-29,14.88946326083263
2020-04-05,19.852617681110175
2020-04-12,59.05785304333052
2020-04-19,22.8305103332767
2020-05-17,39.20523536222035
2020-05-24,37.219973594109334
2020-06-14,15.38209414488814
2020-06-28,34.7420809419428
2020-07-19,20.845248565165683
2020-08-09,41.190497130331366
2020-08-23,40.19786624627585
2020-08-30,22.8305103332767
2020-09-20,20.345248565165683
2020-10-11,34.2420809419428
2020-10-18,24.815772101387715
2020-10-25,21.33787944922119
2020-11-01,15.88209414488814
2020-11-15,29.27892652166526
2020-11-22,22.8305103332767
2020-11-29,34.7420809419428
2020-12-06,20.345248565165683
2020-12-27,60.050483927386026
2021-01-03,19.352617681110175
2021-01-17,14.38946326083263
2021-01-24,38.212604478164835
2021-02-07,44.16838978249789
2021-02-14,15.88209414488814
2021-02-21,40.19786624627585
2021-03-07,23.323141217332207
2021-03-14,18.859986797054667
2021-03-21,26.80103386949873
2021-03-28,33.249450057887294
2021-04-04,19.352617681110175
2021-04-11,22.8305103332767
2021-04-25,13.896832376777121
2021-05-09,30.77155740572077
2021-05-23,44.16838978249789
2021-05-30,23.823141217332207
2021-06-06,20.345248565165683
2021-06-13,40.19786624627585
2021-06-20,27.793664753554243
2021-07-04,26.30103386949873
2021-07-18,39.70523536222035
2021-08-01,21.83787944922119
2021-08-15,19.852617681110175
2021-08-22,28.78629563760975
2021-08-29,16.874725028943647
2021-09-19,19.852617681110175
2021-09-26,20.845248565165683
2021-10-10,35.73471182599831
2021-10-24,15.88209414488814
2021-11-21,28.78629563760975
2021-12-12,14.88946326083263
2021-12-19,21.83787944922119
2022-01-02,31.528376579552553
2022-01-09,29.557853043330518
2022-02-06,18.71997359410933
2022-02-13,12.808402985443225
2022-02-27,29.557853043330518
2022-03-06,18.71997359410933
2022-03-13,30.543114811441537
2022-03-27,11.823141217332207
2022-04-03,23.646282434664414
2022-04-17,43.351517796884764
2022-04-24,17.73471182599831
2022-05-08,62.07149139099409
2022-05-15,29.557853043330518
2022-05-22,39.41047072444069
2022-05-29,98.52617681110173
2022-06-05,22.661020666553398
2022-07-03,35.46942365199662
2022-07-10,14.778926521665259
2022-07-17,42.36625602877374
2022-07-24,39.41047072444069
2022-08-14,16.749450057887294
2022-10-02,38.425208956329676
2022-10-09,16.749450057887294
2022-10-16,38.425208956329676
2022-10-30,31.528376579552553
2022-11-06,15.764188289776277
2022-11-13,44.33677956499578
2022-11-20,38.425208956329676
2022-12-04,27.587329507108485
2022-12-18,49.26308840555087
2022-12-25,27.587329507108485
