,MVT_GT_Louisville KY
2017-01-15,33.0
2017-02-05,19.0
2017-05-14,47.0
2017-05-21,31.0
2017-06-11,100.0
2017-07-23,16.0
2017-08-27,23.0
2017-09-10,17.0
2017-09-17,41.0
2017-10-08,26.0
2017-11-12,24.0
2017-12-31,37.0
2018-01-07,22.12807833031418
2018-01-21,12.858901903036674
2018-01-28,37.17927434017024
2018-02-04,13.756333271976468
2018-02-11,30.999823388651897
2018-03-25,14.65376464091626
2018-05-13,45.153588029568155
2018-05-27,29.70496065077231
2018-06-10,15.948627378795845
2018-06-24,14.15376464091626
2018-07-08,27.012666543952935
2018-07-29,15.948627378795845
2018-08-05,24.820372437133557
2018-09-02,25.71780380607335
2018-09-16,27.910097912892727
2018-09-30,23.922941068193765
2018-11-11,33.19211749547127
2018-12-16,19.935784223494807
2018-12-30,26.11523517501314
2019-01-13,43.85872529168857
2019-01-20,23.025509699253973
2019-01-27,18.14092148561522
2019-02-03,11.961470534096883
2019-03-03,12.358901903036674
2019-06-16,29.20496065077231
2019-07-07,26.11523517501314
2019-07-28,15.051196009856053
2019-08-11,25.21780380607335
2019-10-06,15.051196009856053
2019-11-17,15.948627378795845
2019-12-01,18.14092148561522
2019-12-15,13.256333271976468
2020-01-05,11.961470534096883
2020-01-19,12.858901903036674
2020-02-09,14.65376464091626
2020-02-23,7.07688232045813
2020-03-01,9.269176427277507
2020-03-15,14.15376464091626
2020-04-05,11.961470534096883
2020-04-12,19.038352854555015
2020-05-10,12.858901903036674
2020-05-17,10.6666077962173
2020-06-28,25.21780380607335
2020-09-27,16.846058747735636
2020-11-01,15.948627378795845
2020-11-15,40.268999815929405
2020-12-13,19.935784223494807
2021-01-17,19.935784223494807
2021-02-21,19.038352854555015
2021-03-21,23.025509699253973
2021-04-04,15.051196009856053
2021-04-11,24.820372437133557
2021-06-06,23.025509699253973
2021-07-25,14.15376464091626
2021-08-01,17.243490116675428
2021-09-12,16.846058747735636
2021-10-10,30.999823388651897
2021-10-24,79.24313689397923
2021-11-14,15.051196009856053
2021-11-28,15.948627378795845
2022-01-09,17.486980233350856
2022-01-30,48.48662701065465
2022-02-06,48.48662701065465
2022-02-13,14.307529281832519
2022-03-20,11.922941068193765
2022-03-27,12.71780380607335
2022-04-03,16.692117495471273
2022-04-17,14.307529281832519
2022-04-24,18.28184297123044
2022-05-22,36.56368594246088
2022-05-29,12.71780380607335
2022-06-05,61.99929355460758
2022-06-26,19.87156844698961
2022-07-31,26.230470350026284
2022-08-21,17.486980233350856
2022-09-04,21.46129392274878
2022-10-09,49.281489748534234
2022-12-25,22.256156660628363
