,MVT_GT_San Diego CA
2017-01-08,57.0
2017-01-15,31.0
2017-01-29,30.0
2017-02-05,36.0
2017-02-12,28.0
2017-02-19,21.0
2017-04-02,30.0
2017-04-23,15.0
2017-04-30,16.0
2017-05-21,44.0
2017-06-18,36.0
2017-07-02,28.0
2017-07-09,17.0
2017-07-16,13.0
2017-07-30,19.0
2017-08-13,26.0
2017-08-20,43.0
2017-09-03,16.0
2017-09-17,33.0
2017-10-01,21.0
2017-10-29,48.0
2017-11-05,17.0
2017-11-12,13.0
2017-11-26,15.0
2017-12-03,26.0
2017-12-17,18.0
2017-12-24,35.0
2018-01-07,18.0
2018-01-14,24.0
2018-01-21,20.257259857713038
2018-02-04,30.591976021086946
2018-02-18,20.340938898556516
2018-02-25,30.345087388678248
2018-03-04,28.506222735182604
2018-03-11,30.34301314361738
2018-04-01,18.504148490121736
2018-04-15,28.84301314361738
2018-04-22,14.67150657180869
2018-04-29,21.089901776026082
2018-05-06,24.0
2018-05-13,22.506222735182604
2018-05-27,35.424617939399994
2018-06-03,43.514519715426076
2018-06-10,16.0
2018-06-24,22.0
2018-07-08,75.68187779711303
2018-07-15,16.0
2018-07-22,19.922543694339126
2018-07-29,25.840938898556516
2018-08-05,28.512445470365204
2018-08-12,17.0
2018-08-19,28.257259857713038
2018-09-02,31.845087388678248
2018-09-09,28.675655061930424
2018-09-16,29.0
2018-09-23,19.422543694339126
2018-09-30,20.0
2018-10-14,17.0
2018-10-21,15.587827530965212
2018-11-04,27.0
2018-11-11,24.0
2018-11-18,26.0
2018-12-02,51.75725985771304
2018-12-09,15.0
2018-12-16,31.096124511208682
2018-12-30,37.422543694339126
2019-01-06,31.512445470365204
2019-01-13,13.0
2019-01-27,31.50829698024347
2019-02-03,11.0
2019-02-17,15.422543694339124
2019-02-24,29.175655061930424
2019-03-03,23.591976021086946
2019-03-10,50.261408347834774
2019-03-17,30.591976021086946
2019-03-24,37.096124511208686
2019-03-31,23.0
2019-04-14,31.424617939399994
2019-04-28,18.506222735182604
2019-05-12,21.257259857713038
2019-05-26,22.922543694339126
2019-06-02,56.0
2019-06-09,17.757259857713038
2019-06-16,29.922543694339126
2019-06-23,31.010371225304336
2019-06-30,22.759334102773902
2019-07-07,24.006222735182604
2019-07-14,44.0
2019-07-28,29.757259857713038
2019-08-04,24.340938898556516
2019-08-11,37.677729306991296
2019-08-18,21.0
2019-09-01,28.0
2019-09-15,23.175655061930424
2019-09-29,19.587827530965214
2019-10-13,34.0
2019-10-27,18.0
2019-11-03,44.018668205547804
2019-11-10,14.0
2019-11-17,31.757259857713038
2019-12-01,43.0
2019-12-08,24.259334102773902
2019-12-15,21.006222735182604
2019-12-22,22.0
2019-12-29,13.0
2020-01-12,37.51244547036521
2020-01-26,27.0
