,MVT_GT_Denver CO
2017-01-08,100.0
2017-01-22,31.0
2017-02-05,27.0
2017-02-19,30.0
2017-02-26,20.0
2017-03-05,22.0
2017-03-26,21.0
2017-05-07,16.0
2017-05-14,35.0
2017-05-28,36.0
2017-06-11,26.0
2017-06-25,30.0
2017-07-16,32.0
2017-07-30,28.0
2017-09-03,18.0
2017-09-24,35.0
2017-11-05,34.0
2017-11-12,29.0
2017-11-19,34.0
2017-11-26,12.0
2017-12-03,14.0
2017-12-10,33.0
2017-12-17,89.0
2017-12-31,29.0
2018-01-14,12.23969643202356
2018-01-28,36.80310953393578
2018-03-04,29.059291674721642
2018-03-11,27.227332150451836
2018-03-25,21.815473815507506
2018-04-01,20.8994940533726
2018-04-08,42.71496786888011
2018-04-15,27.727332150451836
2018-04-29,27.727332150451836
2018-05-13,54.03868453876876
2018-05-20,27.727332150451836
2018-06-03,29.975271436856545
2018-06-10,36.30310953393578
2018-06-17,29.975271436856545
2018-07-01,32.72321072326126
2018-07-15,14.987635718428272
2018-07-22,18.15155476696789
2018-07-29,24.063413101912218
2018-08-19,32.72321072326126
2018-09-09,14.07165595629337
2018-09-16,25.895372626182024
2018-09-23,29.059291674721642
2018-09-30,22.231453577642412
2018-10-07,29.059291674721642
2018-10-14,24.063413101912218
2018-10-21,64.03044168438761
2018-11-04,18.15155476696789
2018-11-11,40.8830083446103
2018-11-25,62.698482160117806
2018-12-02,77.18611787854607
2018-12-09,26.81135238831693
2018-12-23,35.88712977180087
2018-12-30,18.15155476696789
2019-01-06,30.891251198991448
2019-01-13,39.05104882034049
2019-01-20,24.97939286404712
2019-02-03,24.063413101912218
2019-02-10,16.31959524269808
2019-02-17,19.983514291237697
2019-02-24,22.231453577642412
2019-03-10,44.962907155284825
2019-03-17,22.731453577642412
2019-03-24,34.97115000966597
2019-04-07,29.975271436856545
2019-04-21,30.891251198991448
2019-05-05,21.815473815507506
2019-05-19,30.891251198991448
2019-06-02,12.73969643202356
2019-06-09,49.04280596595934
2019-06-16,24.97939286404712
2019-06-23,14.987635718428272
2019-07-07,12.73969643202356
2019-07-14,61.782502397982896
2019-07-21,51.79074525236405
2019-07-28,27.727332150451836
2019-08-04,17.235575004832985
2019-08-11,29.059291674721642
2019-09-08,14.987635718428272
2019-09-15,54.95466430090367
2019-09-22,19.067534529102794
2019-09-29,43.13094763101501
2019-10-06,19.983514291237697
2019-10-13,27.227332150451836
2019-10-20,83.0979762134904
2019-11-03,34.055170247531066
2019-11-10,25.895372626182024
2019-12-01,42.21496786888011
2019-12-08,24.063413101912218
2019-12-15,13.155676194158465
2019-12-22,21.815473815507506
2020-01-05,39.05104882034049
2020-01-12,21.815473815507506
2020-01-19,35.88712977180087
2020-01-26,14.07165595629337
2020-02-02,44.046927393149915
2020-02-16,62.198482160117806
2020-02-23,17.735575004832985
2020-03-01,14.987635718428272
2020-03-15,16.31959524269808
2020-03-29,11.823716669888658
2020-04-05,26.81135238831693
2020-04-12,12.73969643202356
2020-04-19,14.07165595629337
2020-04-26,24.97939286404712
2020-05-03,37.21908929607068
2020-05-10,25.895372626182024
2020-05-24,39.96702858247539
2020-05-31,19.067534529102794
2020-06-14,68.11034049506213
2020-06-28,14.07165595629337
2020-07-05,29.975271436856545
2020-07-12,22.231453577642412
2020-07-19,17.235575004832985
2020-07-26,20.8994940533726
2020-08-02,11.323716669888658
2020-08-09,42.21496786888011
2020-08-16,13.155676194158465
2020-08-30,19.067534529102794
2020-09-06,35.88712977180087
2020-09-13,23.147433339777315
2020-09-27,12.73969643202356
