,MVT_GT_Washington DC (Hagerstown MD)
2017-01-01,82.0
2017-01-15,63.0
2017-01-29,32.0
2017-02-19,68.0
2017-03-05,26.0
2017-03-19,40.0
2017-03-26,69.0
2017-04-23,20.0
2017-04-30,29.0
2017-05-07,53.0
2017-05-21,42.0
2017-06-04,28.0
2017-06-11,46.0
2017-06-18,61.0
2017-06-25,31.0
2017-07-02,34.0
2017-07-23,39.0
2017-07-30,29.0
2017-08-13,25.0
2017-08-20,21.0
2017-08-27,78.0
2017-09-03,96.0
2017-09-24,20.0
2017-10-01,25.0
2017-10-08,48.0
2017-10-15,47.0
2017-10-22,32.0
2017-10-29,18.0
2017-11-12,46.0
2017-11-26,61.0
2017-12-03,54.0
2017-12-10,38.0
2017-12-17,49.0
2017-12-31,20.0
2018-01-07,32.413995213332825
2018-01-14,49.4039927374705
2018-01-21,86.01598745563086
2018-01-28,27.083996038620274
2018-02-04,24.95199636873525
2018-02-11,58.93199141701059
2018-02-25,53.60199224229804
2018-03-18,72.72398943632072
2018-04-01,99.807985474941
2018-04-15,30.781995543447806
2018-04-22,20.687997028965206
2018-04-29,28.149995873562787
2018-05-06,48.837992902527986
2018-05-13,61.06399108689561
2018-05-27,31.34799537839032
2018-06-24,40.87599405793041
2018-07-08,53.10199224229804
2018-07-15,74.85598910620575
2018-07-22,30.781995543447806
2018-07-29,55.23399191218306
2018-08-05,82.81798795080333
2018-08-12,45.13999339770045
2018-08-26,54.16799207724055
2018-09-23,64.26199059172315
2018-09-30,39.809994222987896
2018-10-07,30.781995543447806
2018-10-14,46.20599323264297
2018-10-21,56.799991747125574
2018-10-28,26.01799620367776
2018-11-04,31.84799537839032
2018-11-11,21.753996863907716
2018-11-18,62.12999092183813
2018-11-25,55.23399191218306
2018-12-02,36.11199471816036
2018-12-23,61.06399108689561
2018-12-30,28.149995873562787
2019-01-06,93.97798630022845
2019-01-27,30.781995543447806
2019-02-03,21.253996863907716
2019-02-10,46.20599323264297
2019-03-03,45.13999339770045
2019-03-10,33.97999504827534
2019-03-24,53.10199224229804
2019-03-31,46.70599323264297
2019-04-14,36.11199471816036
2019-04-21,21.753996863907716
2019-05-05,62.12999092183813
2019-05-12,26.01799620367776
2019-05-26,67.95999009655068
2019-06-02,22.819996698850225
2019-06-16,56.799991747125574
2019-06-23,56.799991747125574
2019-06-30,63.19599075678064
2019-07-07,92.91198646528593
2019-07-21,80.18598828091831
2019-07-28,59.9979912519531
2019-08-04,55.23399191218306
2019-08-11,27.083996038620274
2019-08-18,32.413995213332825
2019-08-25,19.121997194022693
2019-09-01,81.75198811586083
2019-09-08,45.13999339770045
2019-09-15,30.781995543447806
2019-10-06,37.17799455310288
2019-10-13,39.809994222987896
2019-11-17,83.88398778574584
2019-11-24,33.97999504827534
2019-12-01,72.22398943632072
2019-12-08,47.27199306758548
2019-12-15,48.837992902527986
2019-12-22,36.11199471816036
2019-12-29,46.20599323264297
2020-01-05,83.38398778574584
2020-01-12,35.04599488321785
2020-01-19,32.913995213332825
2020-01-26,20.687997028965206
2020-02-02,29.715995708505297
2020-02-23,28.149995873562787
2020-03-01,41.44199389287292
2020-03-08,61.06399108689561
2020-03-22,28.149995873562787
2020-04-05,62.12999092183813
2020-04-12,29.715995708505297
2020-04-26,36.11199471816036
2020-05-10,31.84799537839032
2020-05-17,31.84799537839032
2020-05-24,32.413995213332825
2020-05-31,49.9039927374705
2020-06-21,35.04599488321785
2020-07-05,63.19599075678064
2020-07-12,57.86599158206808
2020-07-19,31.84799537839032
2020-07-26,33.97999504827534
2020-08-02,40.87599405793041
2020-08-09,46.70599323264297
2020-08-16,66.89399026160817
2020-08-23,46.20599323264297
2020-08-30,50.96999257241301
2020-09-13,30.781995543447806
2020-09-27,41.94199389287292
2020-10-04,38.24399438804539
2020-10-11,50.96999257241301
2020-10-18,36.11199471816036
2020-11-01,28.649995873562787
2020-11-08,30.281995543447806
2020-11-15,58.93199141701059
2020-11-22,79.61998844597579
2020-12-06,69.0259899314932
2020-12-13,49.4039927374705
2020-12-20,37.17799455310288
2020-12-27,46.70599323264297
2021-01-03,67.95999009655068
2021-01-10,32.413995213332825
2021-01-17,95.04398613517095
2021-01-24,43.00799372781543
2021-01-31,46.20599323264297
2021-02-07,20.187997028965206
2021-02-14,69.0259899314932
2021-02-21,70.0919897664357
2021-02-28,58.93199141701059
2021-03-07,38.74399438804539
2021-03-14,22.819996698850225
2021-03-21,65.82799042666565
2021-03-28,72.22398943632072
2021-04-18,38.24399438804539
2021-04-25,28.149995873562787
2021-05-09,41.94199389287292
2021-05-23,71.15798960137822
2021-05-30,65.82799042666565
2021-06-06,46.20599323264297
2021-06-27,46.20599323264297
2021-07-11,48.837992902527986
2021-07-18,80.68598828091831
2021-07-25,65.82799042666565
2021-08-15,38.74399438804539
2021-08-29,65.32799042666565
2021-09-05,47.77199306758548
2021-09-19,49.9039927374705
2021-10-03,50.46999257241301
2021-10-10,47.77199306758548
2021-10-17,31.84799537839032
2021-10-31,43.00799372781543
2021-11-07,80.18598828091831
2021-11-21,63.19599075678064
2021-11-28,21.753996863907716
2021-12-05,22.819996698850225
2021-12-12,67.95999009655068
2021-12-19,86.01598745563086
2021-12-26,75.42198894114827
2022-01-09,55.467983824366115
2022-01-16,74.71197821241151
2022-01-23,72.44797887264146
2022-02-06,57.73198316413616
2022-02-13,62.25998184367625
2022-02-20,29.431991417010593
2022-02-27,27.167992077240548
2022-03-13,31.69599075678064
2022-03-20,59.995982503906205
2022-03-27,64.5239811834463
2022-04-03,91.69197326068685
2022-04-10,27.167992077240548
2022-04-17,32.82799042666566
2022-04-24,35.0919897664357
2022-05-08,58.863982834021186
2022-05-15,40.75198811586082
2022-05-22,52.071984814711044
2022-05-29,55.467983824366115
2022-06-05,36.22398943632073
2022-06-12,98.48397127999698
2022-06-19,41.883987785745845
2022-06-26,40.75198811586082
2022-07-03,89.4279739209168
2022-07-10,55.467983824366115
2022-07-17,49.807985474941
2022-07-24,73.57997854252648
2022-07-31,20.37599405793041
2022-08-07,62.25998184367625
2022-08-14,32.82799042666566
2022-08-21,37.355989106205755
2022-08-28,30.563991086895616
2022-09-11,39.6199884459758
2022-09-18,81.50397623172164
2022-09-25,33.95999009655068
2022-10-02,26.035992407355522
2022-10-09,37.355989106205755
2022-10-23,45.27998679540091
2022-10-30,57.73198316413616
2022-11-06,41.883987785745845
2022-11-27,40.75198811586082
2022-12-04,113.19996698850228
2022-12-11,86.03197491126173
2022-12-18,27.167992077240548
2022-12-25,107.53996863907716
