,MVT_GT_Houston TX
2017-01-01,20.0
2017-01-08,75.0
2017-01-15,16.0
2017-01-29,54.0
2017-02-12,14.0
2017-02-19,26.0
2017-02-26,62.0
2017-03-12,31.0
2017-03-19,45.0
2017-03-26,44.0
2017-04-02,16.0
2017-04-09,61.0
2017-04-16,42.0
2017-04-23,22.0
2017-04-30,54.0
2017-05-07,54.0
2017-05-14,98.0
2017-05-21,45.0
2017-05-28,26.0
2017-06-18,100.0
2017-07-02,75.0
2017-07-16,46.0
2017-07-23,26.0
2017-07-30,28.0
2017-08-06,25.0
2017-08-13,47.0
2017-08-20,22.0
2017-08-27,63.0
2017-09-03,44.0
2017-09-10,35.0
2017-09-17,32.0
2017-09-24,35.0
2017-10-01,27.0
2017-10-08,57.0
2017-10-15,21.0
2017-11-05,37.0
2017-11-12,63.0
2017-11-19,45.0
2017-11-26,37.0
2017-12-03,33.0
2017-12-10,15.0
2017-12-17,19.0
2017-12-24,29.0
2017-12-31,51.0
2018-01-07,21.303884362872083
2018-01-28,29.071845817162778
2018-02-04,40.875730180034864
2018-02-11,61.71553745148833
2018-03-04,34.607768725744165
2018-03-18,44.950876216041834
2018-04-01,41.06854559831858
2018-04-08,51.83650705260928
2018-04-15,48.56524537947439
2018-04-22,53.49009934346742
2018-04-29,49.718837670332526
2018-05-06,34.764661235446496
2018-05-13,45.682914761751135
2018-05-20,31.61106894458836
2018-05-27,18.0
2018-06-03,35.18621498059533
2018-06-10,37.30058414402789
2018-06-17,48.33650705260928
2018-07-08,27.91825352630464
2018-07-15,43.07184581716278
2018-07-22,34.65029207201394
2018-07-29,45.17961454290694
2018-08-05,39.10446850689997
2018-08-26,41.83650705260928
2018-09-02,53.10446850689997
2018-09-09,33.83650705260928
2018-09-16,36.375730180034864
2018-09-23,34.0
2018-09-30,40.22213788917672
2018-10-07,25.071845817162778
2018-10-14,67.90835286977205
2018-10-21,31.454176434886026
2018-10-28,26.879030398879053
2018-11-11,58.09786806921158
2018-11-18,44.218837670332526
2018-11-25,19.0
2018-12-02,60.64039141548136
2018-12-09,42.37242996119066
2018-12-16,34.91495330746044
2018-12-30,41.68621498059533
2019-01-06,49.375730180034864
2019-01-20,42.41165308861625
2019-02-03,41.91825352630464
2019-02-17,26.0
2019-02-24,68.90835286977205
