,MVT_GT_Jacksonville FL
2017-01-08,100.0
2017-02-12,100.0
2017-03-12,40.0
2017-06-04,44.0
2017-06-11,50.0
2017-06-18,43.0
2017-07-02,71.0
2017-07-23,40.0
2017-08-06,38.0
2017-09-10,30.0
2017-10-22,29.0
2017-12-03,27.0
2018-01-28,24.926212039695727
2018-04-22,27.97948854465769
2018-05-06,35.862679807062605
2018-05-13,69.06040223540374
2018-06-03,36.250998933303094
2018-07-22,35.862679807062605
2018-08-05,25.814531165936216
2018-08-19,29.756126797138677
2018-09-09,48.964104953150965
2018-09-16,36.750998933303094
2018-09-30,62.06553009923932
2018-10-14,48.075785826910476
2018-10-21,48.075785826910476
2018-11-11,31.921084175860152
2018-12-09,32.80940330210064
2018-12-30,58.123934468036865
2019-01-13,43.245871069467526
2019-01-20,24.926212039695727
2019-02-03,20.98461640849327
2019-02-10,26.20285029217671
2019-03-03,24.926212039695727
2019-03-17,77.83191262404915
2019-04-28,21.872935534733763
2019-06-23,23.149573787214745
2019-07-07,31.03276504961966
2019-07-14,69.94872136164423
2019-08-04,73.89031699284669
2019-08-11,47.18746670066998
2019-08-18,34.974360680822116
2019-08-25,22.761254660974252
2019-09-01,20.096297282252777
2019-09-22,35.362679807062605
2019-10-06,23.649573787214745
2019-10-20,26.70285029217671
2019-11-10,33.19772242834114
2019-12-29,31.921084175860152
2020-01-05,61.17721097299882
2020-01-19,18.819659029771795
2020-01-26,27.091169418417202
2020-02-02,48.075785826910476
2020-02-16,20.98461640849327
2020-02-23,20.98461640849327
2020-03-08,69.94872136164423
2020-03-15,32.30940330210064
2020-03-29,40.192594564505555
2020-04-12,17.931339903531303
2020-04-26,24.926212039695727
2020-07-12,30.144445923379166
2020-07-26,29.756126797138677
2020-08-09,39.304275438265066
2020-09-06,45.910828448188994
2020-09-13,17.043020777290813
2020-10-18,38.02763718578409
2020-11-29,24.037892913455238
2020-12-06,28.367807670898184
2020-12-27,21.872935534733763
2021-01-24,24.037892913455238
2021-01-31,21.872935534733763
2021-02-07,23.149573787214745
2021-03-07,72.11367874036571
2021-05-16,24.926212039695727
2021-05-23,56.84729621555588
2021-06-06,61.17721097299882
2021-06-27,27.091169418417202
2021-08-01,28.867807670898184
2021-08-29,36.750998933303094
2021-09-26,52.01738145811293
2021-10-03,45.410828448188994
2021-11-07,21.372935534733763
2021-11-21,27.091169418417202
2022-01-16,45.821656896377995
2022-02-20,52.03476291622586
2022-02-27,42.71510388645406
2022-03-06,39.60855087653013
2022-03-27,28.73561534179637
2022-04-10,27.182338836834404
2022-05-08,45.821656896377995
2022-06-12,34.17208310916325
2022-07-10,35.72535961412522
2022-07-24,23.29914757442949
2022-07-31,25.629062331872436
2022-08-21,26.40570058435342
2022-08-28,20.96923281698654
2022-10-02,25.629062331872436
2022-10-23,21.745871069467523
2022-11-13,69.12080447080749
2022-11-20,31.8421683517203
2022-12-04,19.415956312024573
