,MVT_GT_Tulsa OK
2017-01-08,39.0
2017-01-29,40.0
2017-02-05,25.0
2017-02-19,29.0
2017-03-12,18.0
2017-06-04,21.0
2017-06-25,21.0
2017-07-23,43.0
2017-10-15,14.0
2017-10-22,18.0
2017-12-10,21.0
2017-12-17,100.0
2018-01-07,40.94925393995659
2018-02-04,40.05599905649589
2018-02-25,48.381802774563624
2018-03-04,69.99968462800263
2018-04-08,78.82548834607037
2018-04-29,34.803214872270964
2018-05-13,39.162744173035186
2018-05-20,68.71317486108123
2018-05-27,31.730195338428146
2018-08-19,25.08415627074252
2018-08-26,40.05599905649589
2018-09-02,42.735763706878004
2018-09-16,29.94368557150674
2018-10-07,39.662744173035186
2018-10-21,23.797646503821113
2018-11-18,53.24133207532785
2018-11-25,14.97184278575337
2018-12-09,40.94925393995659
2018-12-30,29.050430688046035
2019-01-06,31.230195338428146
2019-03-31,38.76948928957448
2019-06-09,29.94368557150674
2019-07-14,18.93811720305689
2019-07-28,29.94368557150674
2019-08-11,29.94368557150674
2019-08-18,24.690901387281812
2019-09-01,55.92109672570996
2019-10-06,15.365097669214073
2019-10-20,15.865097669214073
2019-11-24,41.8425088234173
2019-12-01,17.151607436135482
2019-12-15,14.97184278575337
2019-12-22,26.370666037663923
2020-01-05,14.97184278575337
2020-01-12,51.95482230840645
2020-01-19,31.230195338428146
2020-02-02,25.977411154203224
2020-03-01,16.25835255267478
2020-03-08,22.011136736899704
2020-04-05,33.90995998881026
2020-05-03,22.011136736899704
2020-07-05,18.044862319596184
2020-07-12,17.651607436135482
2020-08-16,42.235763706878004
2020-09-06,16.75835255267478
2020-09-20,33.90995998881026
2020-09-27,50.16831254148504
2020-10-25,43.1290185903387
2020-12-06,31.730195338428146
2021-01-03,51.95482230840645
2021-01-24,21.617881853439002
2021-01-31,22.904391620360407
2021-02-28,24.190901387281812
2021-03-07,17.151607436135482
2021-03-14,25.08415627074252
2021-04-04,30.836940454967444
2021-04-11,73.07270416184545
2021-05-30,44.02227347379941
2021-06-06,22.011136736899704
2021-07-04,16.25835255267478
2021-07-25,21.117881853439002
2021-08-01,17.151607436135482
2021-08-15,47.988547891102925
2021-09-05,18.044862319596184
2021-09-19,57.70760649263137
2021-09-26,33.90995998881026
2021-10-24,22.011136736899704
2021-10-31,22.011136736899704
2021-12-12,20.224626969978296
2022-01-16,27.52784184224926
2022-01-30,14.943685571506741
2022-02-06,20.44925393995659
2022-02-13,37.752468812227555
2022-03-13,31.460390676856296
2022-03-20,11.797646503821111
2022-03-27,25.168312541485037
2022-05-01,14.943685571506741
2022-05-08,33.03341021069911
2022-05-22,20.44925393995659
2022-06-05,27.52784184224926
2022-06-12,33.03341021069911
2022-06-19,33.03341021069911
2022-06-26,22.02227347379941
2022-08-14,21.235763706878
2022-09-04,16.516705105349555
2022-09-25,33.819919977620515
2022-10-09,29.100861376092073
2022-10-16,17.303214872270964
2022-12-18,14.157175804585332
