,MVT_GT_Colorado Springs-Pueblo CO
2017-01-15,62.0
2017-02-26,45.0
2017-03-05,36.0
2017-04-23,73.0
2017-04-30,31.0
2017-06-04,30.0
2017-07-09,23.0
2017-09-17,29.0
2017-10-15,47.0
2017-10-22,23.0
2017-11-19,32.0
2017-12-10,100.0
2017-12-24,25.0
2017-12-31,38.0
2018-01-14,38.02392036592168
2018-02-18,24.887669075483885
2018-04-01,37.08150361322583
2018-05-13,22.060418817396325
2018-05-27,28.6573360862673
2018-06-03,19.733168559308766
2018-06-17,34.254253355138275
2018-08-19,47.890504645576065
2018-08-26,22.060418817396325
2018-09-09,23.445252322788033
2018-09-30,41.79358737670509
2018-10-07,48.83292139827192
2018-10-14,19.733168559308766
2018-10-21,33.31183660244241
2019-01-06,72.27817372105994
2019-01-13,66.18125645218899
2019-02-10,20.17558531200462
2019-03-03,19.233168559308766
2019-03-31,31.927003097050708
2019-04-21,21.118002064700473
2019-05-19,27.214919333571444
2019-06-09,26.272502580875592
2019-08-11,21.118002064700473
2019-10-20,31.427003097050708
2020-01-12,30.98458634435486
2020-01-26,25.83008582817974
2020-02-02,22.060418817396325
2020-02-23,30.98458634435486
2020-03-15,34.754253355138275
2020-03-22,16.905918301221206
2020-04-19,26.272502580875592
2020-05-24,32.86941984974656
2020-06-28,23.445252322788033
2020-07-19,32.86941984974656
2020-07-26,42.736004129400946
2020-08-30,38.02392036592168
2020-09-20,18.290751806612914
2020-10-18,19.733168559308766
2020-11-22,27.714919333571444
2020-11-29,44.12083763479265
2021-01-10,33.31183660244241
2021-01-31,21.618002064700473
2021-04-04,17.84833505391706
2021-04-18,28.6573360862673
2021-05-16,19.733168559308766
2021-07-11,30.98458634435486
2021-08-01,81.20234124801848
2021-08-08,43.1784208820968
2021-08-22,30.042169591659004
2021-09-05,23.00283557009218
2021-09-19,73.2205904737558
2021-09-26,19.733168559308766
2021-10-17,23.945252322788033
2021-11-14,23.00283557009218
2022-02-06,24.775338150967773
2022-02-13,88.48335053917062
2022-02-20,21.236004129400946
2022-03-20,25.660171656359477
2022-05-01,15.042169591659004
2022-05-08,17.696670107834123
2022-05-29,29.199505677926304
2022-06-12,15.92700309705071
2022-07-10,33.62367320488483
2022-08-21,22.120837634792654
2022-09-04,30.084339183318008
2022-10-09,15.92700309705071
2022-10-16,21.236004129400946
2022-10-23,15.042169591659004
