,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,46.0
2017-01-08,37.0
2017-01-15,20.0
2017-01-22,35.0
2017-01-29,45.0
2017-02-05,30.0
2017-02-19,40.0
2017-02-26,73.0
2017-03-05,30.0
2017-03-12,11.0
2017-03-19,22.0
2017-03-26,27.0
2017-04-02,23.0
2017-04-09,32.0
2017-04-23,29.0
2017-04-30,27.0
2017-05-07,24.0
2017-05-14,49.0
2017-05-21,38.0
2017-05-28,40.0
2017-06-04,37.0
2017-06-11,24.0
2017-06-18,44.0
2017-07-02,20.0
2017-07-09,12.0
2017-07-16,46.0
2017-07-30,42.0
2017-08-06,25.0
2017-08-13,11.0
2017-08-27,22.0
2017-09-03,20.0
2017-09-10,22.0
2017-09-17,36.0
2017-09-24,42.0
2017-10-01,63.0
2017-10-08,11.0
2017-10-15,35.0
2017-10-22,21.0
2017-10-29,42.0
2017-11-05,12.0
2017-11-12,16.0
2017-11-19,100.0
2017-11-26,37.0
2017-12-03,26.0
2017-12-10,31.0
2017-12-17,12.0
2017-12-24,14.0
2017-12-31,59.0
2018-01-14,65.0869093912525
2018-01-21,27.70131417586753
2018-01-28,35.77467784977409
2018-02-04,31.05284311855233
2018-02-11,21.238867867571848
2018-02-18,25.09039681025665
2018-03-11,17.017033136350086
2018-04-08,23.34978523318273
2018-04-22,19.127950501960967
2018-04-29,12.795198405128325
2018-05-06,32.79345469562625
2018-05-13,25.96070259879361
2018-05-20,37.885595215384974
2018-05-27,28.07161996440449
2018-06-03,30.18253733001537
2018-06-10,25.96070259879361
2018-06-24,15.776421559276166
2018-07-01,14.035809982202245
2018-07-08,22.10917365610881
2018-07-22,43.848041523680656
2018-08-05,24.72009102171969
2018-08-12,11.924892616591364
2018-08-19,17.887338924887047
2018-08-26,59.12446308295682
2018-09-02,14.906115770739206
2018-09-09,30.68253733001537
2018-09-16,36.144983638311054
2018-09-23,26.33100838733057
2018-09-30,45.08865310075458
2018-10-07,34.40437206123713
2018-10-14,45.95895888929154
2018-10-21,28.94192575294145
2018-10-28,23.84978523318273
2018-11-04,42.977735735143696
2018-11-11,31.05284311855233
2018-12-02,17.887338924887047
2018-12-09,15.276421559276166
2018-12-16,25.96070259879361
2018-12-23,15.776421559276166
2018-12-30,44.21834731221762
2019-01-06,39.996512580995855
2019-01-13,34.03406627270017
2019-01-20,28.94192575294145
2019-01-27,27.20131417586753
2019-02-10,22.10917365610881
2019-02-17,31.05284311855233
2019-02-24,16.146727347813126
2019-03-10,45.95895888929154
2019-03-17,34.03406627270017
2019-03-24,11.054586828054404
2019-03-31,21.238867867571848
2019-04-07,10.684281039517444
2019-04-14,14.035809982202245
