,MVT_GT_Oklahoma City OK
2017-03-05,25.0
2017-03-19,39.0
2017-03-26,22.0
2017-04-02,22.0
2017-05-21,60.0
2017-05-28,92.0
2017-07-09,85.0
2017-07-16,40.0
2017-07-30,41.0
2017-08-13,37.0
2017-08-20,39.0
2017-09-03,21.0
2017-09-10,35.0
2017-10-01,25.0
2017-10-08,100.0
2017-10-29,42.0
2017-11-12,22.0
2017-11-19,33.0
2017-11-26,31.0
2017-12-10,40.0
2018-01-28,33.32743320576584
2018-02-04,37.330699063595105
2018-02-11,22.218288803843894
2018-03-18,20.916982460712187
2018-03-25,25.820901490107307
2018-04-08,30.724820519502426
2018-04-22,19.11567611758048
2018-05-06,27.122207833239013
2018-05-20,64.95290689683412
2018-08-05,18.215022946014628
2018-09-09,42.23461809299023
2018-11-04,21.81763563227804
2018-12-16,23.118941975409747
2019-01-27,31.12547369106828
2019-03-10,26.72155466167316
2019-03-24,17.31436977444877
2019-03-31,30.224820519502426
2019-04-14,30.724820519502426
2019-05-05,25.320901490107307
2019-05-12,35.62873954889754
2019-06-23,28.92351417637072
2019-07-07,26.22155466167316
2019-07-14,30.724820519502426
2019-08-04,26.72155466167316
2019-09-15,43.13527126455608
2019-09-22,21.81763563227804
2019-10-13,18.215022946014628
2019-10-20,28.92351417637072
2019-10-27,20.016329289146334
2019-11-10,16.013063431317065
2019-12-15,25.320901490107307
2019-12-29,40.03265857829267
2020-02-16,22.718288803843894
2020-03-15,48.0391902939512
2020-04-26,23.118941975409747
2020-06-07,16.013063431317065
2020-06-14,28.022861004804867
2020-07-05,23.118941975409747
2020-07-19,15.612410259751213
2020-08-02,17.31436977444877
2020-08-16,14.71175708818536
2020-08-30,32.926780034199986
2020-10-04,41.833964921424375
2020-10-11,24.420248318541454
2020-11-15,18.215022946014628
2020-11-29,32.926780034199986
2020-12-13,16.91371660288292
2021-01-03,37.830699063595105
2021-01-10,22.718288803843894
2021-01-17,27.122207833239013
2021-02-21,33.82743320576584
2021-02-28,79.16466398501947
2021-03-14,24.920248318541454
2021-04-25,55.14506883804388
2021-06-27,35.12873954889754
2021-07-11,32.02612686263413
2021-08-15,47.638537122385344
2021-08-22,16.91371660288292
2021-11-14,44.03592443612193
2021-12-12,32.02612686263413
2021-12-19,30.724820519502426
2021-12-26,20.916982460712187
2022-01-23,20.03265857829267
2022-03-13,15.224820519502426
2022-03-20,31.25094738213656
2022-04-03,19.231352235160962
2022-04-17,16.026126862634133
2022-05-01,12.820901490107307
2022-05-22,19.231352235160962
2022-06-12,80.13063431317067
2022-07-03,29.648334695873146
2022-07-17,24.0391902939512
2022-07-24,20.833964921424375
2022-08-14,39.26401081345363
2022-08-21,24.0391902939512
2022-09-04,24.0391902939512
2022-10-02,28.045722009609733
2022-11-06,36.0587854409268
2022-11-20,17.628739548897546
2022-11-27,26.44310932334632
2022-12-11,20.03265857829267
