,MVT_GT_Chicago IL
2017-01-01,11.0
2017-01-08,30.0
2017-01-15,49.0
2017-01-22,34.0
2017-01-29,35.0
2017-02-05,35.0
2017-02-12,30.0
2017-02-26,23.0
2017-03-05,48.0
2017-03-19,15.0
2017-03-26,23.0
2017-04-02,26.0
2017-04-09,25.0
2017-04-16,22.0
2017-04-23,43.0
2017-04-30,29.0
2017-05-07,12.0
2017-05-14,50.0
2017-05-21,23.0
2017-05-28,19.0
2017-06-04,22.0
2017-06-11,30.0
2017-06-18,20.0
2017-06-25,23.0
2017-07-02,100.0
2017-07-09,43.0
2017-07-16,52.0
2017-07-23,24.0
2017-07-30,39.0
2017-08-06,34.0
2017-08-13,42.0
2017-08-20,19.0
2017-09-10,26.0
2017-09-17,25.0
2017-09-24,22.0
2017-10-01,16.0
2017-10-08,21.0
2017-10-22,42.0
2017-10-29,40.0
2017-11-05,15.0
2017-11-12,50.0
2017-11-19,19.0
2017-11-26,66.0
2017-12-03,30.0
2017-12-10,29.0
2017-12-17,34.0
2017-12-24,25.0
2017-12-31,47.0
2018-01-07,16.17120256365628
2018-01-21,47.05228974230339
2018-01-28,15.190543589323555
2018-02-04,16.67120256365628
2018-02-11,54.39756153696517
2018-02-18,45.59097179363795
2018-02-25,22.05515640965261
2018-03-04,14.709884614990834
2018-03-11,19.113179486654445
2018-03-18,49.99426666530155
2018-03-25,12.248566666325388
2018-04-01,51.955584613967
2018-04-08,48.03294871663611
2018-04-15,54.89756153696517
2018-04-22,16.17120256365628
2018-04-29,19.113179486654445
2018-05-13,26.958451281316222
2018-05-20,17.651861537989
2018-05-27,34.803723075978
2018-06-03,32.84240512731256
2018-06-17,18.132520512321722
2018-06-24,21.574497435319888
2018-07-01,24.997133332650776
2018-07-08,22.05515640965261
2018-07-15,20.593838460987165
2018-07-22,21.074497435319888
2018-07-29,11.267907691992667
2018-08-05,74.99139999795233
2018-08-12,26.958451281316222
2018-08-19,28.919769229981668
2018-08-26,13.729225640658111
2018-09-02,32.84240512731256
2018-09-09,45.09097179363795
2018-09-16,24.997133332650776
2018-09-23,38.72635897330889
2018-09-30,24.997133332650776
2018-10-07,24.997133332650776
2018-10-14,21.574497435319888
2018-10-21,29.900428204314387
2018-10-28,35.784382050310725
2018-11-04,14.209884614990834
2018-11-11,26.958451281316222
2018-11-18,22.05515640965261
2018-11-25,20.093838460987165
2018-12-02,35.784382050310725
2018-12-09,43.629653844972495
2018-12-16,61.26217435729422
2018-12-23,25.9777923069835
2018-12-30,54.89756153696517
2019-01-06,45.09097179363795
2019-01-13,24.997133332650776
2019-01-20,30.88108717864711
2019-01-27,22.05515640965261
2019-02-03,44.11031281930522
2019-02-10,30.88108717864711
2019-02-17,32.34240512731256
2019-02-24,23.035815383985334
2019-03-10,29.900428204314387
