,MVT_GT_Louisville KY
2017-01-15,31.0
2017-02-26,57.0
2017-03-12,100.0
2017-04-30,78.0
2017-05-14,48.0
2017-05-21,25.0
2017-06-04,38.0
2017-07-02,73.0
2017-07-30,33.0
2017-08-13,28.0
2017-09-17,18.0
2017-11-12,29.0
2017-11-26,18.0
2017-12-31,29.0
2018-01-07,32.1427699768018
2018-04-22,43.31455402270514
2018-04-29,16.789530528627957
2018-05-06,43.81455402270514
2018-05-27,28.897605654985394
2018-06-10,49.86859158588386
2018-06-24,41.00568078134283
2018-08-26,17.225821609082058
2018-09-02,25.152441333168984
2018-09-09,20.97098593089847
2018-09-16,21.90727701135257
2018-11-11,20.034694850444367
2018-11-18,24.716150252714883
2018-12-09,63.849248873149506
2018-12-30,41.00568078134283
2019-02-03,20.97098593089847
2019-02-10,47.996009424975654
2019-03-10,53.11375590770027
2019-04-07,27.02502349407719
2019-07-21,20.034694850444367
2019-07-28,45.68713618361335
2019-08-04,61.0403756317872
2019-08-11,19.098403769990263
2019-09-29,22.843568091806674
2019-10-06,25.152441333168984
2019-10-20,13.044366206811542
2019-10-27,32.1427699768018
2019-11-17,40.069389700888735
2019-12-01,20.97098593089847
2019-12-08,16.289530528627957
2019-12-15,36.82422537907232
2019-12-22,19.098403769990263
2020-02-09,23.779859172260778
2020-03-01,21.90727701135257
2020-03-08,31.206478896347704
2020-04-05,52.17746482724617
2020-05-10,19.098403769990263
2020-05-17,14.916948367719748
2020-05-24,29.833896735439495
2020-05-31,14.916948367719748
2020-06-14,17.225821609082058
2020-08-02,27.961314574531293
2020-09-06,24.216150252714883
2020-09-20,26.088732413623084
2020-09-27,29.833896735439495
2020-11-08,28.897605654985394
2020-11-22,32.1427699768018
2020-12-06,31.206478896347704
2020-12-13,42.87826294225104
2021-01-03,61.976666712241304
2021-01-17,17.225821609082058
2021-01-24,24.716150252714883
2021-01-31,20.034694850444367
2021-02-28,74.08474183859875
2021-03-07,55.92262914906259
2021-04-18,38.196807539980526
2021-04-25,23.779859172260778
2021-05-02,27.02502349407719
2021-05-09,28.897605654985394
2021-05-30,87.12910804541028
2021-06-13,26.088732413623084
2021-07-25,21.90727701135257
2021-08-01,27.02502349407719
2021-09-05,59.16779347087899
2021-09-26,20.97098593089847
2021-10-03,67.59441319496592
2021-10-10,45.18713618361335
2021-10-31,27.961314574531293
2021-11-07,40.569389700888735
2021-12-05,28.897605654985394
2021-12-19,29.833896735439495
2022-01-09,31.412957792695405
2022-03-06,17.451643218164115
2022-03-27,15.706478896347702
2022-04-03,15.706478896347702
2022-05-08,29.667793470878994
2022-05-22,20.06938970088873
2022-06-05,48.86460101085952
2022-07-03,24.43230050542976
2022-07-17,34.03070427542002
2022-08-28,43.629108045410284
2022-09-04,25.304882666337967
2022-09-11,25.304882666337967
2022-09-18,25.304882666337967
2022-09-25,23.559718344521556
2022-10-02,20.06938970088873
2022-10-16,64.57107990720722
2022-10-30,35.77586859723643
2022-11-27,20.06938970088873
2022-12-04,42.75652588450208
