,MVT_GT_Nashville TN
2017-01-01,38.0
2017-01-08,100.0
2017-01-15,24.0
2017-02-05,46.0
2017-02-12,78.0
2017-02-26,43.0
2017-03-12,63.0
2017-03-26,63.0
2017-04-02,25.0
2017-04-23,35.0
2017-05-28,64.0
2017-06-11,33.0
2017-07-16,32.0
2017-08-13,72.0
2017-09-24,23.0
2017-10-01,34.0
2017-10-15,42.0
2017-10-22,28.0
2017-11-05,29.0
2017-11-12,46.0
2017-11-26,37.0
2017-12-10,62.0
2017-12-17,55.0
2017-12-24,69.0
2018-01-07,33.1150953599689
2018-01-28,51.7971217431096
2018-02-11,38.738531469437675
2018-02-25,48.985403688375214
2018-03-11,37.801292117859546
2018-03-18,23.80546249260948
2018-04-08,27.991659250500124
2018-04-22,49.92264303995334
2018-05-27,60.6695152588909
2018-06-03,40.11301017259393
2018-06-17,37.301292117859546
2018-06-24,31.24061665681264
2018-07-08,75.10258423571909
2018-08-05,48.985403688375214
2018-08-12,40.11301017259393
2018-08-26,35.92681341470328
2018-09-16,24.742701844187607
2018-09-30,19.119265734718837
2018-10-07,22.36822314103135
2018-10-14,29.866137953656384
2018-11-04,25.679941195765736
2018-12-09,71.85362682940656
2018-12-16,26.117180547343864
2019-01-06,48.048164336797086
2019-01-13,20.056505086296966
2019-02-03,83.97497775150038
2019-02-10,27.991659250500124
2019-02-17,79.78878099360972
2019-03-31,32.17785600839077
2019-04-07,45.7364462820627
2019-04-14,29.866137953656384
2019-05-05,25.179941195765736
2019-06-09,51.2971217431096
2019-06-16,24.742701844187607
2019-07-21,55.04607914942212
2019-09-15,39.1757708210158
2019-09-22,51.7971217431096
2019-10-06,43.861967578906444
2019-10-20,43.861967578906444
2019-10-27,24.242701844187607
2019-11-03,82.10049904834412
2019-11-17,31.74061665681264
2019-12-01,48.048164336797086
2019-12-08,22.86822314103135
2019-12-29,17.744787031562577
2020-01-12,39.1757708210158
2020-01-26,40.11301017259393
2020-02-23,29.866137953656384
2020-03-15,21.930983789453222
2020-03-29,40.11301017259393
2020-04-12,60.1695152588909
2020-05-03,27.991659250500124
2020-05-10,16.80754767998445
2020-06-21,37.801292117859546
2020-06-28,30.303377305234513
2020-07-05,26.117180547343864
2020-07-26,20.056505086296966
2020-08-02,55.98331850100025
2020-08-09,32.67785600839077
2020-08-23,27.991659250500124
2020-08-30,49.92264303995334
2020-10-25,22.86822314103135
2020-11-01,19.119265734718837
2020-11-08,24.742701844187607
2020-11-22,79.78878099360972
2020-11-29,35.92681341470328
2021-01-10,31.24061665681264
2021-01-24,51.7971217431096
2021-01-31,48.048164336797086
2021-02-07,35.92681341470328
2021-02-21,44.29920693048457
2021-02-28,25.179941195765736
2021-03-14,28.928898602078252
2021-04-04,34.989574063125154
2021-05-09,32.67785600839077
2021-05-16,20.056505086296966
2021-05-30,25.179941195765736
2021-06-20,35.92681341470328
2021-06-27,24.242701844187607
2021-07-11,23.30546249260948
2021-07-18,20.993744437875094
2021-08-15,25.179941195765736
2021-08-22,37.801292117859546
2021-09-19,47.11092498521896
2021-10-10,45.2364462820627
2021-10-17,44.29920693048457
2021-10-24,27.991659250500124
2021-11-14,34.989574063125154
2021-11-21,47.11092498521896
2021-12-19,59.23227590731277
2022-01-16,87.44787031562578
2022-01-23,45.4728925641254
2022-01-30,26.23436109468773
2022-02-06,25.359882391531475
2022-02-20,34.10466942309405
2022-02-27,25.359882391531475
2022-03-06,86.57339161246952
2022-04-10,18.364052766281414
2022-04-24,18.364052766281414
2022-05-01,29.732275907312765
2022-05-22,37.602584235719085
2022-06-05,31.481233313625278
2022-06-26,51.594243486219206
2022-07-03,24.485403688375218
2022-07-17,41.10049904834411
2022-07-31,55.09215829884424
2022-08-14,29.732275907312765
2022-08-21,53.343200892531726
2022-08-28,70.83277495565687
2022-09-04,18.364052766281414
2022-09-11,74.33068976828191
2022-09-25,76.07964717459443
2022-10-02,20.987488875750188
2022-10-09,83.94995550300075
2022-10-16,44.598413860969146
2022-10-30,87.44787031562578
2022-11-06,59.46455181462553
2022-11-13,21.861967578906444
2022-11-27,29.732275907312765
2022-12-11,28.857797204156505
