,MVT_GT_Wichita-Hutchinson KS
2017-01-29,38.0
2017-03-12,32.0
2017-03-26,24.0
2017-04-09,20.0
2017-04-16,21.0
2017-07-02,30.0
2017-07-23,65.0
2017-08-27,42.0
2017-10-15,88.0
2017-10-22,24.0
2017-10-29,60.0
2017-11-19,40.0
2017-12-03,21.0
2017-12-10,38.0
2017-12-17,26.0
2017-12-24,52.0
2018-01-28,52.0
2018-02-18,30.0
2018-03-18,29.698619149269362
2018-03-25,32.0
2018-05-13,36.69053928627358
2018-07-01,19.0
2018-07-08,58.0
2018-08-19,28.0
2018-09-02,39.12009703679546
2018-09-30,25.0
2018-10-07,19.49192013700421
2018-10-21,72.0
2018-10-28,36.0
2018-12-16,27.512707599164987
2019-02-03,31.0
2019-03-10,26.0
2019-03-31,26.49192013700421
2019-05-12,54.0
2019-06-02,61.36837097338216
2019-06-23,24.0
2019-08-25,20.0
2019-09-29,18.0
2019-11-10,25.0
2019-12-22,29.43418548669108
2020-01-05,42.0
2020-01-19,17.0
2020-02-09,59.76098153575169
2020-03-22,22.413398024530306
2020-03-29,40.0
2020-05-24,46.0
2020-06-14,19.0
2020-07-12,67.93418548669108
2020-09-20,20.0
2020-11-22,34.0
2021-01-03,34.0
2021-01-24,20.0
2021-02-07,24.99192013700421
2021-02-14,32.0
2021-02-28,75.0
2021-03-14,30.0
2021-04-04,22.0
2021-04-25,33.69861914926936
2021-05-30,31.983840274008422
2021-07-11,65.0
2021-08-08,33.0
2021-08-29,20.0
2021-10-10,35.0
2021-10-17,21.0
2021-11-14,27.0
2021-12-12,25.0
2018-01-07,43.967680548016844
2018-02-04,23.140884498956233
2018-04-01,41.65359209812122
2018-06-17,31.240194073590914
2018-08-12,35.86837097338216
2018-09-23,43.967680548016844
2018-11-04,52.066990122651525
2018-11-18,19.669751824112797
2018-11-25,26.612017173799668
2019-01-20,61.32334392223402
2019-04-21,30.083149848643103
2019-04-28,18.512707599164987
2019-05-05,24.297928723904047
2019-05-19,23.140884498956233
2019-07-14,33.55428252348654
2019-08-18,28.926105623695292
2019-09-22,20.82679604906061
2019-10-06,115.70442249478117
2019-10-27,18.512707599164987
2019-11-24,102.97693602035524
2020-02-16,28.926105623695292
2020-06-07,17.355663374217176
2020-07-26,40.496547873173405
2020-11-01,16.198619149269362
2020-11-29,35.86837097338216
2020-12-06,37.02541519832997
2021-03-07,21.983840274008422
2021-03-21,32.397238298538724
2021-03-28,20.82679604906061
2021-04-11,37.02541519832997
2021-05-02,21.983840274008422
2021-05-09,38.182459423277784
2021-07-18,45.124724772964655
2021-09-05,41.65359209812122
2021-10-03,59.009255472338396
2021-10-31,19.669751824112797
2021-12-26,57.852211247390585
2022-01-16,24.297928723904047
2022-01-23,47.438813222860276
2022-02-27,27.769061398747482
2022-03-27,27.769061398747482
2022-05-08,26.612017173799668
2022-05-15,25.454972948851857
2022-07-03,45.124724772964655
2022-07-17,62.48038814718183
2022-08-14,25.454972948851857
2022-09-11,18.512707599164987
2022-09-25,43.967680548016844
2022-10-16,25.454972948851857
2022-10-23,28.926105623695292
2022-10-30,17.355663374217176
2022-11-06,19.669751824112797
2022-12-11,39.339503648225595
