,MVT_GT_Atlanta GA
2017-01-01,34.0
2017-01-08,30.0
2017-01-15,20.0
2017-01-22,31.0
2017-01-29,20.0
2017-02-05,18.0
2017-02-19,11.0
2017-02-26,11.0
2017-03-05,12.0
2017-03-12,33.0
2017-03-19,40.0
2017-04-16,15.0
2017-04-30,28.0
2017-05-07,36.0
2017-05-14,34.0
2017-05-21,51.0
2017-06-04,34.0
2017-06-11,37.0
2017-06-18,30.0
2017-07-02,30.0
2017-07-16,42.0
2017-07-23,31.0
2017-07-30,15.0
2017-08-06,14.0
2017-08-13,18.0
2017-08-20,41.0
2017-08-27,61.0
2017-09-03,55.0
2017-09-10,16.0
2017-09-17,20.0
2017-10-01,30.0
2017-10-08,10.0
2017-10-15,37.0
2017-10-22,36.0
2017-10-29,16.0
2017-11-05,71.0
2017-11-12,88.0
2017-11-19,40.0
2017-11-26,17.0
2017-12-03,50.0
2017-12-10,23.0
2017-12-17,32.0
2017-12-24,28.0
2017-12-31,19.0
2018-01-07,22.0
2018-01-14,45.0
2018-01-21,57.0
2018-01-28,34.0
2018-02-04,28.0
2018-02-11,41.0
2018-02-25,20.0
2018-03-04,37.0
2018-03-11,14.0
2018-04-01,55.0
2018-04-08,51.0
2018-04-15,47.0
2018-04-22,16.0
2018-04-29,20.0
2018-05-06,24.0
2018-05-13,31.0
2018-05-20,12.0
2018-05-27,21.0
2018-06-03,24.0
2018-06-10,17.0
2018-06-17,23.0
2018-07-01,33.0
2018-07-08,30.0
2018-07-15,40.0
2018-07-22,32.0
2018-07-29,27.0
2018-08-12,41.0
2018-08-19,30.0
2018-08-26,13.0
2018-09-02,22.0
2018-09-09,23.0
2018-09-16,12.0
2018-09-23,40.0
2018-09-30,49.0
2018-10-07,27.0
2018-10-21,45.0
2018-10-28,48.0
2018-11-04,34.0
2018-11-11,26.0
2018-11-18,26.0
2018-11-25,35.0
2018-12-02,29.0
2018-12-09,20.0
2018-12-16,41.0
2018-12-30,45.0
2019-01-06,39.0
2019-01-20,23.0
2019-01-27,20.0
2019-02-10,30.0
2019-02-17,32.0
2019-02-24,26.0
