,MVT_GT_New York NY
2017-01-01,54.0
2017-01-08,62.0
2017-01-15,57.0
2017-01-22,32.0
2017-01-29,31.0
2017-02-05,22.0
2017-02-12,29.0
2017-02-19,37.0
2017-02-26,42.0
2017-03-05,40.0
2017-03-12,47.0
2017-03-19,56.0
2017-03-26,78.0
2017-04-02,46.0
2017-04-09,44.0
2017-04-16,12.0
2017-04-23,18.0
2017-04-30,36.0
2017-05-07,27.0
2017-05-14,20.0
2017-05-21,30.0
2017-05-28,26.0
2017-06-04,52.0
2017-06-11,38.0
2017-06-18,35.0
2017-06-25,35.0
2017-07-02,16.0
2017-07-09,53.0
2017-07-16,33.0
2017-07-23,36.0
2017-07-30,55.0
2017-08-06,45.0
2017-08-13,16.0
2017-08-20,48.0
2017-08-27,36.0
2017-09-03,51.0
2017-09-10,37.0
2017-09-17,24.0
2017-09-24,54.0
2017-10-01,35.0
2017-10-08,35.0
2017-10-15,33.0
2017-10-22,37.0
2017-10-29,32.0
2017-11-05,8.0
2017-11-12,96.0
2017-11-19,40.0
2017-11-26,38.0
2017-12-03,17.0
2017-12-10,38.0
2017-12-17,100.0
2017-12-24,44.0
2017-12-31,31.0
2018-01-07,28.60478423344903
2018-01-14,17.563618998879768
2018-01-21,33.12349570370779
2018-01-28,28.10478423344903
2018-02-04,49.18337240853581
2018-02-11,61.22827993715683
2018-02-18,40.64969176207005
2018-02-25,33.12349570370779
2018-03-04,28.60478423344903
2018-03-11,24.089815057242028
2018-03-18,24.089815057242028
2018-03-25,23.086072763190277
2018-04-01,58.21705305500157
2018-04-08,64.23950681931208
2018-04-15,64.73950681931208
2018-04-22,35.13098029181129
2018-04-29,31.116011115604287
2018-05-06,29.608526527500786
2018-05-13,28.10478423344903
2018-05-20,33.62349570370779
2018-05-27,67.25073370146734
2018-06-03,70.76196058362258
2018-06-10,65.74324911336383
2018-06-17,23.586072763190277
2018-06-24,32.61975340965604
2018-07-01,29.108526527500786
2018-07-08,35.63098029181129
2018-07-15,36.134722585863045
2018-07-29,44.16466093827705
2018-08-05,66.24699140741558
2018-08-12,39.1459494680183
2018-08-19,33.62349570370779
2018-08-26,25.093557351293782
2018-09-02,55.205826172846315
2018-09-09,22.582330469138526
2018-09-16,64.73950681931208
2018-09-23,57.21331076094982
2018-09-30,45.1684032323288
2018-10-07,39.6459494680183
2018-10-14,32.11975340965604
2018-10-21,34.127237997759536
2018-10-28,47.17588782043231
2018-11-04,24.089815057242028
2018-11-11,47.17588782043231
2018-11-18,42.15717635017355
2018-11-25,38.14220717396655
2018-12-02,40.14969176207005
2018-12-09,48.679630114484056
2018-12-16,47.17588782043231
2018-12-23,29.108526527500786
2018-12-30,18.067361292931523
2019-01-06,33.12349570370779
2019-01-13,16.55987670482802
2019-01-20,47.67588782043231
2019-01-27,33.12349570370779
2019-02-03,35.63098029181129
2019-02-10,44.66466093827705
2019-02-17,21.078588175086775
2019-02-24,13.548649822672765
2019-03-03,26.59729964534553
2019-03-10,53.19834158474281
2019-03-17,45.1684032323288
2019-03-24,24.089815057242028
2019-03-31,22.082330469138526
2019-04-07,24.089815057242028
2019-04-14,55.205826172846315
2019-04-21,24.089815057242028
2019-04-28,25.093557351293782
2019-05-05,47.67588782043231
2019-05-12,35.13098029181129
2019-05-19,54.20208387879457
2019-05-26,19.071103586983273
2019-06-02,45.1684032323288
2019-06-09,29.108526527500786
2019-06-16,46.172145526380554
2019-06-23,34.127237997759536
2019-06-30,38.14220717396655
2019-07-07,29.108526527500786
2019-07-14,45.1684032323288
2019-07-21,44.16466093827705
2019-07-28,29.108526527500786
2019-08-04,61.72827993715683
2019-08-11,26.59729964534553
2019-08-18,62.232022231208575
2019-08-25,35.13098029181129
2019-09-08,39.1459494680183
2019-09-15,39.1459494680183
2019-09-22,39.6459494680183
2019-09-29,36.634722585863045
2019-10-06,19.071103586983273
2019-10-13,69.75821828957083
2019-10-20,24.089815057242028
2019-10-27,42.15717635017355
2019-11-03,33.62349570370779
2019-11-10,40.14969176207005
2019-11-17,34.127237997759536
2019-11-24,42.65717635017355
2019-12-01,35.63098029181129
2019-12-08,46.172145526380554
2019-12-15,39.1459494680183
2019-12-29,29.108526527500786
2020-01-05,14.052392116724516
2020-01-12,36.134722585863045
2020-01-19,47.17588782043231
2020-01-26,35.13098029181129
2020-02-02,52.69459929069106
2020-02-09,25.093557351293782
2020-02-16,54.20208387879457
2020-02-23,31.616011115604287
2020-03-01,30.112268821552536
2020-03-08,34.127237997759536
2020-03-15,33.12349570370779
2020-03-22,26.09729964534553
2020-03-29,63.23576452526032
2020-04-05,36.134722585863045
2020-04-12,25.093557351293782
2020-04-19,29.108526527500786
2020-04-26,40.14969176207005
2020-05-03,48.179630114484056
2020-05-10,41.153434056121796
2020-05-17,40.14969176207005
2020-05-24,37.63846487991479
2020-05-31,48.179630114484056
2020-06-07,49.68337240853581
2020-06-14,28.60478423344903
2020-06-21,38.14220717396655
2020-06-28,52.19459929069106
2020-07-05,32.11975340965604
2020-07-12,26.09729964534553
2020-07-19,49.18337240853581
2020-07-26,33.12349570370779
2020-08-02,70.26196058362258
2020-08-09,45.1684032323288
2020-08-16,60.72453764310507
2020-08-23,31.116011115604287
2020-08-30,59.22079534905332
2020-09-06,65.24324911336383
2020-09-13,28.10478423344903
2020-09-20,47.17588782043231
2020-09-27,41.653434056121796
2020-10-04,28.10478423344903
2020-10-11,58.21705305500157
2020-10-18,39.6459494680183
2020-10-25,56.20956846689806
2020-11-01,32.11975340965604
2020-11-08,33.12349570370779
2020-11-15,24.589815057242028
2020-11-22,38.64220717396655
2020-11-29,37.13846487991479
2020-12-06,29.108526527500786
2020-12-13,54.20208387879457
2020-12-20,36.134722585863045
2020-12-27,17.063618998879768
2021-01-03,49.18337240853581
2021-01-10,34.627237997759536
2021-01-17,48.179630114484056
2021-01-24,42.15717635017355
2021-01-31,38.14220717396655
2021-02-07,23.086072763190277
2021-02-14,42.15717635017355
2021-02-21,40.14969176207005
2021-02-28,34.127237997759536
2021-03-07,34.627237997759536
2021-03-14,29.108526527500786
2021-03-21,19.071103586983273
2021-03-28,49.18337240853581
2021-04-04,34.127237997759536
2021-04-11,27.101041939397284
2021-04-18,33.12349570370779
2021-04-25,25.093557351293782
2021-05-02,46.672145526380554
2021-05-09,57.21331076094982
2021-05-16,56.70956846689806
2021-05-23,58.71705305500157
2021-05-30,41.153434056121796
2021-06-06,49.18337240853581
2021-06-13,41.153434056121796
2021-06-20,76.2844143479331
2021-06-27,36.134722585863045
2021-07-04,24.089815057242028
2021-07-11,57.71331076094982
2021-07-18,39.1459494680183
2021-07-25,48.679630114484056
2021-08-01,44.16466093827705
2021-08-08,37.13846487991479
2021-08-15,38.14220717396655
2021-08-22,46.172145526380554
2021-08-29,39.1459494680183
