,MVT_GT_Wichita-Hutchinson KS
2017-01-08,29.0
2017-01-29,28.0
2017-02-05,32.0
2017-02-26,38.0
2017-04-16,53.0
2017-05-21,47.0
2017-07-09,39.0
2017-07-16,33.0
2017-11-12,57.0
2017-12-03,55.0
2018-02-04,29.0
2018-02-25,27.0
2018-03-04,65.0
2018-03-25,66.0
2018-04-01,37.0
2018-05-13,43.0
2018-05-27,28.0
2018-06-03,100.0
2018-06-10,43.0
2018-10-14,56.0
2018-10-28,52.0
2018-12-02,40.0
2018-12-09,31.0
2018-12-16,27.0
2019-01-13,86.0
2019-02-03,43.0
2019-02-10,34.0
2019-03-31,42.0
2019-04-07,66.0
2019-05-19,28.0
2019-06-09,36.0
2019-06-16,40.0
2019-07-21,50.0
2019-07-28,35.0
2019-08-18,80.0
2019-09-15,27.0
2019-10-13,70.0
2019-12-22,26.0
2019-12-29,32.0
2020-01-19,32.0
2020-02-09,29.0
2020-03-22,25.0
2020-04-05,68.0
2020-04-19,22.0
2020-05-24,50.0
2020-07-19,30.0
2020-08-30,36.0
2020-09-27,42.0
2020-10-18,52.0
2020-11-08,28.0
2020-11-22,26.0
2021-02-07,36.0
2021-02-14,68.0
2021-04-11,25.0
2021-04-18,59.0
2021-05-02,47.0
2021-05-30,37.0
2021-06-13,60.0
2021-06-27,51.0
2021-07-11,27.0
2021-08-15,50.0
2021-08-29,58.0
2021-10-17,59.0
2021-11-14,73.0
2021-11-21,36.0
2021-12-05,68.0
2022-01-16,32.0
2022-02-06,32.0
2022-02-27,33.0
2022-03-06,27.0
2022-03-13,37.0
2022-04-03,58.0
2022-04-17,25.0
2022-06-05,66.0
2022-07-10,32.0
2022-07-31,36.0
2022-08-21,21.0
2022-09-25,21.0
2022-10-09,42.0
2022-10-16,58.0
2022-10-30,32.0
2022-11-13,58.0
2022-12-11,58.0
