,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,45.0
2017-01-08,41.0
2017-01-15,43.0
2017-01-22,37.0
2017-01-29,40.0
2017-02-05,48.0
2017-02-12,55.0
2017-02-19,43.0
2017-02-26,68.0
2017-03-05,49.0
2017-03-12,46.0
2017-03-19,37.0
2017-03-26,34.0
2017-04-02,47.0
2017-04-09,84.0
2017-04-16,41.0
2017-04-23,42.0
2017-04-30,25.0
2017-05-07,42.0
2017-05-14,18.0
2017-05-21,42.0
2017-05-28,21.0
2017-06-04,55.0
2017-06-11,23.0
2017-06-18,29.0
2017-06-25,54.0
2017-07-02,33.0
2017-07-09,37.0
2017-07-16,87.0
2017-07-30,41.0
2017-08-06,48.0
2017-08-13,20.0
2017-08-27,26.0
2017-09-03,17.0
2017-09-10,21.0
2017-09-17,27.0
2017-09-24,60.0
2017-10-01,66.0
2017-10-08,59.0
2017-10-15,41.0
2017-10-22,53.0
2017-10-29,36.0
2017-11-05,13.0
2017-11-12,83.0
2017-11-19,31.0
2017-11-26,16.0
2017-12-03,37.0
2017-12-10,68.0
2017-12-17,49.0
2017-12-24,18.0
2017-12-31,39.0
2018-01-14,54.12582777676759
2018-01-21,63.05453435256638
2018-01-28,32.55406133727061
2018-02-04,30.500473015295764
2018-02-11,26.78611972739637
2018-02-18,25.732531405421522
2018-02-25,43.0899445570191
2018-03-04,45.197121200968795
2018-03-18,19.964589795547276
2018-03-25,42.03635623504425
2018-04-01,22.571766439496976
2018-04-08,48.857886166893344
2018-04-15,47.304297844918494
2018-04-22,49.911474488868194
2018-04-29,21.018178117522126
2018-05-06,26.28611972739637
2018-05-13,63.05453435256638
2018-05-20,46.25070952294365
2018-05-27,39.92917959109455
2018-06-03,48.857886166893344
2018-06-10,19.464589795547276
2018-06-17,38.87559126911971
2018-06-24,39.92917959109455
2018-07-01,55.679416098742436
2018-07-08,62.00094603059153
2018-07-15,28.893296371346068
2018-07-29,56.233004420717286
2018-08-05,54.12582777676759
2018-08-12,38.87559126911971
2018-08-19,31.000473015295764
2018-08-26,19.964589795547276
2018-09-02,28.893296371346068
2018-09-09,31.000473015295764
2018-09-16,38.87559126911971
2018-09-23,47.804297844918494
2018-09-30,46.75070952294365
2018-10-07,56.233004420717286
2018-10-14,54.12582777676759
2018-10-21,24.678943083446672
2018-10-28,35.21482630319516
2018-11-11,37.82200294714485
2018-11-18,50.965062810843044
2018-11-25,48.857886166893344
2018-12-02,81.9655358261388
2018-12-09,16.803824829622734
2018-12-16,22.071766439496976
2018-12-23,49.911474488868194
2019-01-06,22.571766439496976
2019-01-13,12.589471541723336
2019-01-20,55.679416098742436
2019-01-27,68.82247596244062
2019-02-03,38.87559126911971
2019-02-10,25.732531405421522
2019-02-17,45.197121200968795
2019-02-24,60.94735770861668
2019-03-03,37.82200294714485
2019-03-10,27.339708049371218
2019-03-17,65.16171099651608
2019-03-24,60.94735770861668
2019-03-31,39.42917959109455
2019-04-07,29.946884693320918
2019-04-14,37.82200294714485
2019-04-21,33.10764965924547
2019-04-28,44.64353287899395
2019-05-05,53.07223945479274
2019-05-12,23.125354761471826
2019-05-19,32.05406133727061
2019-05-26,28.893296371346068
2019-06-02,26.78611972739637
2019-06-09,44.14353287899395
2019-06-16,26.28611972739637
2019-06-23,14.196648185673034
2019-06-30,53.07223945479274
2019-07-07,24.678943083446672
2019-07-14,28.893296371346068
2019-07-21,43.0899445570191
2019-07-28,70.92965260639032
2019-08-04,45.197121200968795
2019-08-11,52.018651132817894
2019-08-18,52.018651132817894
2019-08-25,34.66123798122031
2019-09-01,40.9827679130694
2019-09-08,26.28611972739637
2019-09-15,40.4827679130694
2019-09-22,14.196648185673034
2019-09-29,15.250236507647882
2019-10-06,16.303824829622734
2019-10-13,43.0899445570191
2019-10-20,58.34018106466698
2019-10-27,85.12630079206335
2019-11-03,53.07223945479274
2019-11-10,31.000473015295764
2019-11-17,34.66123798122031
2019-11-24,36.26841462517001
2019-12-01,38.87559126911971
2019-12-08,45.197121200968795
2019-12-15,16.803824829622734
2019-12-22,43.0899445570191
2019-12-29,34.16123798122031
2020-01-05,28.893296371346068
2020-01-12,32.05406133727061
2020-01-19,43.0899445570191
2020-01-26,50.965062810843044
2020-02-02,42.03635623504425
2020-02-09,37.82200294714485
2020-02-16,33.10764965924547
2020-02-23,43.5899445570191
2020-03-01,22.071766439496976
2020-03-08,11.035883219748488
2020-03-15,23.125354761471826
2020-03-29,34.66123798122031
2020-04-05,26.28611972739637
2020-04-12,34.16123798122031
2020-04-19,89.34065407996275
2020-05-03,28.393296371346068
2020-05-10,11.035883219748488
2020-05-17,47.304297844918494
2020-05-24,54.12582777676759
2020-05-31,99.82294897773639
2020-06-07,57.286592742692136
2020-06-14,29.946884693320918
2020-06-21,42.03635623504425
2020-06-28,52.518651132817894
2020-07-05,37.82200294714485
2020-07-12,19.964589795547276
2020-07-19,39.92917959109455
2020-07-26,11.035883219748488
2020-08-02,44.64353287899395
2020-08-09,23.625354761471826
2020-08-16,32.05406133727061
2020-08-23,34.16123798122031
2020-08-30,29.446884693320918
2020-09-06,26.78611972739637
2020-09-13,62.00094603059153
2020-09-20,34.66123798122031
2020-09-27,26.78611972739637
2020-10-04,27.339708049371218
2020-10-11,19.964589795547276
2020-10-25,37.82200294714485
2020-11-01,26.28611972739637
2020-11-08,77.25118253823942
2020-11-15,49.911474488868194
2020-11-29,17.85741315159758
2020-12-13,45.697121200968795
2020-12-20,83.01912414811366
2020-12-27,45.697121200968795
2021-01-03,45.197121200968795
2021-01-10,55.179416098742436
2021-01-17,57.286592742692136
2021-01-24,74.59041757231486
2021-01-31,27.339708049371218
2021-02-07,58.34018106466698
2021-02-14,34.16123798122031
2021-02-21,47.304297844918494
2021-02-28,48.357886166893344
2021-03-07,47.804297844918494
2021-03-14,18.911001473572426
2021-03-21,47.804297844918494
2021-04-04,52.518651132817894
2021-04-11,33.10764965924547
2021-04-18,19.964589795547276
2021-04-25,59.393769386641836
2021-05-02,25.732531405421522
2021-05-09,38.87559126911971
2021-05-16,29.446884693320918
2021-05-23,32.05406133727061
2021-05-30,65.66171099651608
2021-06-06,68.82247596244062
2021-06-13,88.7870657579879
2021-06-20,84.0727124700885
2021-06-27,22.071766439496976
2021-07-04,78.80477086021426
2021-07-11,21.018178117522126
2021-07-18,25.232531405421522
2021-07-25,38.87559126911971
2021-08-01,59.893769386641836
2021-08-08,69.37606428441546
2021-08-15,58.34018106466698
2021-08-22,52.018651132817894
2021-08-29,43.0899445570191
2021-09-05,75.1440058942897
2021-09-12,29.946884693320918
2021-09-19,56.233004420717286
2021-09-26,55.679416098742436
2021-10-03,42.03635623504425
2021-10-10,74.09041757231486
2021-10-17,27.839708049371218
2021-10-24,65.16171099651608
2021-10-31,33.60764965924547
2021-11-07,49.411474488868194
2021-11-14,59.893769386641836
2021-11-21,44.64353287899395
2021-11-28,64.10812267454122
2021-12-05,38.87559126911971
2021-12-19,62.00094603059153
2021-12-26,45.197121200968795
2022-01-09,43.179889114038204
2022-01-16,90.78848480387519
2022-01-23,68.64495192488124
2022-01-30,77.50236507647882
2022-02-06,110.71766439496974
