,MVT_GT_New York NY
2017-01-01,52.0
2017-01-08,45.0
2017-01-15,75.0
2017-01-22,57.0
2017-01-29,42.0
2017-02-05,18.0
2017-02-12,15.0
2017-02-19,41.0
2017-02-26,47.0
2017-03-05,47.0
2017-03-12,56.0
2017-03-19,42.0
2017-03-26,45.0
2017-04-02,34.0
2017-04-16,37.0
2017-04-23,17.0
2017-04-30,49.0
2017-05-07,35.0
2017-05-14,35.0
2017-05-21,41.0
2017-05-28,37.0
2017-06-04,31.0
2017-06-11,48.0
2017-06-18,23.0
2017-06-25,40.0
2017-07-02,16.0
2017-07-09,42.0
2017-07-16,50.0
2017-07-23,39.0
2017-07-30,53.0
2017-08-06,62.0
2017-08-13,31.0
2017-08-20,35.0
2017-08-27,9.0
2017-09-03,55.0
2017-09-10,21.0
2017-09-17,28.0
2017-09-24,52.0
2017-10-01,24.0
2017-10-08,29.0
2017-10-15,35.0
2017-10-22,52.0
2017-10-29,49.0
2017-11-05,27.0
2017-11-12,100.0
2017-11-19,42.0
2017-11-26,34.0
2017-12-03,27.0
2017-12-10,29.0
2017-12-17,100.0
2017-12-24,43.0
2017-12-31,33.0
2018-01-07,42.0041883397447
2018-01-14,35.003490283120584
2018-01-21,42.94177559682272
2018-01-28,31.753141254808526
2018-02-04,43.87936285390073
2018-02-11,63.00628250961705
2018-02-18,56.443171710070956
2018-02-25,35.941077540198606
2018-03-04,40.12901382558867
2018-03-11,12.126221599092204
2018-03-18,32.69072851188655
2018-03-25,28.002792226496467
2018-04-01,60.193520738383015
2018-04-08,61.13110799546102
2018-04-15,69.06939330916316
2018-04-22,19.12691965571632
2018-04-29,12.126221599092204
2018-05-06,32.19072851188655
2018-05-13,33.628315768964555
2018-05-20,26.127617712340438
2018-05-27,67.69421879500713
2018-06-03,49.00488639636882
2018-06-10,83.0707894224114
2018-06-17,35.003490283120584
2018-06-24,33.128315768964555
2018-07-01,34.06590302604258
2018-07-08,34.06590302604258
2018-07-15,43.87936285390073
2018-07-22,63.94386976669507
2018-07-29,21.939681426950365
2018-08-05,56.443171710070956
2018-08-12,43.37936285390073
2018-08-19,33.128315768964555
2018-08-26,41.06660108266669
2018-09-02,46.69212462513478
2018-09-09,25.690030455262423
2018-09-16,77.00767862286528
2018-09-23,41.06660108266669
2018-09-30,37.316252054354635
2018-10-07,36.87866479727661
2018-10-14,40.12901382558867
2018-10-21,54.130409938836905
2018-10-28,45.25453736805676
2018-11-04,34.06590302604258
2018-11-11,52.255235424680876
2018-11-18,29.877966740652496
2018-11-25,42.94177559682272
2018-12-02,48.06729913929081
2018-12-09,28.002792226496467
2018-12-16,58.818346224226985
2018-12-23,35.941077540198606
2018-12-30,32.19072851188655
2019-01-06,53.1928226817589
2019-01-13,19.12691965571632
2019-01-20,41.06660108266669
2019-01-27,37.816252054354635
2019-02-03,34.06590302604258
2019-02-10,37.316252054354635
2019-02-17,46.19212462513478
2019-02-24,31.753141254808526
2019-03-03,28.940379483574482
2019-03-10,46.19212462513478
2019-03-17,37.816252054354635
2019-03-24,31.253141254808526
2019-03-31,15.876570627404263
2019-04-07,30.31555399773051
2019-04-14,32.69072851188655
2019-04-21,68.13180605208515
2019-04-28,21.939681426950365
2019-05-05,48.06729913929081
2019-05-12,21.939681426950365
2019-05-19,30.81555399773051
2019-05-26,28.940379483574482
2019-06-02,38.25383931143264
2019-06-09,36.37866479727661
2019-06-16,51.81764816760287
2019-06-23,79.32044039409934
2019-06-30,40.62901382558867
2019-07-14,38.75383931143264
2019-07-21,23.814855941106394
2019-07-28,35.941077540198606
2019-08-04,58.318346224226985
2019-08-11,16.814157884482277
2019-08-18,49.94247365344684
2019-08-25,33.628315768964555
2019-09-01,26.627617712340438
2019-09-08,28.940379483574482
2019-09-15,21.939681426950365
2019-09-22,63.00628250961705
2019-09-29,30.81555399773051
2019-10-06,27.065204969418453
2019-10-13,49.00488639636882
2019-10-20,30.31555399773051
2019-10-27,28.940379483574482
2019-11-03,43.87936285390073
2019-11-10,35.003490283120584
2019-11-17,39.191426568510664
2019-11-24,28.940379483574482
2019-12-01,38.75383931143264
2019-12-08,31.253141254808526
2019-12-15,30.31555399773051
2019-12-22,33.128315768964555
2019-12-29,34.06590302604258
2020-01-05,16.814157884482277
2020-01-12,63.94386976669507
2020-01-19,39.191426568510664
2020-01-26,52.755235424680876
2020-02-02,52.255235424680876
2020-02-09,31.253141254808526
2020-02-16,65.3190442808511
2020-02-23,28.002792226496467
2020-03-01,22.87726868402838
2020-03-08,24.75244319818441
2020-03-15,26.127617712340438
2020-03-22,31.253141254808526
2020-03-29,29.877966740652496
2020-04-05,23.814855941106394
2020-04-12,32.19072851188655
2020-04-19,42.44177559682272
2020-04-26,50.88006091052485
2020-05-03,50.88006091052485
2020-05-10,44.81695011097875
2020-05-17,49.00488639636882
2020-05-24,49.00488639636882
2020-05-31,52.755235424680876
2020-06-07,49.00488639636882
2020-06-14,12.126221599092204
2020-06-21,35.003490283120584
2020-06-28,50.88006091052485
2020-07-05,30.81555399773051
2020-07-12,32.19072851188655
2020-07-19,45.25453736805676
2020-07-26,38.25383931143264
2020-08-02,56.943171710070956
2020-08-09,51.81764816760287
2020-08-16,66.75663153792911
2020-08-23,30.31555399773051
2020-08-30,73.25732959455323
2020-09-06,58.318346224226985
2020-09-13,28.940379483574482
2020-09-20,44.81695011097875
2020-09-27,42.94177559682272
2020-10-04,30.31555399773051
2020-10-11,53.6928226817589
2020-10-18,43.37936285390073
2020-10-25,58.818346224226985
2020-11-01,16.814157884482277
2020-11-08,36.87866479727661
2020-11-15,41.06660108266669
2020-11-22,53.6928226817589
2020-11-29,35.941077540198606
2020-12-06,68.13180605208515
2020-12-13,54.130409938836905
2020-12-20,55.06799719591493
2020-12-27,29.877966740652496
2021-01-03,58.818346224226985
2021-01-10,22.87726868402838
2021-01-17,50.88006091052485
2021-01-24,25.690030455262423
2021-01-31,27.065204969418453
2021-02-07,19.12691965571632
2021-02-14,43.87936285390073
2021-02-21,42.0041883397447
2021-02-28,49.00488639636882
2021-03-07,44.81695011097875
2021-03-14,29.377966740652496
2021-03-21,15.876570627404263
2021-03-28,87.25872570780146
2021-04-04,40.12901382558867
2021-04-11,21.00209416987235
2021-04-18,40.12901382558867
2021-04-25,45.25453736805676
2021-05-02,57.880758967148964
2021-05-09,56.943171710070956
2021-05-16,50.88006091052485
2021-05-23,55.06799719591493
2021-05-30,34.56590302604258
2021-06-06,50.38006091052485
2021-06-13,49.00488639636882
2021-06-20,68.13180605208515
2021-06-27,42.0041883397447
2021-07-04,26.627617712340438
2021-07-11,60.193520738383015
2021-07-18,54.130409938836905
2021-07-25,34.06590302604258
2021-08-01,49.00488639636882
2021-08-08,50.88006091052485
2021-08-15,37.816252054354635
2021-08-22,55.06799719591493
2021-08-29,33.128315768964555
2021-09-05,52.755235424680876
2021-09-12,57.880758967148964
2021-09-19,32.69072851188655
2021-09-26,39.691426568510664
2021-10-03,65.3190442808511
2021-10-10,53.6928226817589
2021-10-17,49.44247365344684
2021-10-24,66.25663153792911
2021-10-31,56.005584452992935
2021-11-07,59.75593348130499
2021-11-14,63.94386976669507
2021-11-21,37.316252054354635
2021-11-28,62.068695252539044
2021-12-05,58.318346224226985
2021-12-12,63.00628250961705
2021-12-19,18.689332398638307
2021-12-26,47.12971188221279
2022-01-02,21.879362853900734
2022-01-09,62.13739050507808
2022-01-16,52.51047084936176
2022-01-23,81.39122981651073
2022-01-30,44.6339002219575
2022-02-06,36.757329594553234
2022-02-13,70.88913564663838
2022-02-20,79.64088078819867
2022-02-27,73.51465918910647
2022-03-06,54.26081987767382
2022-03-13,55.13599439182985
2022-03-20,83.14157884482279
2022-03-27,73.51465918910647
2022-04-03,87.51745141560293
2022-04-10,66.51326307585823
2022-04-17,74.3898337032625
2022-04-24,79.64088078819867
2022-05-01,49.88494730689367
2022-05-08,38.50767862286529
2022-05-15,54.26081987767382
2022-05-22,23.629711882212792
2022-05-29,36.757329594553234
2022-06-05,38.50767862286529
2022-06-12,70.01396113248235
2022-06-19,54.26081987767382
2022-06-26,38.50767862286529
2022-07-03,68.26361210417029
2022-07-10,51.63529633520573
2022-07-17,46.384249250269555
2022-07-24,79.64088078819867
2022-07-31,65.6380885617022
2022-08-07,74.3898337032625
2022-08-14,49.00977279273764
2022-08-21,60.38704147676602
2022-08-28,54.26081987767382
2022-09-04,54.26081987767382
2022-09-11,77.01535724573058
2022-09-18,40.25802765117735
2022-09-25,35.882155080397204
2022-10-02,68.26361210417029
2022-10-09,35.006980566241175
2022-10-16,84.89192787313485
2022-10-23,61.26221599092205
2022-10-30,61.26221599092205
2022-11-06,74.3898337032625
2022-11-13,68.26361210417029
2022-11-20,39.38285313702132
2022-11-27,51.63529633520573
2022-12-04,71.76431016079441
2022-12-11,47.259423764425584
2022-12-18,56.886343420141905
2022-12-25,48.13459827858161
