,MVT_GT_Philadelphia PA
2017-01-01,30.0
2017-01-08,39.0
2017-01-15,18.0
2017-01-22,27.0
2017-01-29,78.0
2017-02-05,29.0
2017-02-12,19.0
2017-02-19,21.0
2017-03-12,28.0
2017-03-26,18.0
2017-04-02,82.0
2017-04-16,31.0
2017-04-23,17.0
2017-05-07,25.0
2017-05-14,20.0
2017-05-28,31.0
2017-06-18,26.0
2017-06-25,30.0
2017-07-02,34.0
2017-07-09,35.0
2017-07-16,44.0
2017-07-23,25.0
2017-07-30,13.0
2017-08-13,27.0
2017-08-20,64.0
2017-09-03,38.0
2017-09-10,38.0
2017-10-15,14.0
2017-10-22,100.0
2017-10-29,15.0
2017-11-05,14.0
2017-11-12,31.0
2017-12-03,24.0
2017-12-17,48.0
2017-12-24,39.0
2017-12-31,24.0
2018-01-07,42.141623094168054
2018-01-14,27.702903857331144
2018-01-21,18.896276930741358
2018-01-28,31.160461551235596
2018-02-04,31.160461551235596
2018-02-11,19.287788469522248
2018-02-18,32.44348462879738
2018-02-25,39.967088477825385
2018-03-04,28.985926934892927
2018-03-18,21.962323085864917
2018-03-25,43.92464617172983
2018-04-01,18.00476539196047
2018-04-08,46.99069232685339
2018-04-15,25.028369240988475
2018-04-22,14.047207698056019
2018-05-06,37.792553861482716
2018-05-13,37.292553861482716
2018-05-20,26.811392318550254
2018-06-03,42.641623094168054
2018-06-10,21.962323085864917
2018-06-17,32.94348462879738
2018-06-24,43.92464617172983
2018-07-01,35.11801924514005
2018-07-08,25.028369240988475
2018-07-15,12.764184620494238
2018-07-22,40.858600016606275
2018-07-29,28.094415396112037
2018-08-05,39.967088477825385
2018-08-12,41.750111555387164
2018-08-19,28.985926934892927
2018-08-26,16.22174231439869
2018-09-09,15.330230775617798
2018-09-16,30.268950012454706
2018-09-23,67.16999233515654
2018-09-30,36.00953078392094
2018-10-07,19.787788469522248
2018-10-14,13.155696159275127
2018-10-28,31.160461551235596
2018-11-11,28.094415396112037
2018-11-18,29.877438473673816
2018-11-25,16.22174231439869
2018-12-02,34.22650770635916
2018-12-09,28.094415396112037
2018-12-16,46.0991807880725
2018-12-23,28.094415396112037
2018-12-30,25.028369240988475
2019-01-06,43.03313463294894
2019-01-13,37.292553861482716
2019-01-27,57.080342331004964
2019-02-03,13.155696159275127
2019-02-10,14.047207698056019
2019-02-17,53.12278463710051
2019-02-24,36.40104232270183
2019-03-03,54.90580771466229
2019-04-14,53.12278463710051
2019-04-21,26.311392318550254
2019-04-28,12.764184620494238
2019-05-05,39.967088477825385
2019-05-12,39.967088477825385
2019-05-26,43.03313463294894
2019-06-23,44.31615771051072
2019-07-07,15.830230775617798
2019-07-14,32.94348462879738
2019-07-21,18.00476539196047
2019-07-28,23.245346163426696
2019-08-04,34.22650770635916
2019-08-11,39.967088477825385
2019-08-18,78.15115387808899
2019-08-25,12.764184620494238
2019-09-01,55.297319253443185
2019-09-08,31.160461551235596
2019-09-29,24.136857702207585
2019-10-06,54.0142961758814
2019-10-13,32.05197309001649
2019-10-20,50.94825002075784
2019-11-03,28.985926934892927
2019-11-10,63.71243464125208
2019-11-17,35.61801924514005
2019-12-01,28.985926934892927
2019-12-15,47.88220386563428
2019-12-22,27.202903857331144
2019-12-29,30.768950012454706
2020-01-05,64.10394618003298
