,MVT_GT_Atlanta GA
2017-01-01,35.0
2017-01-08,38.0
2017-01-15,32.0
2017-01-22,44.0
2017-01-29,32.0
2017-02-05,30.0
2017-02-19,15.0
2017-02-26,11.0
2017-03-05,24.0
2017-03-12,25.0
2017-03-19,15.0
2017-03-26,28.0
2017-04-02,24.0
2017-04-16,40.0
2017-04-30,22.0
2017-05-07,61.0
2017-05-14,37.0
2017-05-21,96.0
2017-05-28,12.0
2017-06-04,71.0
2017-06-11,69.0
2017-06-18,68.0
2017-06-25,31.0
2017-07-02,35.0
2017-07-09,28.0
2017-07-16,31.0
2017-07-23,72.0
2017-07-30,25.0
2017-08-06,20.0
2017-08-13,26.0
2017-08-20,33.0
2017-08-27,32.0
2017-09-03,16.0
2017-09-17,14.0
2017-09-24,14.0
2017-10-01,39.0
2017-10-15,30.0
2017-10-22,44.0
2017-10-29,23.0
2017-11-05,90.0
2017-11-12,64.0
2017-11-19,38.0
2017-11-26,32.0
2017-12-03,44.0
2017-12-10,26.0
2017-12-17,39.0
2017-12-24,25.0
2017-12-31,29.0
2018-01-07,24.99952949314097
2018-01-14,50.03141993877328
2018-01-21,27.86585112144435
2018-01-28,40.23217274974773
2018-02-04,37.19887078353833
2018-02-11,32.96528651321351
2018-02-18,30.432455053863144
2018-02-25,19.03283145935037
2018-03-04,25.03283145935037
2018-03-11,17.599435391769166
2018-03-18,31.632266851119535
2018-04-01,31.232643256606757
2018-04-08,57.6650983104699
2018-04-15,49.56519241184171
2018-04-22,20.49952949314097
2018-04-29,59.0
2018-05-06,44.297835668448464
2018-05-13,37.798776682166526
2018-05-20,39.0
2018-05-27,20.632737357978563
2018-06-03,27.799247189025554
2018-06-10,16.0
2018-06-17,39.96528651321351
2018-06-24,23.53236095249134
2018-07-01,33.032360952491345
2018-07-08,20.06613342555977
2018-07-15,48.031890445632314
2018-07-22,28.432455053863144
2018-07-29,34.69887078353833
2018-08-12,35.09896488491013
2018-08-19,36.06566291870074
2018-08-26,35.66556881732893
2018-09-02,25.36585112144435
2018-09-09,19.966227526931572
2018-09-16,34.06566291870074
2018-09-30,35.59943539176916
2018-10-07,49.998588479422914
2018-10-14,36.16556881732893
2018-10-21,48.2317022428887
2018-10-28,29.36538061458532
2018-11-04,29.432455053863144
2018-11-11,16.36632162830338
2018-11-18,18.966227526931572
2018-11-25,32.16556881732893
2018-12-02,40.89868258079472
2018-12-09,34.86538061458532
2018-12-16,30.799247189025554
