,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-08,34.0
2017-01-15,38.0
2017-01-22,22.0
2017-01-29,80.0
2017-02-05,63.0
2017-02-12,21.0
2017-02-19,28.0
2017-02-26,43.0
2017-03-12,41.0
2017-03-19,30.0
2017-03-26,48.0
2017-04-02,22.0
2017-04-09,55.0
2017-04-16,33.0
2017-04-23,19.0
2017-04-30,41.0
2017-05-07,27.0
2017-05-21,74.0
2017-06-18,25.0
2017-07-02,32.0
2017-08-06,34.0
2017-08-13,100.0
2017-08-20,22.0
2017-09-03,17.0
2017-09-10,46.0
2017-09-24,43.0
2017-10-15,70.0
2017-10-22,60.0
2017-10-29,34.0
2017-11-05,36.0
2017-11-12,43.0
2017-11-19,27.0
2017-12-17,41.0
2017-12-24,45.0
2018-01-07,21.8270616172835
2018-01-28,68.02790794003386
2018-02-04,15.233615440916786
2018-02-18,28.307188565696055
2018-02-25,54.9543348152546
2018-03-11,38.33403860229197
2018-03-18,67.14122716798802
2018-04-01,36.17399628615445
2018-04-15,56.72769635934627
2018-04-22,25.760465477512696
2018-04-29,27.920507793650216
2018-05-06,20.940380845237662
2018-05-27,44.92748477865868
2018-06-03,57.11437713139211
2018-06-10,16.12029621296263
2018-06-24,25.760465477512696
2018-07-01,25.260465477512696
2018-07-15,48.86088863888788
2018-07-22,41.880761690475325
2018-07-29,20.053700073191823
2018-08-19,16.12029621296263
2018-08-26,17.006976985008464
2018-09-09,56.72769635934627
2018-10-07,77.16807720458394
2018-10-21,42.76744246252116
2018-10-28,23.100423161375183
2018-11-25,34.90063474206277
2018-12-09,34.01395397001693
2018-12-16,20.940380845237662
2018-12-23,18.280338529100142
2019-01-06,41.880761690475325
2019-01-13,17.006976985008464
2019-01-20,23.987103933421018
2019-02-03,45.314165550704516
2019-02-10,74.12135411640057
2019-02-17,28.807188565696055
2019-02-24,16.12029621296263
2019-03-03,21.8270616172835
2019-03-17,27.920507793650216
2019-03-24,24.87378470546686
2019-03-31,17.893657757054307
2019-04-14,30.080550109787737
2019-04-21,27.033827021604377
2019-04-28,35.28731551410861
2019-05-05,37.060677058200284
2019-05-12,52.79429249911708
2019-05-19,54.067654043208755
2019-06-02,34.01395397001693
2019-06-09,20.940380845237662
2019-06-16,61.934461763667144
2019-07-14,33.12727319797109
2019-07-21,33.12727319797109
2019-07-28,53.68097327116291
2019-08-04,44.92748477865868
2019-08-25,39.720719374337804
2019-09-01,35.28731551410861
2019-09-15,34.90063474206277
2019-09-22,27.920507793650216
2019-10-13,34.40063474206277
2019-10-20,41.880761690475325
2019-11-17,37.060677058200284
2019-11-24,56.22769635934627
2019-12-01,15.233615440916786
2019-12-15,30.967230881833572
2019-12-22,25.260465477512696
2019-12-29,30.967230881833572
2020-01-05,25.760465477512696
2020-01-12,27.033827021604377
2020-01-19,26.14714624955854
2020-01-26,35.78731551410861
2020-02-02,54.067654043208755
2020-02-23,31.853911653879415
2020-03-01,51.907611727071234
2020-03-08,22.71374238932934
2020-03-15,34.90063474206277
2020-03-22,18.280338529100142
2020-03-29,24.37378470546686
2020-04-05,43.654123234567
2020-04-19,34.90063474206277
2020-05-17,27.920507793650216
2020-05-24,23.100423161375183
2020-06-07,30.080550109787737
2020-06-14,48.86088863888788
2020-06-21,47.0875270947962
2020-06-28,36.67399628615445
2020-07-05,23.100423161375183
2020-07-19,29.693869337741894
2020-08-09,33.12727319797109
2020-08-23,26.64714624955854
2020-08-30,41.880761690475325
2020-09-13,17.893657757054307
2020-10-11,24.87378470546686
2020-10-18,24.37378470546686
2020-11-01,26.14714624955854
2020-11-08,44.92748477865868
2020-11-15,40.99408091842949
2020-11-22,17.006976985008464
2020-12-06,19.167019301145984
2020-12-13,17.893657757054307
2021-01-10,25.260465477512696
2021-01-24,29.193869337741894
2021-02-07,42.26744246252116
2021-02-21,40.99408091842949
2021-03-07,14.846934668870947
2021-03-21,17.893657757054307
2021-03-28,27.920507793650216
2021-04-18,17.006976985008464
2021-04-25,20.940380845237662
2021-05-02,44.92748477865868
2021-05-09,51.02093095502539
2021-05-16,34.90063474206277
2021-05-23,46.200846322750365
2021-06-13,49.24756941093372
2021-06-27,24.87378470546686
2021-07-11,27.920507793650216
2021-07-25,50.63425018297956
2021-08-01,52.79429249911708
2021-08-29,41.880761690475325
2021-09-05,32.24059242592526
2021-09-12,27.920507793650216
2021-09-19,44.040804006612845
2021-09-26,31.853911653879415
2021-10-10,20.940380845237662
2021-10-24,16.12029621296263
2021-10-31,17.006976985008464
2021-11-14,23.987103933421018
2021-11-21,20.053700073191823
2021-12-19,23.600423161375183
2021-12-26,36.67399628615445
2022-01-02,35.57463102821722
2022-01-09,25.520930955025396
2022-01-23,44.08160801322568
2022-02-06,43.308246469134005
2022-02-13,51.04186191005079
2022-02-27,37.121354116400575
2022-03-13,30.16110021957547
2022-03-20,40.98816183685897
2022-03-27,58.0021158068759
2022-04-03,30.934461763667148
2022-04-10,13.147146249558537
2022-04-17,43.308246469134005
2022-04-24,34.02790794003386
2022-05-01,51.81522345414247
2022-05-15,20.107400146383647
2022-05-22,28.61437713139211
2022-05-29,34.80126948412554
2022-06-05,21.654123234567002
2022-06-12,61.09556198324262
2022-06-19,30.934461763667148
2022-06-26,27.841015587300433
2022-07-03,68.8291774241594
2022-07-17,55.682031174600866
2022-07-24,35.57463102821722
2022-08-21,27.841015587300433
2022-09-04,21.654123234567002
2022-09-11,45.62833110140904
2022-09-18,37.121354116400575
2022-09-25,21.654123234567002
2022-10-02,37.89471566049225
2022-10-09,44.85496955731736
2022-10-16,24.747569410933718
2022-10-23,40.21480029276729
2022-10-30,70.37590051234275
2022-11-06,25.520930955025396
2022-11-13,20.107400146383647
2022-11-20,33.254546395942185
2022-11-27,31.707823307758826
2022-12-04,32.48118485185051
2022-12-18,17.01395397001693
2022-12-25,29.38773867548379
