,MVT_GT_San Diego CA
2017-01-08,26.0
2017-01-29,30.0
2017-02-05,15.0
2017-02-12,37.0
2017-03-19,15.0
2017-04-02,32.0
2017-04-16,44.0
2017-05-07,20.0
2017-05-21,80.0
2017-05-28,21.0
2017-06-18,27.0
2017-07-02,26.0
2017-07-09,55.0
2017-07-16,56.0
2017-08-13,18.0
2017-08-20,21.0
2017-08-27,33.0
2017-09-10,29.0
2017-09-17,20.0
2017-09-24,18.0
2017-10-01,40.0
2017-10-15,24.0
2017-10-22,21.0
2017-10-29,48.0
2017-11-05,37.0
2017-11-12,18.0
2017-12-03,36.0
2018-01-14,18.0
2018-01-21,22.0
2018-02-04,31.0
2018-02-11,13.0
2018-02-25,20.0
2018-03-11,41.19299608245974
2018-03-18,29.180715925758133
2018-04-01,54.0
2018-04-08,34.070194515443646
2018-04-15,28.45967310512915
2018-05-06,19.0
2018-05-20,23.0
2018-05-27,38.39827232162109
2018-06-03,50.84915169481465
2018-06-17,41.16843576905652
2018-06-24,18.0
2018-07-08,34.09475482884686
2018-07-15,24.266677022669406
2018-08-19,30.582474672145253
2018-08-26,21.0
2018-09-02,45.81231122470983
2018-09-30,21.803517492774237
2018-10-07,18.0
2018-10-14,22.717556395862964
2018-10-21,41.0
2018-11-04,16.742116709266185
2018-11-18,23.742116709266185
2018-12-02,42.156155612354915
2018-12-30,16.0
2019-01-06,17.791237336072626
2019-01-13,27.0
2019-01-20,48.67722950099211
2019-02-03,15.303517492774237
2019-02-10,48.30003106800822
2019-02-17,27.49651357523398
2019-02-24,46.95967310512915
2019-03-03,22.680715925758133
2019-03-17,46.34915169481465
2019-03-24,27.0
2019-04-07,24.717556395862964
2019-04-14,49.55442793397601
2019-04-21,66.0
2019-04-28,21.180715925758133
2019-05-05,16.0
2019-05-12,35.05791435874203
2019-05-19,15.0
2019-06-16,41.0
2019-06-23,30.057914358742032
2019-06-30,30.0
2019-07-07,20.692996082459743
2019-07-14,46.521073888637204
2019-07-21,43.03335404533881
2019-07-28,29.070194515443642
2019-08-04,30.50879373193559
2019-08-11,40.43511279172593
2019-08-18,26.594754828846863
2019-08-25,23.0
2019-09-08,17.0
2019-09-15,26.98423341853237
2019-09-22,15.278957179371016
2019-09-29,31.47195326183076
2019-10-27,31.910552478322707
2019-11-03,26.742116709266185
2019-11-17,40.2877509113066
2019-12-01,70.82110495664541
2019-12-08,32.0
2019-12-22,19.717556395862964
2020-01-05,19.291237336072626
2020-01-12,26.070194515443642
2020-01-19,19.0
